Resource Name,County,National Register Date,National Register Number,Longitude,Latitude,Georeference
Christian Church,Delaware,03/12/2001,01NR01748,-74.8785421996,42.2989844635,POINT (-74.8785421996 42.2989844635)
German Evangelical Lutheran Church of St. Mark,New York,04/15/2004,03NR05087,-73.9871932139,40.7270734136,POINT (-73.9871932139 40.7270734136)
Christ Episcopal Church,Westchester,04/23/1987,90NR02525,-73.859337833,41.0749534033,POINT (-73.859337833 41.0749534033)
Saint Peter's Episcopal Church Complex,Delaware,07/31/1998,97NR01284,-74.6695856688,42.3700217436,POINT (-74.6695856688 42.3700217436)
Oak Hill Methodist Episcopal Church,Greene,11/01/2006,04NR05383,-74.1545646694,42.41225758,POINT (-74.1545646694 42.41225758)
Brick Presbyterian Church,Wyoming,10/03/2007,07NR05715,-78.0005980375,42.7206369752,POINT (-78.0005980375 42.7206369752)
North Settlement Methodist Church,Greene,05/16/1996,96NR00979,-74.2954629011,42.3377405798,POINT (-74.2954629011 42.3377405798)
Buck's Bridge United Methodist Church,St. Lawrence,09/15/2004,03NR05167,-75.1602794432,44.7027445698,POINT (-75.1602794432 44.7027445698)
First Congregational Church of Bay Shore,Suffolk,05/03/2002,01NR01795,-73.2459734032,40.7261091454,POINT (-73.2459734032 40.7261091454)
Ladentown United Methodist Church,Rockland,09/07/2005,05NR05445,-74.0674378076,41.1853907032,POINT (-74.0674378076 41.1853907032)
Reformed Protestant Dutch Church of Klyne Esopus,Ulster,11/15/2002,02NR04957,-73.970085686,41.8541397311,POINT (-73.970085686 41.8541397311)
St. Mark's Lutheran Church,Albany,11/10/1982,90NR01634,-73.9689841952,42.7044906406,POINT (-73.9689841952 42.7044906406)
First Congregational Free Church,Oneida,11/19/1979,90NR02079,-75.4596764658,42.9402970082,POINT (-75.4596764658 42.9402970082)
Mt. Zion Methodist Church,Westchester,05/10/1990,90NR03152,-73.7146316627,41.3015702142,POINT (-73.7146316627 41.3015702142)
The Oppenheim and St. Johnsville Union Society Church,Fulton,07/19/2010,09NR06070,-74.7145239853,43.0398081008,POINT (-74.7145239853 43.0398081008)
Saint James Church,Queens,11/12/1999,99NR01470,-73.8778252137,40.7383501625,POINT (-73.8778252137 40.7383501625)
St. Barnabas Episcopal Church,Rensselaer,01/28/2004,03NR05106,-73.6825613857,42.7461131932,POINT (-73.6825613857 42.7461131932)
West End Presbyterian Church & Parish House,New York,12/30/2011,11NR06262,-73.9657538067,40.7998296257,POINT (-73.9657538067 40.7998296257)
Holy Trinity (Protestant Episcopal) Church,Kings,12/23/1987,90NR01349,-73.9926611073,40.6945806614,POINT (-73.9926611073 40.6945806614)
Grace Episcopal Church,Broome,08/28/1998,98NR01392,-75.9681582653,42.3292497326,POINT (-75.9681582653 42.3292497326)
First Presbyterian Church of East Syracuse (DEMOLISHED),Onondaga,,98NR01294,-76.0706098146,43.0653728644,POINT (-76.0706098146 43.0653728644)
St. John's Lutheran Church,Columbia,06/30/2009,09NR05987,-73.6392028349,42.0493878067,POINT (-73.6392028349 42.0493878067)
Congregational Church of the Evangel,Kings,12/11/2009,09NR06032,-73.9568455149,40.6572091555,POINT (-73.9568455149 40.6572091555)
St. John's Church Complex,Delaware,07/21/1995,95NR00837,-74.9160974226,42.2790595495,POINT (-74.9160974226 42.2790595495)
Italy Valley Methodist Church,Yates,08/24/1994,94NR00672,-77.2921689399,42.6108685936,POINT (-77.2921689399 42.6108685936)
Delaware Avenue Methodist Episcopal Church,Erie,11/15/2003,01NR01805,-78.875216413,42.8936083699,POINT (-78.875216413 42.8936083699)
First United Presbyterian Church of Mumford,Monroe,04/01/2002,01NR01860,-77.8615708214,42.9921425204,POINT (-77.8615708214 42.9921425204)
First Presbyterian Church,Tioga,12/07/2005,05NR05475,-76.492085758,42.2138365209,POINT (-76.492085758 42.2138365209)
Wesleyan Methodist Church,Seneca,08/29/1980,90NR02212,-76.7996762667,42.9108611215,POINT (-76.7996762667 42.9108611215)
Disciples of Christ Church,Erie,05/22/2002,98NR01344,-78.7424316635,42.9636940814,POINT (-78.7424316635 42.9636940814)
St. Bartholomew's Protestant Episcopal Church and Rectory,Kings,04/23/1980,90NR01274,-73.9520571567,40.6781488466,POINT (-73.9520571567 40.6781488466)
Livingston Memorial Church and Burial Ground,Columbia,09/12/1985,90NR00238,-73.8467696278,42.1709388704,POINT (-73.8467696278 42.1709388704)
Sand Beach Church,Cayuga,06/10/1975,90NR00098,-76.5466673525,42.9033958493,POINT (-76.5466673525 42.9033958493)
First Baptist Church,Dutchess,07/25/2001,00NR01607,-73.9280074033,41.7051774327,POINT (-73.9280074033 41.7051774327)
Dutch Reformed Church,Orange,12/18/1970,90NR02316,-74.0083774251,41.5047893104,POINT (-74.0083774251 41.5047893104)
Batchellerville Presbyterian Church,Saratoga,06/16/2000,99NR01546,-74.0812961857,43.209331827,POINT (-74.0812961857 43.209331827)
Cochecton Center Methodist Church,Sullivan,04/21/2000,00NR01590,-74.9844151147,41.6560715497,POINT (-74.9844151147 41.6560715497)
Lattingtown Baptist Church,Ulster,10/20/2010,05NR05483,-74.0011342919,41.6438103416,POINT (-74.0011342919 41.6438103416)
Thompson AME Zion Church,Cayuga,04/02/1999,98NR01422,-76.5759454993,42.9232697348,POINT (-76.5759454993 42.9232697348)
Dutch Reformed Church of Gansevoort,Saratoga,01/20/1995,95NR00802,-73.6517934611,43.1982329007,POINT (-73.6517934611 43.1982329007)
First Presbyterian Church of Delhi,Delaware,02/01/2006,05NR05474,-74.9225381267,42.2743093224,POINT (-74.9225381267 42.2743093224)
Starkey Corners Methodist Church,Yates,08/24/1994,94NR00645,-76.9342301251,42.5365227951,POINT (-76.9342301251 42.5365227951)
Hanson Place Seventh Day Adventist Church,Kings,04/23/1980,90NR01273,-73.9739311788,40.685256775,POINT (-73.9739311788 40.685256775)
Saint Paul's Methodist Church,Rockland,03/12/2001,01NR01741,-73.919947432,41.0860561702,POINT (-73.919947432 41.0860561702)
Immanuel Union Church,Richmond,07/27/2018,18NR00015,-74.1312003495,40.6201789095,POINT (-74.1312003495 40.6201789095)
St. Thomas Aquinas Roman Catholic Church Complex,Erie,02/21/2017,15NR00029,-78.8150519067,42.8509646717,POINT (-78.8150519067 42.8509646717)
Tabernacle Baptist Church,Oneida,01/04/2012,11NR06247,-75.2343535397,43.0985261866,POINT (-75.2343535397 43.0985261866)
Reformed Presbyterian Church Parsonage,Schenectady,10/11/1984,90NR02639,-74.1567550738,42.771126745,POINT (-74.1567550738 42.771126745)
German Reformed Sanctity Church Parsonage,Columbia,01/30/1976,90NR00230,-73.8821969342,42.1418336263,POINT (-73.8821969342 42.1418336263)
"The First Church of Evans Complex, 7431 Erie Road",Erie,04/12/2006,04NR05316,-79.0133914701,42.6837841156,POINT (-79.0133914701 42.6837841156)
St. George's Episcopal Church,New York,12/08/1976,90NR00931,-73.9850047365,40.7343614753,POINT (-73.9850047365 40.7343614753)
Holy Trinity Roman Catholic Church Complex,Niagara,06/11/2010,10NR06089,-79.0439933995,43.0864642924,POINT (-79.0439933995 43.0864642924)
West Dryden Methodist Episcopal Church,Tompkins,08/09/1991,91NR03368,-76.4148719347,42.5175646431,POINT (-76.4148719347 42.5175646431)
Forest Presbyterian Church and Manse,Lewis,09/24/2004,02NR04907,-75.3610348315,43.6181556392,POINT (-75.3610348315 43.6181556392)
Grace Church and Dependencies,New York,06/28/1974,90NR00768,-73.9908037416,40.7319695887,POINT (-73.9908037416 40.7319695887)
Church of the Holy Innocents,Kings,06/16/2005,04NR05415,-73.9626722385,40.6444905361,POINT (-73.9626722385 40.6444905361)
St. Mary's Church,Albany,07/14/1977,90NR01648,-73.7527637316,42.6518519638,POINT (-73.7527637316 42.6518519638)
English Evangelical Lutheran Church of the Reformation,Monroe,03/12/1992,91NR00155,-77.603165526,43.1591776202,POINT (-77.603165526 43.1591776202)
St. Paul's Episcopal Church,Jefferson,05/23/1997,97NR01176,-75.9074442048,43.9719553891,POINT (-75.9074442048 43.9719553891)
Canastota Methodist Church,Madison,05/23/1986,90NR01424,-75.755128394,43.0812067711,POINT (-75.755128394 43.0812067711)
Saint Paul's Lutheran Church/English Evangelical Lutheran Church of Dansville,Livingston,06/25/2013,11NR06204,-77.6955114595,42.5586990437,POINT (-77.6955114595 42.5586990437)
St. Monica's Church,Queens,04/09/1980,90NR01568,-73.7983073508,40.7019596158,POINT (-73.7983073508 40.7019596158)
St. John's Evangelical Lutheran Church,Columbia,01/11/2002,01NR01841,-73.7962001852,42.0931676821,POINT (-73.7962001852 42.0931676821)
First Presbyterian Church of Newtown,Queens,09/09/2013,13NR06450,-73.8770861841,40.7355816696,POINT (-73.8770861841 40.7355816696)
First Presbyterian Church of Avon,Livingston,01/05/2005,04NR05292,-77.7058717468,42.9096444068,POINT (-77.7058717468 42.9096444068)
Evangelical Lutheran Church of St. Peter,Dutchess,04/24/1975,90NR00328,-73.8871042868,41.9627294669,POINT (-73.8871042868 41.9627294669)
Peekskill Presbyterian Church,Westchester,11/25/2002,02NR04921,-73.9240467914,41.2887502716,POINT (-73.9240467914 41.2887502716)
St. Philips Protestant Episcopal Church,New York,09/25/2008,97NR01231,-73.9452778336,40.8146625079,POINT (-73.9452778336 40.8146625079)
St. Paul's Church,Seneca,03/09/1997,97NR01164,-76.8599321855,42.9057057521,POINT (-76.8599321855 42.9057057521)
St. StephenΓÇÖs Mission Church Complex,Bronx,07/29/2021,21NR00029,-73.8635445447,40.9002841962,POINT (-73.8635445447 40.9002841962)
Harpursville United Methodist Church,Broome,01/18/2006,05NR05519,-75.624000764,42.1781640034,POINT (-75.624000764 42.1781640034)
St. Andrew's Episcopal Church,Suffolk,09/15/1988,90NR01784,-72.9143059383,40.8365050239,POINT (-72.9143059383 40.8365050239)
Saint Paul's Armenian Apostolic Church (Park Avenue Methodist Church),Onondaga,06/09/2010,10NR06088,-76.1703608144,43.0516897806,POINT (-76.1703608144 43.0516897806)
Brick Church Corners,Wayne,06/05/1974,90NR02280,-77.3055556406,43.2575427644,POINT (-77.3055556406 43.2575427644)
Lodi Methodist Church,Seneca,05/06/1982,90NR02220,-76.8224404932,42.6125321736,POINT (-76.8224404932 42.6125321736)
Middle Island Presbyterian Church,Suffolk,12/07/2005,05NR05501,-72.9631521185,40.8785555279,POINT (-72.9631521185 40.8785555279)
Christ Evangelical English Lutheran Church,Kings,08/30/2007,07NR05736,-73.9286599234,40.6922648721,POINT (-73.9286599234 40.6922648721)
Wall Street Methodist Episcopal Church,Cayuga,04/29/1999,98NR01424,-76.5784073638,42.9352534596,POINT (-76.5784073638 42.9352534596)
West Settlement Methodist Church,Greene,12/06/1996,96NR01066,-74.3696695512,42.3326993866,POINT (-74.3696695512 42.3326993866)
Thomas Memorial AME Zion Church,Jefferson,03/06/2002,96NR01109,-75.9146101386,43.9865214549,POINT (-75.9146101386 43.9865214549)
Calvary Episcopal Church (former),Oneida,07/03/2008,03NR05102,-75.2309503729,43.0948488855,POINT (-75.2309503729 43.0948488855)
Old Hawleyton Methodist Episcopal Church,Broome,09/28/2006,06NR05590,-75.9167129105,42.0188264903,POINT (-75.9167129105 42.0188264903)
St. John's Lutheran Church,Schoharie,09/12/2008,08NR05859,-74.5858164651,42.741257988,POINT (-74.5858164651 42.741257988)
Saint John's Roman Catholic Church,Jefferson,06/28/1996,96NR00948,-75.9706818575,44.1888868379,POINT (-75.9706818575 44.1888868379)
Delphi Baptist Church,Onondaga,08/24/1979,90NR02091,-75.9129305289,42.8773975355,POINT (-75.9129305289 42.8773975355)
Ellis Methodist Episcopal Church,Tompkins,05/27/1993,95NR00807,-76.3835242185,42.4259434666,POINT (-76.3835242185 42.4259434666)
United Methodist Church,Jefferson,09/06/1990,90NR03008,-76.2185954287,44.0066108301,POINT (-76.2185954287 44.0066108301)
St. Paul's Methodist Church,Suffolk,11/08/2021,90NR03093,-73.3453552385,40.9008381888,POINT (-73.3453552385 40.9008381888)
Union Valley Congregational Church,Cortland,12/31/2002,02NR05006,-75.8833222673,42.6337860577,POINT (-75.8833222673 42.6337860577)
Fourth Avenue Methodist Episcopal Church,Kings,08/08/2019,19NR00028,-74.0109646333,40.6485159015,POINT (-74.0109646333 40.6485159015)
Old Southeast Church,Putnam,07/24/1972,90NR02381,-73.5748779467,41.4313998595,POINT (-73.5748779467 41.4313998595)
Old Saratoga Reformed Church,Saratoga,11/07/1997,97NR01225,-73.584211031,43.098534612,POINT (-73.584211031 43.098534612)
Saint Mark's and Saint John's Episcopal Church,Monroe,01/05/2005,04NR05272,-77.562245602,43.1680838878,POINT (-77.562245602 43.1680838878)
Second Baptist Church,Dutchess,01/20/1972,90NR00367,-73.9310087573,41.7063998517,POINT (-73.9310087573 41.7063998517)
Church of St. John the Evangelist,Greene,04/21/2004,03NR05174,-74.1474095334,42.1823456366,POINT (-74.1474095334 42.1823456366)
St Regis Presbyterian Church,Franklin,10/29/2020,20NR00071,-74.2971434478,44.432031631,POINT (-74.2971434478 44.432031631)
First Presbyterian Church of Tuscarora,Livingston,01/14/2004,02NR04942,-77.8699420562,42.6343881541,POINT (-77.8699420562 42.6343881541)
Church of St. John The Evangelist,Columbia,04/13/1972,90NR00242,-73.7473293149,42.3081629014,POINT (-73.7473293149 42.3081629014)
St. Andrew's Evangelical Lutheran Church Complex,Erie,09/08/1983,90NR01234,-78.8465740065,42.8881129414,POINT (-78.8465740065 42.8881129414)
First Universalist Church of Portageville,Wyoming,02/19/2008,07NR05832,-78.0455945045,42.5656039098,POINT (-78.0455945045 42.5656039098)
First Baptist Church,Schuyler,09/13/2001,01NR01755,-76.8697098506,42.3806928313,POINT (-76.8697098506 42.3806928313)
Trinity-St. Paul's Episcopal Church,Westchester,07/12/2006,04NR05312,-73.7846661503,40.9094480109,POINT (-73.7846661503 40.9094480109)
Davenport Presbyterian Church,Delaware,07/24/2017,17NR00011,-74.8474333041,42.4705584894,POINT (-74.8474333041 42.4705584894)
Church of St. Ignatius Loyola Complex,New York,07/24/1980,90NR00794,-73.9589030324,40.7791709125,POINT (-73.9589030324 40.7791709125)
Reformed Dutch Church of Poughkeepsie,Dutchess,02/28/2008,07NR05698,-73.9218334369,41.6950437088,POINT (-73.9218334369 41.6950437088)
Church of Notre Dame and Rectory,New York,05/06/1980,90NR00694,-73.9604512689,40.8051119934,POINT (-73.9604512689 40.8051119934)
Vine Valley Methodist Church,Yates,08/24/1994,94NR00691,-77.3246869624,42.7238880308,POINT (-77.3246869624 42.7238880308)
St. John's Church Complex,Richmond,,94NR00547,-74.0632556334,40.6114934539,POINT (-74.0632556334 40.6114934539)
Church of St. Paul the Apostle,New York,12/05/1991,91NR00098,-73.9851983845,40.7698115923,POINT (-73.9851983845 40.7698115923)
Christ Episcopal Church,Allegany,05/17/1974,90NR00019,-78.062798816,42.2523174897,POINT (-78.062798816 42.2523174897)
Pentecostal Holy Temple Church of Jesus Christ,Chemung,11/19/1998,98NR01400,-76.8082593737,42.1073620288,POINT (-76.8082593737 42.1073620288)
St. Andrew's Episcopal Church,New York,03/18/1980,90NR00635,-73.9407722425,40.8077328186,POINT (-73.9407722425 40.8077328186)
Church of the Holy Communion and Buildings,New York,04/17/1980,90NR00664,-73.993630323,40.741039238,POINT (-73.993630323 40.741039238)
United Methodist Church,Seneca,09/24/2004,04NR05263,-76.8611513296,42.9059202965,POINT (-76.8611513296 42.9059202965)
St. Thomas Church and Parish House,New York,04/09/1980,90NR00655,-73.9762560035,40.7608506315,POINT (-73.9762560035 40.7608506315)
People's African Methodist Episcopal Zion Church,Onondaga,01/17/2012,11NR06227,-76.1412093704,43.0488279019,POINT (-76.1412093704 43.0488279019)
Flatbush Dutch Reformed Church Complex,Kings,09/08/1983,90NR01302,-73.9593378224,40.6497843964,POINT (-73.9593378224 40.6497843964)
St. Andrew's Episcopal Church [Calvary-St. Andrew's Presbyterian Parish],Monroe,09/28/2006,05NR05537,-77.6083649246,43.1434526729,POINT (-77.6083649246 43.1434526729)
First Presbyterian Church of Le Roy,Genesee,09/10/2014,14NR06566,-77.9919870441,42.9772533598,POINT (-77.9919870441 42.9772533598)
First Baptist Church and Cook Memorial Building,Jefferson,02/09/2005,04NR05358,-75.6076870225,43.9801668442,POINT (-75.6076870225 43.9801668442)
St. Matthew's Episcopal Church,Chemung,09/18/2017,16NR00066,-76.8195543005,42.164890318,POINT (-76.8195543005 42.164890318)
Linlithgo Reformed Church of Livingston,Columbia,02/01/2006,04NR05219,-73.7753016653,42.1429214372,POINT (-73.7753016653 42.1429214372)
Christ Church,Nassau,11/09/2018,17NR00056,-73.527717518,40.8725104201,POINT (-73.527717518 40.8725104201)
Sayville Congregational Church,Suffolk,07/27/2005,05NR05433,-73.0799965175,40.7364483428,POINT (-73.0799965175 40.7364483428)
The USCO church at Garnerville,Rockland,05/03/2016,15NR00125,-73.9950112986,41.2067150842,POINT (-73.9950112986 41.2067150842)
St. Stephen's Church (Episcopal),Oneida,08/30/1996,96NR01020,-75.2859624588,43.0708779194,POINT (-75.2859624588 43.0708779194)
First Presbyterian Church,Seneca,11/29/1996,96NR00970,-76.8606272543,42.903898289,POINT (-76.8606272543 42.903898289)
Grace Episcopal Church,Bronx,09/13/2006,06NR05589,-73.7838311114,40.8409789166,POINT (-73.7838311114 40.8409789166)
St. Philip's Church in the Higlands Complex,Putnam,10/11/1995,91NR00254,-73.9386513713,41.3820313639,POINT (-73.9386513713 41.3820313639)
St. Luke's Evangelical Lutheran Church,New York,06/01/2007,06NR05682,-73.9887139216,40.7598784019,POINT (-73.9887139216 40.7598784019)
St. Paul's Episcopal Church and Rectory - Calvary Baptist Church and Annex,Westchester,12/06/1978,90NR02503,-73.8644146601,41.1595151314,POINT (-73.8644146601 41.1595151314)
Methodist-Episcopal Church of Norwich,Chenango,08/28/2003,03NR05074,-75.5234943467,42.5335066424,POINT (-75.5234943467 42.5335066424)
St. Matthias Episcopal Church Complex,Erie,12/03/2019,19NR00072,-78.6205258453,42.7687648067,POINT (-78.6205258453 42.7687648067)
St. John's Episcopal Church,Tompkins,11/22/2000,00NR01683,-76.2540980228,42.3027324709,POINT (-76.2540980228 42.3027324709)
Bethel AME Church and Manse,Suffolk,09/26/1985,90NR01801,-73.4179523402,40.8785650926,POINT (-73.4179523402 40.8785650926)
Hamilton Union Church Rectory,Albany,11/10/1982,90NR01659,-73.907239158,42.703181842,POINT (-73.907239158 42.703181842)
St. Patrick's Roman Catholic Church / Sunnybrook Farm,Suffolk,08/08/2019,19NR00013,-73.2039679236,40.8544182504,POINT (-73.2039679236 40.8544182504)
First Baptist Church of Deerfield,Oneida,07/11/1985,90NR02063,-75.2017901272,43.1143766477,POINT (-75.2017901272 43.1143766477)
Calvary Methodist Episcopal Church,New York,05/16/2016,15NR00135,-73.9468499051,40.8119320204,POINT (-73.9468499051 40.8119320204)
Mamaroneck United Methodist Church,Westchester,10/02/1992,92NR00350,-73.7291588572,40.9515848104,POINT (-73.7291588572 40.9515848104)
Clinton Corners Friends' Church,Dutchess,04/27/1989,90NR00565,-73.7609478258,41.831976083,POINT (-73.7609478258 41.831976083)
West Charlton United Presbyterian Church,Saratoga,02/20/1998,97NR01253,-74.0306000151,42.9728246402,POINT (-74.0306000151 42.9728246402)
First Congregational Church and Society of Volney,Oswego,06/29/2001,01NR01762,-76.3382355753,43.3384610309,POINT (-76.3382355753 43.3384610309)
St. Anthony of Padua Church and Rectory,Onondaga,03/07/2019,17NR00095,-76.1500064292,43.0239355556,POINT (-76.1500064292 43.0239355556)
Christ Church New Brighton,Richmond,05/27/2004,03NR05201,-74.0928373605,40.6434598275,POINT (-74.0928373605 40.6434598275)
Church Building,Dutchess,,00NR01605,-73.9285079482,41.7037948948,POINT (-73.9285079482 41.7037948948)
First Presbyterian Church of Dailey Ridge,St. Lawrence,04/01/2002,99NR01500,-75.0632222907,44.7468636327,POINT (-75.0632222907 44.7468636327)
Holyrood Protestant Episcopal Church,New York,10/29/2020,20NR00037,-73.9384071428,40.8494360652,POINT (-73.9384071428 40.8494360652)
Hauppauge Methodist Episcopal Church,Suffolk,08/27/2020,20NR00033,-73.2047319111,40.8263254219,POINT (-73.2047319111 40.8263254219)
First Presbyterian Church Complex (church and manse),St. Lawrence,09/17/2015,15NR00055,-75.4683225411,44.3347895103,POINT (-75.4683225411 44.3347895103)
Christ Church,Rockland,05/18/2011,10NR06188,-73.9266081821,41.0298758709,POINT (-73.9266081821 41.0298758709)
St. Mark's Episcopal Church,Westchester,11/21/1991,91NR00100,-73.7258847298,41.2071351084,POINT (-73.7258847298 41.2071351084)
First Baptist Church of Painted Post,Steuben,02/05/1999,99NR01434,-77.0942327201,42.1583463075,POINT (-77.0942327201 42.1583463075)
First Presbyterian Church,Dutchess,11/26/1982,90NR00397,-73.9245847969,41.7009466278,POINT (-73.9245847969 41.7009466278)
New Utrecht Reformed Church and Buildings,Kings,04/09/1980,90NR01266,-74.000495234,40.6083087121,POINT (-74.000495234 40.6083087121)
St. Patrick's Church Complex,Onondaga,08/07/2012,12NR06341,-76.1832436671,43.0505552598,POINT (-76.1832436671 43.0505552598)
Grace Episcopal Church,Tioga,08/02/2000,00NR01636,-76.5388749615,42.003613719,POINT (-76.5388749615 42.003613719)
Yatesville Methodist Church,Yates,08/25/1994,94NR00652,-77.1377021302,42.6718590079,POINT (-77.1377021302 42.6718590079)
Cobblestone House at 1111 Stone Church Road,Seneca,09/28/2007,07NR05744,-76.8822492998,42.9729934037,POINT (-76.8822492998 42.9729934037)
Church of the Holy Innocents and Rectory,Orange,11/23/1982,90NR02327,-73.9646009969,41.3731777944,POINT (-73.9646009969 41.3731777944)
Tomhannock Methodist Episcopal Church,Rensselaer,05/27/2014,14NR06537,-73.5477812246,42.8695559171,POINT (-73.5477812246 42.8695559171)
United Methodist Church,Suffolk,04/19/1984,90NR01911,-73.0150137993,40.7641048402,POINT (-73.0150137993 40.7641048402)
Densmore Methodist Church of the Thousand Islands,Jefferson,05/19/1988,90NR01116,-75.9537164835,44.3221174889,POINT (-75.9537164835 44.3221174889)
Bloomingburg Reformed Protestant Dutch Church,Sullivan,01/10/1980,90NR01054,-74.4428955527,41.5560770625,POINT (-74.4428955527 41.5560770625)
St. Paul's Episcopal Church Complex,Rensselaer,09/07/1979,90NR00993,-73.6900436729,42.7302735439,POINT (-73.6900436729 42.7302735439)
United Church of Madrid & Parsonage,St. Lawrence,11/10/2010,06NR05683,-75.1312411861,44.7506609481,POINT (-75.1312411861 44.7506609481)
"Corpus Christi R. C. Church Complex, 199 Clark Street",Erie,06/27/2007,06NR05645,-78.8356146292,42.8913407843,POINT (-78.8356146292 42.8913407843)
Cochecton Presbyterian Church,Sullivan,11/27/1992,92NR00376,-75.0643033251,41.7072651054,POINT (-75.0643033251 41.7072651054)
Dexter Universalist Church (former),Jefferson,09/19/2003,02NR04999,-76.0441725108,44.008100063,POINT (-76.0441725108 44.008100063)
Fort Washington Presbyterian Church,New York,01/07/2010,09NR06027,-73.9378674933,40.8453791441,POINT (-73.9378674933 40.8453791441)
Immanuel Congregational Church,Kings,06/07/2006,06NR05560,-73.9247439308,40.6826861854,POINT (-73.9247439308 40.6826861854)
First Reformed Church of Piermont,Rockland,11/09/2015,15NR00071,-73.9164196626,41.0361308618,POINT (-73.9164196626 41.0361308618)
Christ Evangelical and Reformed Church,Seneca,12/08/1989,92NR00354,-76.8083369145,42.8142541832,POINT (-76.8083369145 42.8142541832)
Trinity Episcopal Church Complex,Westchester,09/01/1998,97NR01276,-73.8333730664,40.9032531516,POINT (-73.8333730664 40.9032531516)
St. Mary's Episcopal Church,Kings,07/21/1983,90NR01292,-73.9613010285,40.6927309437,POINT (-73.9613010285 40.6927309437)
Trinity Episcopal Church,St. Lawrence,02/13/2003,99NR01514,-74.9880044215,44.6673679504,POINT (-74.9880044215 44.6673679504)
Church of the Redeemer,Steuben,11/12/1992,95NR00831,-77.2327986737,42.108261905,POINT (-77.2327986737 42.108261905)
Faith Missionary Baptist Church,Erie,07/27/2018,18NR00020,-78.8427714316,42.9179648872,POINT (-78.8427714316 42.9179648872)
Reformed Dutch Church Complex,Dutchess,09/02/1993,90NR02899,-73.9359829707,41.7925965156,POINT (-73.9359829707 41.7925965156)
Welsh Calvinistic Methodist Church,Oneida,01/13/1988,90NR02050,-75.1838187289,43.3263505115,POINT (-75.1838187289 43.3263505115)
West Fulton Methodist Church,Schoharie,02/05/2013,12NR06391,-74.4617178118,42.5636742127,POINT (-74.4617178118 42.5636742127)
Church of the Holy Comforter,Dutchess,04/13/1972,90NR00371,-73.9366997949,41.706115395,POINT (-73.9366997949 41.706115395)
United Methodist Church of Tioga Center,Tioga,04/01/2002,02NR01900,-76.3467796119,42.0568723136,POINT (-76.3467796119 42.0568723136)
Old St. Peter's Church,Westchester,03/07/1973,90NR02429,-73.9002159072,41.3140142977,POINT (-73.9002159072 41.3140142977)
St. John's Episcopal Church,Sullivan,11/21/2002,02NR04908,-74.6850540894,41.6535163882,POINT (-74.6850540894 41.6535163882)
St. Matthew's Episcopal Church,Queens,07/25/2001,01NR01759,-73.8492241073,40.6961578033,POINT (-73.8492241073 40.6961578033)
West Burlington Memorial Church,Otsego,01/16/2001,00NR01706,-75.1876543591,42.7070611368,POINT (-75.1876543591 42.7070611368)
West Newark Congregational Church,Tioga,03/16/1998,98NR01308,-76.2356068423,42.2425005983,POINT (-76.2356068423 42.2425005983)
Church of Our Saviour,Columbia,02/14/1997,97NR01170,-73.3806196928,42.4740240585,POINT (-73.3806196928 42.4740240585)
St. James Chapel (All Souls Episcopal Church),Suffolk,06/16/2000,97NR01246,-73.1467342105,40.915800519,POINT (-73.1467342105 40.915800519)
South Congregational Church,Kings,11/04/1982,90NR01333,-73.9965351898,40.6820596113,POINT (-73.9965351898 40.6820596113)
St. AndrewΓÇÖs Episcopal Church,Erie,06/09/2010,10NR06090,-78.827676571,42.9489466556,POINT (-78.827676571 42.9489466556)
Elmendorf Reformed Church,New York,04/27/2010,09NR06085,-73.9382389934,40.8016735694,POINT (-73.9382389934 40.8016735694)
First Congregational and Presbyterian Society Church of Westport,Essex,12/19/1988,90NR00495,-73.4587867033,44.2306400557,POINT (-73.4587867033 44.2306400557)
St. Andrew's Episcopal Church & Rectory,Orange,06/13/2008,08NR05853,-74.1903498646,41.5601319776,POINT (-74.1903498646 41.5601319776)
First Methodist Episcopal Church of Avon [Avon Methodist Church],Livingston,03/15/2005,04NR05347,-77.7455826354,42.9099217413,POINT (-77.7455826354 42.9099217413)
First Baptist Church of Springville,Erie,12/05/2008,08NR05917,-78.6667292789,42.5096294782,POINT (-78.6667292789 42.5096294782)
First Universalist Church,Monroe,05/27/1971,90NR01470,-77.6045524844,43.1540162698,POINT (-77.6045524844 43.1540162698)
First Methodist Episcopal Church of ROme,Oneida,01/29/2010,09NR05984,-75.4577785349,43.2164238417,POINT (-75.4577785349 43.2164238417)
St. Mark's Church,Lewis,08/06/1998,98NR01366,-75.3494936163,43.5810305887,POINT (-75.3494936163 43.5810305887)
St. Luke's Episcopal Church,Nassau,02/18/1988,90NR01767,-73.6453053188,40.8469001028,POINT (-73.6453053188 40.8469001028)
First United Methodist Church (Chester Hill ME Church),Westchester,01/07/2000,99NR01566,-73.829290784,40.9186079816,POINT (-73.829290784 40.9186079816)
Trinity Church,Nassau,10/02/1986,90NR01740,-73.6447184341,40.8050254661,POINT (-73.6447184341 40.8050254661)
First Baptist Church of Ossining,Westchester,01/12/1973,90NR02501,-73.8617231071,41.161345831,POINT (-73.8617231071 41.161345831)
Saint Pauls Evangelical Lutheran Church,Dutchess,08/19/1998,98NR01301,-73.8772296127,41.9909393124,POINT (-73.8772296127 41.9909393124)
St. John's Protestant Episcopal Church,Westchester,07/29/1982,90NR02467,-73.899018708,40.933647464,POINT (-73.899018708 40.933647464)
