Resource Name,County,National Register Date,National Register Number,Longitude,Latitude,Georeference
Nathaniel Conklin House,Suffolk,12/08/1988,90NR01901,-73.322701503,40.7007225113,POINT (-73.322701503 40.7007225113)
Van Wyck-Wharton House,Dutchess,04/13/1972,90NR00297,-73.8891889209,41.5228491952,POINT (-73.8891889209 41.5228491952)
Columbia Turnpike: West Tollgate House,Columbia,12/28/2000,00NR01579,-73.7603836551,42.2394051175,POINT (-73.7603836551 42.2394051175)
"Rugge, A. S., House",Warren,09/29/1984,90NR02727,-73.6517094381,43.3136789111,POINT (-73.6517094381 43.3136789111)
"Smith, Augustus A., House [Germain House]",Wyoming,06/27/2007,06NR05668,-78.2780492428,42.8644950632,POINT (-78.2780492428 42.8644950632)
Lescaze House,New York,05/19/1980,90NR00723,-73.9708467468,40.7544747177,POINT (-73.9708467468 40.7544747177)
Marshall House,Ontario,04/26/1984,90NR02003,-77.2911101173,42.8807347844,POINT (-77.2911101173 42.8807347844)
Jefferson County Courthouse Complex,Jefferson,06/07/1974,90NR01153,-75.9142980783,43.9753089578,POINT (-75.9142980783 43.9753089578)
"Wait, F. W., House",Warren,09/29/1984,90NR02733,-73.6430628947,43.3165632772,POINT (-73.6430628947 43.3165632772)
Yates House,Schenectady,01/31/2019,18NR00068,-73.9082570462,42.858317173,POINT (-73.9082570462 42.858317173)
Culver Randel House and Mill,Orange,05/20/1998,98NR01339,-74.3515983959,41.3417998425,POINT (-74.3515983959 41.3417998425)
Menge House Complex,Herkimer,12/16/1996,96NR01052,-74.7695565007,43.0939010373,POINT (-74.7695565007 43.0939010373)
New York Cotton Exchange (India House),New York,01/07/1972,90NR00949,-74.0098353252,40.7045200534,POINT (-74.0098353252 40.7045200534)
Knapp House,Tioga,03/16/1998,98NR01312,-76.1822908187,42.2234329551,POINT (-76.1822908187 42.2234329551)
"Brewster, Oliver, House",Orange,03/08/1996,90NR03054,-74.0372431725,41.4401407336,POINT (-74.0372431725 41.4401407336)
Ten Broeck Stone House,Ulster,11/15/2002,02NR04932,-74.0099025138,41.9345176843,POINT (-74.0099025138 41.9345176843)
Stanley House,Livingston,08/31/1989,90NR01392,-77.6081388168,42.9050221983,POINT (-77.6081388168 42.9050221983)
"Sousa, John Philip, House",Nassau,10/15/1966,90NR01727,-73.7300757838,40.843990988,POINT (-73.7300757838 40.843990988)
Cascadilla Boathouse,Tompkins,10/04/1991,91NR00137,-76.5086461428,42.4602250844,POINT (-76.5086461428 42.4602250844)
Sofia Warehouse,New York,09/27/1984,90NR00858,-73.9833397747,40.7705074221,POINT (-73.9833397747 40.7705074221)
Botsford House,Greene,11/12/1993,93NR00508,-74.0252003407,42.4160781659,POINT (-74.0252003407 42.4160781659)
"Hand, Elias, House",Orange,08/28/1998,98NR01375,-74.0805369817,41.400527162,POINT (-74.0805369817 41.400527162)
Coltrane House,Suffolk,06/29/2007,06NR05643,-73.3237780503,40.7999392594,POINT (-73.3237780503 40.7999392594)
"Walter, Peter D.,  House",Niagara,05/30/2007,07NR05706,-78.6980724352,43.1715779,POINT (-78.6980724352 43.1715779)
Shay's Warehouse and Stable,Dutchess,02/27/1987,90NR00316,-73.9493054571,41.5871807248,POINT (-73.9493054571 41.5871807248)
"Wilson, Aaron, House",Seneca,05/30/2001,01NR01757,-76.8323571169,42.6465572176,POINT (-76.8323571169 42.6465572176)
Parry House,Orange,11/23/1982,90NR02332,-73.9624412233,41.3690912797,POINT (-73.9624412233 41.3690912797)
"Hobart, James, House",Yates,08/24/1994,94NR00682,-77.2131818718,42.6959673746,POINT (-77.2131818718 42.6959673746)
"Geiger, Elias, House",Livingston,04/12/2006,05NR05540,-77.7262488145,42.5177135117,POINT (-77.7262488145 42.5177135117)
Customs House,Wayne,05/06/1980,90NR02290,-76.9932172607,43.2667664406,POINT (-76.9932172607 43.2667664406)
"East 92nd Street, Houses at 120 and 122",New York,10/29/1982,90NR00889,-73.9536245318,40.7834190693,POINT (-73.9536245318 40.7834190693)
Schenectady Public Market and Scale House,Schenectady,01/27/2022,21NR00057,-73.9448602831,42.8106396616,POINT (-73.9448602831 42.8106396616)
"East 78th Street, Houses at 208-218",New York,06/30/1983,90NR00771,-73.9572759427,40.7731404859,POINT (-73.9572759427 40.7731404859)
Ogdensburg Harbor Lighthouse,St. Lawrence,04/26/2016,15NR00079,-75.5034351451,44.6978338383,POINT (-75.5034351451 44.6978338383)
"Roosevelt, Sara Delano, Memorial House",New York,03/28/1980,90NR00646,-73.9676232484,40.7671592766,POINT (-73.9676232484 40.7671592766)
Martin A. Quick House,Steuben,03/31/2014,13NR06499,-77.325137569,42.3335912745,POINT (-77.325137569 42.3335912745)
Lloyd Harbor Lighthouse,Suffolk,11/30/1989,92NR00355,-73.431290221,40.9107263921,POINT (-73.431290221 40.9107263921)
"Fish, Hamilton, House (Stuyvesant-Fish House)",New York,07/31/1972,90NR00801,-73.9885534025,40.730125102,POINT (-73.9885534025 40.730125102)
"Purdy, Jacob, House",Westchester,08/31/1979,90NR02489,-73.772409153,41.0370164351,POINT (-73.772409153 41.0370164351)
Breese-Reynolds House,Rensselaer,03/01/2007,06NR05654,-73.3251688184,42.857627195,POINT (-73.3251688184 42.857627195)
Sherwood House,Westchester,05/10/1984,90NR02471,-73.8550009609,40.9521188449,POINT (-73.8550009609 40.9521188449)
"Anthony, Susan B., House",Monroe,10/15/1966,90NR01518,-77.6280889817,43.1532928331,POINT (-77.6280889817 43.1532928331)
"Clarke, Luther, House",Tompkins,06/08/1984,90NR02268,-76.3005272596,42.4901648582,POINT (-76.3005272596 42.4901648582)
"Eastman, George, House",Monroe,11/13/1966,90NR01524,-77.5800534143,43.1529191406,POINT (-77.5800534143 43.1529191406)
"Cleveland, L. E., House",Greene,12/28/2001,01NR01815,-74.1521930156,42.4103466211,POINT (-74.1521930156 42.4103466211)
Lever House,New York,10/02/1983,90NR00861,-73.9728723687,40.7595994056,POINT (-73.9728723687 40.7595994056)
"Hartford, John A., House",Westchester,12/27/1977,90NR02443,-73.7898841359,41.0689756229,POINT (-73.7898841359 41.0689756229)
"Smith, Alfred E., House",New York,,90NR00919,-73.998123811,40.7123180922,POINT (-73.998123811 40.7123180922)
Solomon Resnick House,Westchester,04/22/2021,20NR00001,-73.7861037907,41.1854511271,POINT (-73.7861037907 41.1854511271)
"Trimble, George, House",Albany,10/03/1985,90NR02794,-73.7259908954,42.7139277407,POINT (-73.7259908954 42.7139277407)
"Smith, Reuel E., House",Onondaga,07/27/1979,90NR02131,-76.4341188094,42.9429124768,POINT (-76.4341188094 42.9429124768)
Deke House,Tompkins,01/11/1991,91NR03355,-76.4871374224,42.4445712046,POINT (-76.4871374224 42.4445712046)
"Hardenbergh, Isaac, House",Delaware,12/12/1994,94NR00626,-74.4528629905,42.3371464698,POINT (-74.4528629905 42.3371464698)
"DuBois, Andries, House",Ulster,08/06/1998,98NR01378,-74.1860311707,41.6090681948,POINT (-74.1860311707 41.6090681948)
Taylor-Corwin House,Orange,01/05/2005,04NR05256,-74.3025687232,41.6091516551,POINT (-74.3025687232 41.6091516551)
"Van Vechten, John, House",Greene,03/10/1995,95NR00768,-73.9036631544,42.2552927261,POINT (-73.9036631544 42.2552927261)
"Lawton, George H., House",Albany,10/03/1985,90NR02781,-73.7561932811,42.7245391984,POINT (-73.7561932811 42.7245391984)
Knower House,Albany,11/10/1982,90NR01661,-74.0198070992,42.7053157863,POINT (-74.0198070992 42.7053157863)
Boardman House,Tompkins,05/10/1971,90NR02248,-76.4979028597,42.4415976997,POINT (-76.4979028597 42.4415976997)
"Haswell, Isaac M., House",Albany,10/03/1985,90NR02772,-73.7256514687,42.7485435901,POINT (-73.7256514687 42.7485435901)
Charles Chauncey Dwight House,Cayuga,11/17/2015,15NR00067,-76.5679031934,42.9415428443,POINT (-76.5679031934 42.9415428443)
Chichester House,Ulster,12/28/2001,01NR01823,-74.0147235204,41.9285508916,POINT (-74.0147235204 41.9285508916)
"Dick, Peter, House",Columbia,07/29/2009,08NR05885,-73.8555784887,42.1266729495,POINT (-73.8555784887 42.1266729495)
"Firehouse, Engine Company 33",New York,03/16/1972,90NR00629,-73.9925060895,40.7270001699,POINT (-73.9925060895 40.7270001699)
"Littlefield, Hamilton and Rhoda, House",Oswego,02/26/2002,02NR01891,-76.5039916219,43.4569828665,POINT (-76.5039916219 43.4569828665)
Becker Stone House,Schoharie,11/20/1979,90NR02682,-74.2512800849,42.6724660348,POINT (-74.2512800849 42.6724660348)
"Dunk, Alfred, House",Broome,03/21/1985,90NR00078,-75.907747309,42.1003002382,POINT (-75.907747309 42.1003002382)
Putnam and Mellor Engine and Hose Company Firehouse,Westchester,09/15/1983,90NR02493,-73.6651264991,40.9989222394,POINT (-73.6651264991 40.9989222394)
Villard Houses,New York,09/02/1975,90NR00821,-73.9749304153,40.7579944677,POINT (-73.9749304153 40.7579944677)
"1229 Birdsey Road, Cobblestone House at",Seneca,08/06/2008,07NR05741,-76.8638310005,42.967026458,POINT (-76.8638310005 42.967026458)
"Goodyear, A. Conger, House",Nassau,12/04/2003,02NR04973,-73.5902663749,40.8011928755,POINT (-73.5902663749 40.8011928755)
"Mount, William Sydney, House",Suffolk,10/15/1966,90NR01771,-73.1373961081,40.9077274478,POINT (-73.1373961081 40.9077274478)
Van Bergen House,Greene,04/25/1991,90NR03282,-73.83399111,42.3841825514,POINT (-73.83399111 42.3841825514)
Park-Bentley House,Saratoga,04/21/1994,94NR00585,-73.6235286121,43.3000283077,POINT (-73.6235286121 43.3000283077)
Stephen Harding House,Nassau,08/24/2011,11NR06200,-73.6494658346,40.8483549504,POINT (-73.6494658346 40.8483549504)
Webb Horton House (Morrison Hall),Orange,04/26/1990,90NR03151,-74.4262853887,41.4389541374,POINT (-74.4262853887 41.4389541374)
Conklin Mountain House,Cattaraugus,11/19/1998,98NR01399,-78.4264894888,42.077375592,POINT (-78.4264894888 42.077375592)
Carney-Gatfield House,Orange,03/08/1996,90NR03049,-74.0539179757,41.4116621381,POINT (-74.0539179757 41.4116621381)
Engine House #2 and Hook & Ladder #9,Erie,05/11/2011,11NR06195,-78.8864516467,42.9021865184,POINT (-78.8864516467 42.9021865184)
"Smith, Dr. Justin, House",Livingston,,91NR00262,-77.6206945614,42.9038325166,POINT (-77.6206945614 42.9038325166)
George Sumner Kellogg House,Nassau,08/18/2017,17NR00025,-73.60863774,40.6507419993,POINT (-73.60863774 40.6507419993)
"Howell, Edgar W., House",Erie,11/15/2007,06NR05642,-78.8719445969,42.9127842512,POINT (-78.8719445969 42.9127842512)
"Cronkite, Jeremiah, House",Ontario,02/05/2002,01NR01874,-77.3963628741,42.9833778003,POINT (-77.3963628741 42.9833778003)
"Van Rensselaer, Jacob Rutsen, House and Mill Complex",Columbia,09/09/1982,90NR00217,-73.7107762057,42.2214069051,POINT (-73.7107762057 42.2214069051)
Stoddard-OΓÇÖConnor House,Lewis,06/23/2011,10NR06179,-75.4908805,43.7871725036,POINT (-75.4908805 43.7871725036)
"Collyer, Capt. Moses W., House (Driftwood)",Dutchess,08/25/1987,90NR00361,-73.9704138154,41.5514296467,POINT (-73.9704138154 41.5514296467)
Seguine House,Richmond,05/06/1980,90NR01023,-74.1973923061,40.5145285838,POINT (-74.1973923061 40.5145285838)
Clark House,Dutchess,11/26/1982,90NR00389,-73.9048550211,41.6736613196,POINT (-73.9048550211 41.6736613196)
H.R. Stevens House,Rockland,01/14/2005,04NR05229,-73.9725995764,41.151097142,POINT (-73.9725995764 41.151097142)
"Woodworth, Abner, House",Yates,08/24/1994,94NR00646,-77.054082417,42.6923213578,POINT (-77.054082417 42.6923213578)
Sague House,Dutchess,11/26/1982,90NR00422,-73.9164695281,41.6884451579,POINT (-73.9164695281 41.6884451579)
"Wing, Helen, House",Warren,09/29/1984,90NR02736,-73.637744782,43.3105904066,POINT (-73.637744782 43.3105904066)
"Breese, James L., House",Suffolk,04/18/1980,90NR01913,-72.3981846662,40.8858440042,POINT (-72.3981846662 40.8858440042)
Dayton House,Livingston,08/31/1989,90NR01386,-77.6177021951,42.9026264949,POINT (-77.6177021951 42.9026264949)
"Williams, Henry, House",Suffolk,09/26/1985,90NR01860,-73.423125375,40.8787961312,POINT (-73.423125375 40.8787961312)
"Bronson, Dr. Oliver, House And Stables",Columbia,02/20/1973,90NR00247,-73.7850344155,42.2423895677,POINT (-73.7850344155 42.2423895677)
"Arthur, Chester A., House",New York,10/15/1966,90NR00863,-73.9820741598,40.7427558684,POINT (-73.9820741598 40.7427558684)
"Williams, Elisha, House (Hawthorne)",Columbia,12/09/1999,90NR02889,-73.771627651,42.2471193301,POINT (-73.771627651 42.2471193301)
"King, Polaski, House",Onondaga,04/20/1979,90NR02114,-76.1527923178,42.9923605537,POINT (-76.1527923178 42.9923605537)
"Brandow, William, House",Greene,11/10/2009,09NR06054,-73.8377434637,42.2506977852,POINT (-73.8377434637 42.2506977852)
"Pier, Jan, House",Dutchess,07/09/1987,90NR00343,-73.8961878561,41.9281612529,POINT (-73.8961878561 41.9281612529)
Everett-Bradner House,Orange,10/27/2004,04NR05226,-74.3258094979,41.389669481,POINT (-74.3258094979 41.389669481)
Broome County Courthouse,Broome,05/22/1973,90NR00080,-75.910841609,42.0978779638,POINT (-75.910841609 42.0978779638)
Elijah Strong House,Greene,01/15/2003,02NR04997,-74.3427779693,42.3025771908,POINT (-74.3427779693 42.3025771908)
John P. Sommers House,Erie,01/04/2012,11NR06267,-78.6684386426,42.8981954356,POINT (-78.6684386426 42.8981954356)
Croton Aqueduct Gate House,New York,09/22/1983,90NR00854,-73.9515056639,40.8184323472,POINT (-73.9515056639 40.8184323472)
"Wagener, H. Allen, House",Yates,08/24/1994,94NR00695,-77.092534747,42.6210916286,POINT (-77.092534747 42.6210916286)
Genesee County Courthouse,Genesee,06/18/1973,90NR00525,-78.1867852375,42.9977637777,POINT (-78.1867852375 42.9977637777)
"Jones, John W., House [John W. Jones Museum]",Chemung,10/10/2003,03NR05083,-76.8241035093,42.1075964604,POINT (-76.8241035093 42.1075964604)
Dutchess County Court House,Dutchess,11/26/1982,90NR00392,-73.9292985995,41.7039632982,POINT (-73.9292985995 41.7039632982)
"Delamater, Henry, House",Dutchess,05/07/1973,90NR00453,-73.9139873652,41.9284507694,POINT (-73.9139873652 41.9284507694)
"Dyer, Reuter, House",Jefferson,09/27/1985,90NR01124,-76.2863088538,44.1033080947,POINT (-76.2863088538 44.1033080947)
"Swift, Philetus, House",Ontario,03/15/2005,04NR05351,-77.0177279208,42.9492684397,POINT (-77.0177279208 42.9492684397)
Cox-Budlong House,Monroe,02/12/2015,14NR06586,-77.7466102731,43.0141126642,POINT (-77.7466102731 43.0141126642)
Staten Island Lighthouse,Richmond,,93NR00440,-74.1412617681,40.5761106687,POINT (-74.1412617681 40.5761106687)
Cedarcliff Gatehouse,Dutchess,11/26/1982,90NR00387,-73.9198616277,41.6841620733,POINT (-73.9198616277 41.6841620733)
"Childs, Walstein, House",Ulster,07/03/2003,02NR05043,-74.1689265255,41.6423007714,POINT (-74.1689265255 41.6423007714)
"Harned, John, House",Suffolk,09/26/1985,90NR01823,-73.3664557401,40.8879547894,POINT (-73.3664557401 40.8879547894)
Cobblestone House,Madison,11/02/1987,90NR01406,-75.8828285344,42.9430180709,POINT (-75.8828285344 42.9430180709)
"Fleischmann, Gustav & Marion, House",Westchester,07/30/2021,21NR00041,-73.9122795619,41.2867216959,POINT (-73.9122795619 41.2867216959)
1841 Goshen Courthouse,Orange,03/04/1975,90NR02338,-74.3220590558,41.4029621481,POINT (-74.3220590558 41.4029621481)
"DuBois, Peter C., House",Dutchess,01/28/2004,03NR05163,-73.9734382013,41.4837332448,POINT (-73.9734382013 41.4837332448)
"McCloud, J. M., House",Yates,,94NR00656,-76.9648519621,42.5244550277,POINT (-76.9648519621 42.5244550277)
"Van Nuyse, Joost, House",Kings,06/09/2006,05NR05555,-73.9435530386,40.6281128841,POINT (-73.9435530386 40.6281128841)
52nd Police Precinct Station House and Stable,Bronx,10/29/1982,90NR00065,-73.8796680832,40.8690128019,POINT (-73.8796680832 40.8690128019)
"Wyckoff, Pieter, House",Kings,12/24/1967,90NR01350,-73.920568114,40.6446668734,POINT (-73.920568114 40.6446668734)
"Akins, Lyman P., House",Tioga,07/02/1984,90NR02222,-76.2490686134,42.3147384703,POINT (-76.2490686134 42.3147384703)
Gregory House,Dutchess,11/26/1982,90NR00401,-73.9175860226,41.6959630182,POINT (-73.9175860226 41.6959630182)
Terry-Mulford House,Suffolk,02/07/1984,90NR01896,-72.2776695659,41.1523987196,POINT (-72.2776695659 41.1523987196)
Heitz Place Courthouse,Nassau,07/30/1974,90NR01713,-73.5207591634,40.7688814034,POINT (-73.5207591634 40.7688814034)
Gallupville House,Schoharie,09/07/1979,90NR02681,-74.2324797168,42.6630936108,POINT (-74.2324797168 42.6630936108)
"Krom, Lucas, Stone House",Ulster,08/10/1995,95NR00851,-74.2231726468,41.8273636725,POINT (-74.2231726468 41.8273636725)
Tibbetts-Rumsey House,Tompkins,05/25/2018,16NR00112,-76.5022292414,42.4397442962,POINT (-76.5022292414 42.4397442962)
House at 115 Central Avenue,Nassau,02/18/1988,90NR01747,-73.6475821878,40.8471773842,POINT (-73.6475821878 40.8471773842)
Sisters of St. Dominic Motherhouse Complex,Suffolk,06/27/2007,07NR05700,-73.4019354425,40.705108026,POINT (-73.4019354425 40.705108026)
"Hinchey, Franklin, House",Monroe,11/10/1983,90NR01451,-77.6883690922,43.139477953,POINT (-77.6883690922 43.139477953)
"Allen, Henry, House",Cayuga,02/24/1995,95NR00791,-76.4207276037,42.7129600959,POINT (-76.4207276037 42.7129600959)
"Old House, The",Suffolk,10/15/1966,90NR01892,-72.4856290412,41.0084476476,POINT (-72.4856290412 41.0084476476)
"Hilton, Peter A., House",Schoharie,09/24/2004,04NR05212,-74.5894923201,42.7419019511,POINT (-74.5894923201 42.7419019511)
"Campbell, Cornelius Nase, House",Dutchess,04/18/2007,06NR05663,-73.7087270929,41.8698279671,POINT (-73.7087270929 41.8698279671)
Mills House,Oneida,06/13/1997,96NR01060,-75.4574135925,43.2182873435,POINT (-75.4574135925 43.2182873435)
"Shear, Israel, House",Albany,12/06/1996,96NR01070,-73.8989036913,42.4723935177,POINT (-73.8989036913 42.4723935177)
Sedgwick House,Steuben,09/30/1983,90NR02031,-77.3179713981,42.3409373575,POINT (-77.3179713981 42.3409373575)
Maloney House,Niagara,05/30/2003,03NR05059,-78.7026975318,43.172731953,POINT (-78.7026975318 43.172731953)
"Gilbert, Elisha, House",Columbia,09/07/1984,90NR00240,-73.4291090936,42.4688201764,POINT (-73.4291090936 42.4688201764)
Admiral's House,New York,07/24/1972,90NR00791,-74.0131459827,40.6903375965,POINT (-74.0131459827 40.6903375965)
Nickleplate Railroad Freighthouse,Chautauqua,,91NR03325,-79.5778023082,42.3292008784,POINT (-79.5778023082 42.3292008784)
"Peck, Henry M., House",Rockland,11/02/2000,00NR01648,-73.9870014856,41.2123745217,POINT (-73.9870014856 41.2123745217)
Mycenae Schoolhouse,Onondaga,08/11/1983,90NR02089,-75.9330374687,43.0468789945,POINT (-75.9330374687 43.0468789945)
"Hagaman, David, House",Monroe,12/23/1994,94NR00760,-77.5957788169,43.1304293727,POINT (-77.5957788169 43.1304293727)
U.S. Customhouse,Niagara,07/16/1973,90NR01962,-79.0555920099,43.1098186213,POINT (-79.0555920099 43.1098186213)
Horton Point Lighthouse,Suffolk,10/21/1994,94NR00624,-72.4457812736,41.0851386537,POINT (-72.4457812736 41.0851386537)
Wilbur House,Monroe,05/06/1980,90NR01528,-77.4394911724,43.0941051443,POINT (-77.4394911724 43.0941051443)
House at 103 Roslyn Avenue,Nassau,02/18/1988,90NR01745,-73.6446288703,40.8474319973,POINT (-73.6446288703 40.8474319973)
"Nowak, Dr. John J., House",Erie,11/30/1999,99NR01540,-78.6637297072,42.8976894709,POINT (-78.6637297072 42.8976894709)
Babcock-Shattuck House (Former Jewish War Veterans Home),Onondaga,05/12/2004,03NR05080,-76.1193847054,43.0451864853,POINT (-76.1193847054 43.0451864853)
Storm-Adriance-Brinkerhoff House,Dutchess,07/03/2008,02NR04988,-73.7611519635,41.5969792702,POINT (-73.7611519635 41.5969792702)
