Resource Name,County,National Register Date,National Register Number,Longitude,Latitude,Georeference
Delaware Park - Front Park System,Erie,03/30/1982,90NR01217,-78.8682393041,42.9304635773,POINT (-78.8682393041 42.9304635773)
Edgewater Village Hall and Tappen Park,Richmond,05/19/1980,90NR01024,-74.0767384403,40.6268355572,POINT (-74.0767384403 40.6268355572)
Lakeside Park,Cayuga,10/30/1989,90NR02887,-76.5374355963,42.9033334435,POINT (-76.5374355963 42.9033334435)
New York Public Library and Bryant Park,New York,05/06/1980,90NR00874,-73.9829651745,40.7535049141,POINT (-73.9829651745 40.7535049141)
Park Plaza Apartments,Bronx,06/03/1982,90NR00043,-73.9266485371,40.8317979847,POINT (-73.9266485371 40.8317979847)
Palisades Interstate Park,Rockland,10/15/1966,90NR02401,-73.9227770524,40.9588414527,POINT (-73.9227770524 40.9588414527)
Entranceway at Main Street at High Park Boulevard,Erie,07/23/2009,08NR05872,-78.8004727509,42.9643509716,POINT (-78.8004727509 42.9643509716)
Hyde Park Firehouse (Eagle Engine Co.),Dutchess,09/02/1993,90NR02890,-73.9364275308,41.7910821122,POINT (-73.9364275308 41.7910821122)
North Park Branch Library,Erie,11/09/2018,17NR00068,-78.8680767495,42.9480941663,POINT (-78.8680767495 42.9480941663)
Rego Park Jewish Center,Queens,10/28/2009,09NR06006,-73.8593614875,40.7284352777,POINT (-73.8593614875 40.7284352777)
Jerome Park Reservoir,Bronx,09/07/2000,99NR01517,-73.8950696134,40.8782327568,POINT (-73.8950696134 40.8782327568)
Pratt Rock Park,Greene,12/10/1992,92NR00413,-74.4233364019,42.3115414238,POINT (-74.4233364019 42.3115414238)
Taconic State Parkway,Columbia,12/08/2005,02NR05036,-73.7488959992,41.6926327604,POINT (-73.7488959992 41.6926327604)
"Parker, Charles, House",Albany,11/10/1982,90NR01663,-73.9885276047,42.741265868,POINT (-73.9885276047 42.741265868)
Parkway Village,Queens,02/28/2012,11NR06285,-73.8125582946,40.7171280246,POINT (-73.8125582946 40.7171280246)
Teal Park,Chemung,10/07/1983,90NR00148,-76.819460211,42.1642980601,POINT (-76.819460211 42.1642980601)
"Parker, Charlie, Residence",New York,04/07/1994,93NR00467,-73.9798626729,40.7265082475,POINT (-73.9798626729 40.7265082475)
Prospect Park,Kings,09/17/1980,90NR01313,-73.9697613672,40.6617511907,POINT (-73.9697613672 40.6617511907)
Park Avenue Houses,New York,01/03/1980,90NR00603,-73.9658357052,40.7689979882,POINT (-73.9658357052 40.7689979882)
Parkside Candy Shoppe and Factory,Erie,11/16/2015,15NR00083,-78.8260363362,42.9517661534,POINT (-78.8260363362 42.9517661534)
Midway Park,Chautauqua,03/13/2009,08NR05951,-79.4224307253,42.2008808411,POINT (-79.4224307253 42.2008808411)
Cumming - Parker House (aka The Library),Ulster,02/12/2010,09NR06056,-73.9567137276,41.8309216384,POINT (-73.9567137276 41.8309216384)
240 Central Park South,New York,05/12/2009,08NR05940,-73.9811777013,40.7673192826,POINT (-73.9811777013 40.7673192826)
Ross Park Carousel,Broome,01/25/1992,91NR00080,-75.9068929896,42.0756106218,POINT (-75.9068929896 42.0756106218)
"Parks, George H., House",Warren,09/29/1984,90NR02722,-73.65243122,43.3142136601,POINT (-73.65243122 43.3142136601)
"Park Avenue, House at 244",Suffolk,09/26/1985,90NR01835,-73.4123357587,40.8741178718,POINT (-73.4123357587 40.8741178718)
United States Post Office-Hyde Park,Dutchess,05/11/1989,94NR00702,-73.9358216081,41.7918759143,POINT (-73.9358216081 41.7918759143)
Untermyer Park,Westchester,05/31/1974,90NR02464,-73.8876411263,40.9660019023,POINT (-73.8876411263 40.9660019023)
Soldiers' Memorial Fountain and Park,Dutchess,02/14/2017,16NR00101,-73.9311907973,41.6997379267,POINT (-73.9311907973 41.6997379267)
Battery Park Control House,New York,05/06/1980,90NR00693,-74.0145249532,40.7041018856,POINT (-74.0145249532 40.7041018856)
Parkway Theater,Kings,03/31/2010,08NR05944,-73.9185195006,40.6696323546,POINT (-73.9185195006 40.6696323546)
Central Park,New York,10/15/1966,90NR00866,-73.9655457389,40.7825056154,POINT (-73.9655457389 40.7825056154)
Saratoga National Historical Park,Saratoga,10/15/1966,90NR02592,-73.6346749027,42.9953038517,POINT (-73.6346749027 42.9953038517)
"304 Park Avenue South, Building at",New York,03/15/2005,04NR05362,-73.9869661621,40.7401549261,POINT (-73.9869661621 40.7401549261)
Frank Melville Memorial Park,Suffolk,07/19/2010,10NR06095,-73.1153702788,40.9475857289,POINT (-73.1153702788 40.9475857289)
Grand Central Terminal (Boundary Increase: Park Avenue Viaduct),New York,08/11/1983,90NR00807,-73.9780800812,40.7515589485,POINT (-73.9780800812 40.7515589485)
Fort Tryon Park And The Cloisters,New York,12/19/1978,90NR00947,-73.9322007849,40.8623780264,POINT (-73.9322007849 40.8623780264)
BOHEMIAN HALL AND PARK,Queens,03/23/2001,00NR01724,-73.915799251,40.7729604734,POINT (-73.915799251 40.7729604734)
Greenacre Park,New York,02/02/2018,17NR00058,-73.9692809482,40.7562808089,POINT (-73.9692809482 40.7562808089)
Letchworth State Park,Livingston,11/04/2005,00NR01660,-77.9757204982,42.6459836351,POINT (-77.9757204982 42.6459836351)
Nichols Park,Tioga,03/03/2021,18NR00061,-76.4960897819,42.2114656734,POINT (-76.4960897819 42.2114656734)
West Endicott Park Carousel,Broome,01/25/1992,91NR00078,-76.074281664,42.098124761,POINT (-76.074281664 42.098124761)
Patriot's Park,Westchester,06/14/1982,90NR02526,-73.8588318821,41.0815452814,POINT (-73.8588318821 41.0815452814)
Elmwood Park,Onondaga,05/19/2005,04NR05222,-76.1672256716,43.0177607274,POINT (-76.1672256716 43.0177607274)
Cazenovia Park - South Park System,Erie,03/30/1982,90NR01246,-78.8158246734,42.8387129555,POINT (-78.8158246734 42.8387129555)
Forest Park Carousel,Queens,07/16/2004,04NR05204,-73.8567434248,40.700402337,POINT (-73.8567434248 40.700402337)
Eastern Parkway,Kings,09/26/1983,90NR01317,-73.9463755946,40.670065105,POINT (-73.9463755946 40.670065105)
Boathouse on the Lullwater of the Lake in Prospect Park,Kings,01/07/1972,90NR01258,-73.9653276639,40.6608484944,POINT (-73.9653276639 40.6608484944)
Guy Park Manor,Montgomery,02/06/1973,90NR01543,-74.2095400161,42.9470341478,POINT (-74.2095400161 42.9470341478)
"Jones Beach State Park, Causeway and Parkway System",Nassau,04/28/2005,04NR05404,-73.5240685685,40.6010562376,POINT (-73.5240685685 40.6010562376)
Tifereth Israel Anshei Parksville Synagogue,Sullivan,08/12/1999,99NR01524,-74.7624255617,41.8580647595,POINT (-74.7624255617 41.8580647595)
Highland Park Carousel (Ideal Park Carousel),Broome,01/25/1992,95NR00829,-76.0288066114,42.1253200309,POINT (-76.0288066114 42.1253200309)
Riverside Park and Drive,New York,09/02/1983,90NR00819,-73.9740514506,40.7996786266,POINT (-73.9740514506 40.7996786266)
Alton B. Parker House,Ulster,08/23/2016,16NR00055,-73.959276693,41.8290268145,POINT (-73.959276693 41.8290268145)
Heckscher Park (Huntington),Suffolk,09/26/1985,90NR01825,-73.4207077517,40.875470948,POINT (-73.4207077517 40.875470948)
Bronx River Parkway Reservation,Westchester,01/11/1991,91NR03356,-73.8000172868,41.0062272324,POINT (-73.8000172868 41.0062272324)
Long Island Motor Parkway,Queens,04/01/2002,01NR01880,-73.7541870331,40.7373807301,POINT (-73.7541870331 40.7373807301)
Palisades Interstate Parkway,Orange,08/02/1999,98NR01343,-73.9816223872,41.0937654771,POINT (-73.9816223872 41.0937654771)
"Park East Synagogue, Congregation Zichron Ephraim",New York,08/18/1983,90NR00810,-73.9633795549,40.7669996429,POINT (-73.9633795549 40.7669996429)
Playland Amusement Park,Westchester,07/04/1980,90NR02514,-73.6706518433,40.9691266999,POINT (-73.6706518433 40.9691266999)
C. Fred Johnson Park Carousel,Broome,01/25/1992,91NR00079,-75.9500592982,42.1175208806,POINT (-75.9500592982 42.1175208806)
Temple Beth El of Borough Park,Kings,04/27/2010,09NR06084,-73.9875892515,40.6329310869,POINT (-73.9875892515 40.6329310869)
Tuxedo Park,Orange,03/13/1980,90NR02356,-74.2054228494,41.2004852394,POINT (-74.2054228494 41.2004852394)
Onondaga Park,Onondaga,12/31/2002,01NR01882,-76.1655220885,43.0263468627,POINT (-76.1655220885 43.0263468627)
"King, Martin Luther Jr., Park",Erie,03/30/1982,90NR01218,-78.8405341873,42.9052311764,POINT (-78.8405341873 42.9052311764)
Riverside Park,Erie,03/30/1982,90NR01219,-78.9087390438,42.9557258775,POINT (-78.9087390438 42.9557258775)
Park Row Building,New York,11/16/2005,04NR05320,-74.0077919104,40.7111836361,POINT (-74.0077919104 40.7111836361)
Sparkill Creek Drawbridge,Rockland,03/28/1985,90NR02421,-73.9159698078,41.0374806315,POINT (-73.9159698078 41.0374806315)
Bowling Green Fence and Park,New York,04/09/1980,90NR00651,-74.0136411628,40.705006928,POINT (-74.0136411628 40.705006928)
Clifton Park Hotel,Saratoga,06/18/1998,98NR01328,-73.7704282653,42.8661695055,POINT (-73.7704282653 42.8661695055)
"Parke Apartments, 799 Lafayette Avenue, (aka mailing address 33 Gates Circle)",Erie,05/30/2007,06NR05636,-78.8696256274,42.9200945447,POINT (-78.8696256274 42.9200945447)
