Resource Name,County,National Register Date,National Register Number,Longitude,Latitude,Georeference
Parkside Candy Shoppe and Factory,Erie,11/16/2015,15NR00083,-78.8260363362,42.9517661534,POINT (-78.8260363362 42.9517661534)
C. Rieger's Sons Factory,Bronx,05/27/2004,03NR05200,-73.9163830275,40.8143859566,POINT (-73.9163830275 40.8143859566)
Continental Baking Company Factory (aka Wonder Bread Factory,Erie,11/08/2021,21NR00013,-78.8280742695,42.9087333786,POINT (-78.8280742695 42.9087333786)
J. Hungerford Smith Co. Factory,Monroe,11/08/2021,21NR00059,-77.5827253265,43.1612870625,POINT (-77.5827253265 43.1612870625)
National Curtain Lace Factory,Ulster,03/20/2013,12NR06409,-73.9985786289,41.9346440103,POINT (-73.9985786289 41.9346440103)
Triangle Shirtwaist Factory (Brown Building),New York,07/17/1991,92NR00303,-73.9953701261,40.7300879393,POINT (-73.9953701261 40.7300879393)
"F.N. Burt Factory ""C""",Erie,04/17/2017,16NR00088,-78.898281955,42.9249861085,POINT (-78.898281955 42.9249861085)
Fedders Manufacturing Company Factory,Erie,,21NR00082,-78.8964139758,42.9304493118,POINT (-78.8964139758 42.9304493118)
Allan Herschell Carousel Factory (Boundary Increase),Niagara,,11NR06219,-78.8728262188,43.0302578509,POINT (-78.8728262188 43.0302578509)
Brandreth Pill Factory,Westchester,01/10/1980,90NR02504,-73.8694908376,41.1652943071,POINT (-73.8694908376 41.1652943071)
Dolge Company Factory Complex,Herkimer,09/17/1974,90NR00574,-74.7686460645,43.1015653714,POINT (-74.7686460645 43.1015653714)
Niagara Machine & Tool Works Factory,Erie,03/26/2018,17NR00035,-78.8350507576,42.918127106,POINT (-78.8350507576 42.918127106)
Linde Air Products Factory,Erie,09/11/2017,16NR00129,-78.8854060059,42.9428651759,POINT (-78.8854060059 42.9428651759)
Barcalo Manufacturing Company Factory,Erie,08/17/2020,19NR00017,-78.8654090136,42.8675199488,POINT (-78.8654090136 42.8675199488)
Ansco Company Charles Street Factory Buildings,Broome,08/22/2012,12NR06351,-75.9300341366,42.1069499216,POINT (-75.9300341366 42.1069499216)
"Wilbur, Campbell Stephens Co. Factory (Mooradians)",Rensselaer,02/02/2016,15NR00096,-73.6857561479,42.7423012999,POINT (-73.6857561479 42.7423012999)
"PAD Factory, The",Essex,11/15/1988,90NR00488,-73.4270016549,43.8479283658,POINT (-73.4270016549 43.8479283658)
Harrison Radiator Corporation Factory,Niagara,04/22/2021,19NR00091,-78.6876697798,43.1692212672,POINT (-78.6876697798 43.1692212672)
Fuller Shirt Company Factory,Ulster,07/27/2018,18NR00004,-74.00176045,41.9269511323,POINT (-74.00176045 41.9269511323)
"Van Zandt, Jacobs & Co. Collar and Cuff Factory",Rensselaer,02/14/2014,13NR06517,-73.6856132924,42.7428402786,POINT (-73.6856132924 42.7428402786)
Lion Factory,Rensselaer,,21NR00023,-73.6737673076,42.7810581177,POINT (-73.6737673076 42.7810581177)
Monarch Knitting Mill Factory,Erie,03/07/2019,17NR00093,-78.8198766242,42.9091303622,POINT (-78.8198766242 42.9091303622)
General Cigar Company--Ansco Camera Factory Building,Broome,08/22/2012,12NR06350,-75.9421101018,42.1109727007,POINT (-75.9421101018 42.1109727007)
M. Wile and Company Factory Building,Erie,11/22/2000,00NR01624,-78.8684535299,42.8944996275,POINT (-78.8684535299 42.8944996275)
Poughkeepsie Underwear Factory,Dutchess,11/26/1982,90NR00419,-73.91798442,41.7014833445,POINT (-73.91798442 41.7014833445)
