Resource Name,County,National Register Date,National Register Number,Longitude,Latitude,Georeference
Tweddle Farmstead,Orange,09/09/1999,99NR01527,-74.2277721639,41.5071026504,POINT (-74.2277721639 41.5071026504)
Rogers Brothers Farmstead,Jefferson,05/11/1998,95NR00907,-76.3479602748,44.0806966413,POINT (-76.3479602748 44.0806966413)
"DuBois, Josiah, Farm",Ulster,02/18/1988,90NR01073,-74.1130325984,41.7263359242,POINT (-74.1130325984 41.7263359242)
Maxwell Farm,Washington,06/27/2012,11NR06241,-73.3980586704,43.1049314885,POINT (-73.3980586704 43.1049314885)
Farmingdale Railroad Station,Nassau,11/13/1991,91NR00006,-73.4417395951,40.7356632633,POINT (-73.4417395951 40.7356632633)
Annas Farmhouse,Madison,02/18/1988,90NR01401,-75.8553221599,42.9560022761,POINT (-75.8553221599 42.9560022761)
"Phelps, Ezra T., Farm Complex",Wayne,08/13/1997,97NR01211,-77.1644737906,43.1546693502,POINT (-77.1644737906 43.1546693502)
McKinney Stables of Empire City Farms,Allegany,08/12/1999,99NR01504,-78.2709975981,42.2094120042,POINT (-78.2709975981 42.2094120042)
Shady Brook Farms,Ulster,11/21/2012,09NR06063,-73.9727194584,41.5936296718,POINT (-73.9727194584 41.5936296718)
Jackson-Aitken Farm,Delaware,02/20/2003,02NR04992,-74.8692305283,42.1571217746,POINT (-74.8692305283 42.1571217746)
Niles Farmhouse,Madison,11/02/1987,90NR01411,-75.8684093335,42.9136361847,POINT (-75.8684093335 42.9136361847)
Cartin-Snyder-Overacker Farmstead,Rensselaer,06/05/2013,13NR06441,-73.5567652596,42.8337587858,POINT (-73.5567652596 42.8337587858)
"Wheeler, Thomas N., Farm",Dutchess,11/22/2000,99NR01479,-73.5159786834,41.9157495089,POINT (-73.5159786834 41.9157495089)
Corby Farm Complex [Meadowbrook Farm],Livingston,04/01/2008,07NR05753,-77.6066167967,42.9315201222,POINT (-77.6066167967 42.9315201222)
Cottage Farm,Cayuga,11/21/2012,12NR06319,-76.7042159693,43.3173724747,POINT (-76.7042159693 43.3173724747)
"Newton, A., Farm",Jefferson,05/05/1997,97NR01183,-75.9781927139,44.2636023667,POINT (-75.9781927139 44.2636023667)
Fury Brook Farm,Orange,09/15/2004,04NR05227,-74.2798384773,41.3263399258,POINT (-74.2798384773 41.3263399258)
"Nellis, Jacob, Farmhouse",Montgomery,09/27/1980,90NR01556,-74.6076157663,42.9341688731,POINT (-74.6076157663 42.9341688731)
Van Wagenen Stone House and Farm Complex,Ulster,08/12/1999,99NR01481,-74.1812705633,41.8062765318,POINT (-74.1812705633 41.8062765318)
Peale's Barber Farm Mastodon Exhumation Site,Orange,10/20/2009,09NR06017,-74.2176573341,41.5265130118,POINT (-74.2176573341 41.5265130118)
Gifford Farmstead,Rensselaer,,11NR06243,-73.4863974144,42.875882668,POINT (-73.4863974144 42.875882668)
Sheffield Farms Stable,New York,11/09/2005,05NR05489,-73.9579652587,40.816852195,POINT (-73.9579652587 40.816852195)
Marquardt Farm,Dutchess,07/09/1987,90NR00339,-73.867178115,41.8861277332,POINT (-73.867178115 41.8861277332)
Torry-Chittenden Farmhouse,Greene,08/30/2010,10NR06122,-74.1872042187,42.3995691703,POINT (-74.1872042187 42.3995691703)
Cannon-Brownell-Herrington Farmstead,Rensselaer,01/02/2013,12NR06389,-73.5030235118,42.8811026026,POINT (-73.5030235118 42.8811026026)
Sunny Side Farm,Orange,,05NR05448,-74.2164832109,41.5533675075,POINT (-74.2164832109 41.5533675075)
Chadwick Farmhouse,Schenectady,10/11/1984,90NR02619,-74.170092951,42.7389977917,POINT (-74.170092951 42.7389977917)
Randall Farm,Cortland,06/02/2000,00NR01612,-76.18039513,42.585005308,POINT (-76.18039513 42.585005308)
Simon Ritter Cobblestone Farmhouse,Seneca,11/18/2008,07NR05749,-76.7739397988,42.7801955135,POINT (-76.7739397988 42.7801955135)
Daniel Supplee Cobblestone Farmhouse,Yates,05/11/1992,92NR00318,-76.9724671586,42.55064105,POINT (-76.9724671586 42.55064105)
Seeley Farmhouse,Schenectady,05/23/1978,90NR02649,-73.9302679158,42.8317568524,POINT (-73.9302679158 42.8317568524)
"Green, Asahel, Farm",Yates,08/24/1994,94NR00671,-77.299798143,42.7265587971,POINT (-77.299798143 42.7265587971)
St. Patrick's Roman Catholic Church / Sunnybrook Farm,Suffolk,08/08/2019,19NR00013,-73.2039679236,40.8544182504,POINT (-73.2039679236 40.8544182504)
Brook Farm,Onondaga,12/18/2003,02NR05003,-76.4238990322,42.9086041687,POINT (-76.4238990322 42.9086041687)
Godfrey Farmhouse,Albany,10/04/1979,94NR00698,-73.7342806458,42.8077512913,POINT (-73.7342806458 42.8077512913)
Getman Farmhouse,Jefferson,09/06/1990,90NR02997,-76.2730877,43.9753792774,POINT (-76.2730877 43.9753792774)
Ganoung Cobblestone Farmhouse,Livingston,08/31/1989,90NR01358,-77.6614632702,42.8629615023,POINT (-77.6614632702 42.8629615023)
Windswept Farm,Dutchess,09/07/1989,90NR03305,-73.8053708839,41.8515187133,POINT (-73.8053708839 41.8515187133)
Leech-Parker Farmhouse,Livingston,08/31/1989,90NR01361,-77.5913334462,42.9193071428,POINT (-77.5913334462 42.9193071428)
Adsit Cobblestone Farmhouse,Monroe,11/29/1996,96NR01087,-77.5840802114,43.0250081226,POINT (-77.5840802114 43.0250081226)
Haxton-Griffin Farm,Greene,01/04/2012,11NR06242,-73.841410596,42.2575869717,POINT (-73.841410596 42.2575869717)
"Warner, Oliver, Farmstead",Ontario,11/17/1988,90NR01983,-77.1342277701,42.9123954928,POINT (-77.1342277701 42.9123954928)
Gilbert Farmhouse,Schenectady,10/11/1984,90NR02624,-74.242640022,42.7413849943,POINT (-74.242640022 42.7413849943)
De Meyer-Burhans-Felten Farm,Ulster,08/17/2020,20NR00019,-73.9950284007,42.0047988739,POINT (-73.9950284007 42.0047988739)
Hamilton Farmstead,Oswego,11/14/1991,91NR00026,-76.231487216,43.4753215713,POINT (-76.231487216 43.4753215713)
"Williams, John S., House and Farm",Columbia,12/16/1996,96NR01040,-73.5855794275,42.438460022,POINT (-73.5855794275 42.438460022)
"Blaisdell, Fletcher, Farm Complex",Albany,03/12/2001,01NR01737,-73.7995052291,42.4723583462,POINT (-73.7995052291 42.4723583462)
"Read, Simon, Farm",Jefferson,,90NR02995,-76.0052459925,43.9111293978,POINT (-76.0052459925 43.9111293978)
Harrington Cobblestone Farmhouse and Barn Complex,Niagara,12/07/2005,05NR05495,-78.5264210473,43.247527347,POINT (-78.5264210473 43.247527347)
McNiven Farm Complex,Albany,11/10/1982,90NR01682,-74.0022073439,42.7055232339,POINT (-74.0022073439 42.7055232339)
Wilcox Farmhouse,Jefferson,09/06/1990,90NR03009,-76.256351418,44.0591822793,POINT (-76.256351418 44.0591822793)
Stevens Hill Farm,Greene,11/09/2018,18NR00037,-74.016215773,42.4150939419,POINT (-74.016215773 42.4150939419)
"Liddle, Robert, Farmhouse",Schenectady,10/11/1984,90NR02634,-74.1227133092,42.7768955292,POINT (-74.1227133092 42.7768955292)
Cortland County Poor Farm,Cortland,10/29/1982,90NR00262,-76.1378058757,42.6264406591,POINT (-76.1378058757 42.6264406591)
Asgaard Farm,Essex,,19NR00048,-73.6738964853,44.4208211393,POINT (-73.6738964853 44.4208211393)
Houck Farmhouse,Albany,11/10/1982,90NR01660,-73.9460620035,42.6982277511,POINT (-73.9460620035 42.6982277511)
Milliken-Smith Farm,Orange,03/25/2009,08NR05928,-74.2088754335,41.5345529339,POINT (-74.2088754335 41.5345529339)
Barber-Mulligan Farm,Livingston,05/19/1980,90NR01352,-77.7115156264,42.9378604128,POINT (-77.7115156264 42.9378604128)
Young-Leach Cobblestone Farmhouse and Barn Complex,Yates,05/11/1992,92NR00315,-76.9389555716,42.6380141036,POINT (-76.9389555716 42.6380141036)
Mosher Farm Complex,Cayuga,12/12/2003,03NR05113,-76.6726888012,42.7608151195,POINT (-76.6726888012 42.7608151195)
Jenkins-BuBois Farm and Mill Site,Ulster,05/30/2001,01NR01791,-74.1102291747,41.6962003395,POINT (-74.1102291747 41.6962003395)
Stone Farmhouse,Erie,02/01/1999,99NR01439,-78.8515540131,42.923171844,POINT (-78.8515540131 42.923171844)
Bute-Warner-Truax Farm,Schoharie,07/25/1985,90NR02680,-74.6567796805,42.5741280639,POINT (-74.6567796805 42.5741280639)
Blauvelt-Cropsey Farm,Rockland,01/31/2017,16NR00095,-74.0000774662,41.132386255,POINT (-74.0000774662 41.132386255)
Bronck Farm 13-Sided Barn,Greene,09/29/1984,90NR00537,-73.8447597004,42.3462598695,POINT (-73.8447597004 42.3462598695)
"Houghtaling, Peter, Farm, and Lime Kiln",Greene,03/20/1986,90NR00544,-73.8541026555,42.3938662665,POINT (-73.8541026555 42.3938662665)
Harmon Cobblestone Farmhouse,Ontario,05/22/1992,92NR00335,-77.1241610056,42.9927555678,POINT (-77.1241610056 42.9927555678)
Patterson Farmhouse,Albany,04/28/1997,95NR00896,-73.8422496485,42.6104200212,POINT (-73.8422496485 42.6104200212)
Dellemont-Wemple Farm,Schenectady,10/25/1973,90NR02651,-74.0082518182,42.7711658577,POINT (-74.0082518182 42.7711658577)
Torne Brook Farm,Rockland,05/19/1988,90NR02407,-74.1635368997,41.1405276714,POINT (-74.1635368997 41.1405276714)
Stillman Farmstead,Oswego,06/20/1991,91NR00023,-76.1623078167,43.4606027452,POINT (-76.1623078167 43.4606027452)
THOMSON FAMILY FARM,Delaware,09/15/2004,02NR01931,-74.6734755303,42.2664696584,POINT (-74.6734755303 42.2664696584)
"Moses, Ogilvie, Farmhouse",Livingston,08/31/1989,90NR01365,-77.5991307213,42.8930203463,POINT (-77.5991307213 42.8930203463)
Morse Farm,Cayuga,02/24/1995,95NR00799,-76.4191707353,42.7060715271,POINT (-76.4191707353 42.7060715271)
Becker Farmhouse,Schenectady,10/11/1984,90NR02618,-74.2615076434,42.7523966423,POINT (-74.2615076434 42.7523966423)
Beardslee Farm,Otsego,06/30/2000,00NR01633,-75.321372018,42.62759232,POINT (-75.321372018 42.62759232)
DeRham Farm,Putnam,03/28/1980,90NR02362,-73.9346408104,41.4056712655,POINT (-73.9346408104 41.4056712655)
"Barden, Levi, Farmstead",Ontario,07/25/2003,02NR05026,-77.0383289951,42.7726727282,POINT (-77.0383289951 42.7726727282)
Brace Farm,Herkimer,06/05/2013,13NR06442,-75.1674792058,42.9266388287,POINT (-75.1674792058 42.9266388287)
Farmington Quaker Crossroads Historic District,Ontario,04/25/2007,07NR05702,-77.3202429293,43.028229962,POINT (-77.3202429293 43.028229962)
Stephenson/Frink Farm,Jefferson,10/18/1989,90NR01144,-76.0675945493,43.9474831869,POINT (-76.0675945493 43.9474831869)
Arcade Center Farm,Wyoming,04/15/2004,02NR05013,-78.4018552511,42.544068646,POINT (-78.4018552511 42.544068646)
Alasa Farms,Wayne,10/16/2009,09NR06020,-76.9725026987,43.2343739933,POINT (-76.9725026987 43.2343739933)
John Smith Farm,Montgomery,01/31/2012,11NR06276,-74.7279132838,42.9350407471,POINT (-74.7279132838 42.9350407471)
Williams Farm,Dutchess,07/09/1987,90NR00563,-73.834339005,41.9358564206,POINT (-73.834339005 41.9358564206)
Trumpbour Homestead Farm,Ulster,09/19/1985,90NR01081,-73.9510537008,42.1404957924,POINT (-73.9510537008 42.1404957924)
Moser Farm,Lewis,07/30/2010,10NR06102,-75.3320336901,43.8918976374,POINT (-75.3320336901 43.8918976374)
Sheldon Farmhouse,Schenectady,10/11/1984,90NR02640,-74.2553860775,42.7241522521,POINT (-74.2553860775 42.7241522521)
Cox Farmhouse,Dutchess,07/09/1987,90NR00330,-73.9098465136,41.9486573288,POINT (-73.9098465136 41.9486573288)
East Farm,Suffolk,08/09/1993,91NR00122,-73.1543072455,40.9132273245,POINT (-73.1543072455 40.9132273245)
BACON-HARDING FARM,Orleans,02/27/2013,12NR06414,-78.1927371179,43.2712897943,POINT (-78.1927371179 43.2712897943)
Stonehouse Farm,Otsego,11/19/1980,90NR02175,-75.0019027648,42.4706781722,POINT (-75.0019027648 42.4706781722)
Abrahams Farmhouse,Schenectady,10/11/1984,90NR02616,-74.1898017144,42.8083197196,POINT (-74.1898017144 42.8083197196)
Daniel and Henry Tuthill Farm Complex,Suffolk,08/05/2015,15NR00024,-72.6003630785,40.9487424697,POINT (-72.6003630785 40.9487424697)
Caspar Getman Farmstead,Montgomery,08/30/2010,10NR06135,-74.5118122603,42.9588452843,POINT (-74.5118122603 42.9588452843)
Brown-Morey-Davis Farm,Herkimer,01/15/2014,13NR06465,-75.0168330783,43.1638382988,POINT (-75.0168330783 43.1638382988)
Van Vredenberg Farm,Dutchess,07/09/1987,90NR00359,-73.8784309216,41.9528637417,POINT (-73.8784309216 41.9528637417)
Frederick Law Olmsted Sr. Farmhouse,Richmond,12/03/2020,19NR00002,-74.1580969233,40.5319490684,POINT (-74.1580969233 40.5319490684)
Packer Farm & Barkersville Store,Saratoga,08/27/2013,13NR06451,-74.0416665785,43.0908989022,POINT (-74.0416665785 43.0908989022)
Cole Cobblestone Farmhouse,Monroe,11/29/1996,96NR01085,-77.4957314773,43.0145911215,POINT (-77.4957314773 43.0145911215)
Kelsey-Davey Farm,Onondaga,04/16/1980,90NR02095,-76.3897289046,42.983851659,POINT (-76.3897289046 42.983851659)
Barringer Farmhouse,Dutchess,07/09/1987,90NR00329,-73.9132383266,41.8954117608,POINT (-73.9132383266 41.8954117608)
Norton Farm,Oneida,07/11/1985,90NR02049,-75.3934219101,43.0645321664,POINT (-75.3934219101 43.0645321664)
"Jones, Samuel and Johanna Farm",Montgomery,05/27/1993,92NR00383,-74.1043715473,42.9641309668,POINT (-74.1043715473 42.9641309668)
Hardenbergh-Jekins Farm,Ulster,08/17/2020,20NR00021,-74.1628982586,41.6987863005,POINT (-74.1628982586 41.6987863005)
Pultz Farmhouse,Dutchess,07/09/1987,90NR00346,-73.8682379339,41.9004661193,POINT (-73.8682379339 41.9004661193)
Quarry Farm,Chemung,03/13/1975,90NR00137,-76.7851775955,42.1119831791,POINT (-76.7851775955 42.1119831791)
Jephtha Earl Cobblestone Farmhouse,Yates,05/11/1992,92NR00314,-76.9786128937,42.7576387564,POINT (-76.9786128937 42.7576387564)
Blewer Farm and Tenant House,Tioga,03/16/1998,97NR01270,-76.2324561335,42.1978709216,POINT (-76.2324561335 42.1978709216)
"Wilder Farmstead, Boyhood Home of Alanzo Wilder",Franklin,11/19/2014,08NR05911,-74.2174514196,44.8684828104,POINT (-74.2174514196 44.8684828104)
Van Wie Farmstead,Montgomery,07/14/2011,10NR06181,-74.5251506271,42.9028285547,POINT (-74.5251506271 42.9028285547)
Maple Lawn Farm,Tioga,12/15/1997,97NR01268,-76.1832057654,42.2611317549,POINT (-76.1832057654 42.2611317549)
Sweetland Farmhouse,Madison,11/02/1987,90NR01414,-75.84560075,42.9146789102,POINT (-75.84560075 42.9146789102)
Forsyth-Warren Farm,Niagara,01/24/2020,17NR00030,-78.7555960877,43.214917368,POINT (-78.7555960877 43.214917368)
Elmbrook Farm,Rensselaer,05/21/2001,01NR01769,-73.7101416143,42.5731428749,POINT (-73.7101416143 42.5731428749)
Leech-Lloyd Farmhouse,Livingston,08/31/1989,90NR01369,-77.5916937856,42.9168656611,POINT (-77.5916937856 42.9168656611)
William Nichols Cobblestone Farmhouse,Yates,05/11/1992,92NR00313,-77.0398683149,42.7606031364,POINT (-77.0398683149 42.7606031364)
Mathewson-Bice Farmhouse and Mathewson Family Cemetery,Otsego,05/28/2013,13NR06445,-74.9818454739,42.6939553523,POINT (-74.9818454739 42.6939553523)
Tracy Farm,Jefferson,02/14/1997,96NR00960,-75.9984598233,44.1529448212,POINT (-75.9984598233 44.1529448212)
Halladay Farmhouse,Schenectady,10/11/1984,90NR02626,-74.2137876416,42.7665426984,POINT (-74.2137876416 42.7665426984)
"Swartout, William, Farm",Yates,08/24/1994,94NR00658,-77.0579332565,42.6313360585,POINT (-77.0579332565 42.6313360585)
"Van Alen, Johannis L., Farm",Columbia,04/26/1973,90NR00244,-73.7420473154,42.4369805778,POINT (-73.7420473154 42.4369805778)
Marsh-Link Farm,Rensselaer,12/22/2014,14NR06594,-73.5513397776,42.7382770572,POINT (-73.5513397776 42.7382770572)
Craver Farmstead,Rensselaer,12/16/1996,95NR00878,-73.6430148457,42.6233961805,POINT (-73.6430148457 42.6233961805)
Tinker Cobblestone Farmstead,Monroe,04/27/1995,95NR00815,-77.57299666,43.0673985545,POINT (-77.57299666 43.0673985545)
"Hartman, William, Farmstead",Livingston,04/14/2000,00NR01578,-77.7125969312,42.5772110423,POINT (-77.7125969312 42.5772110423)
"Liddle, Alexander, Farmhouse",Schenectady,10/11/1984,90NR02633,-74.2076980853,42.7781611563,POINT (-74.2076980853 42.7781611563)
Essex County Home and Farm,Essex,09/23/1982,90NR00467,-73.4108868049,44.2566269661,POINT (-73.4108868049 44.2566269661)
Foland House and Farm,Columbia,05/12/2014,13NR06521,-73.81135442,42.117822236,POINT (-73.81135442 42.117822236)
Sannick Family Farm,Chenango,04/18/2007,06NR05657,-75.6122726516,42.3921465738,POINT (-75.6122726516 42.3921465738)
Hubbell Family Farm and Kelly's Corners Cemetery,Delaware,08/17/2001,01NR01777,-74.5942886652,42.1896188702,POINT (-74.5942886652 42.1896188702)
Burnett Farmstead,Ontario,,04NR05224,-77.0245363736,43.0020744302,POINT (-77.0245363736 43.0020744302)
Town-Hollister Farm,Washington,06/13/2008,05NR05450,-73.347783099,43.4404102232,POINT (-73.347783099 43.4404102232)
McNaught Family Farm,Delaware,08/08/2019,19NR00015,-74.7415945187,42.3015917847,POINT (-74.7415945187 42.3015917847)
"Moses, Zebulon, Farmhouse",Livingston,08/31/1989,90NR01366,-77.5923641938,42.8653049697,POINT (-77.5923641938 42.8653049697)
"Hait, Thaddeus, Farm",Ulster,12/29/1988,90NR01075,-74.0944317686,41.6775014134,POINT (-74.0944317686 41.6775014134)
Wade Farm,Tioga,12/15/1997,97NR01271,-76.2092490196,42.1886686506,POINT (-76.2092490196 42.1886686506)
"Lipe, Sherry, Farm",Tioga,03/16/1998,98NR01306,-76.1702825469,42.1998504565,POINT (-76.1702825469 42.1998504565)
Hiawatha Farm,Tioga,05/20/1998,98NR01330,-76.2124633857,42.0922286657,POINT (-76.2124633857 42.0922286657)
"Decker, Johannes, Farm",Ulster,03/05/1974,90NR01082,-74.2340699622,41.6424650124,POINT (-74.2340699622 41.6424650124)
Veeder Farmhouse #2,Albany,11/10/1982,90NR01697,-74.0245113051,42.7422413128,POINT (-74.0245113051 42.7422413128)
Kilts Farmstead,Montgomery,09/18/2009,08NR05913,-74.5663960826,42.9608934099,POINT (-74.5663960826 42.9608934099)
Covert Cobblestone Farmhouse,Monroe,11/07/1995,95NR00888,-77.7309929064,43.2299373042,POINT (-77.7309929064 43.2299373042)
Chase Cobblestone Farmhouse,Monroe,11/07/1995,95NR00900,-77.7543677636,43.2562797803,POINT (-77.7543677636 43.2562797803)
"Wing, Joseph, Farm Complex",Schenectady,10/11/1984,90NR02642,-74.286627655,42.7314761544,POINT (-74.286627655 42.7314761544)
"Crounse, John and Henry, Farm Complex",Albany,11/10/1982,90NR01629,-74.0169693212,42.6764150244,POINT (-74.0169693212 42.6764150244)
Hopkins Farm,Monroe,10/06/2000,00NR01611,-77.5550184103,43.0637771926,POINT (-77.5550184103 43.0637771926)
Haverling Farmhouse,Steuben,09/30/1983,90NR02026,-77.3178615934,42.3451137364,POINT (-77.3178615934 42.3451137364)
Sharp Farmhouse,Albany,11/10/1982,90NR01692,-73.9882181108,42.7364452195,POINT (-73.9882181108 42.7364452195)
"Moore, D.D.T., Farmhouse",Albany,10/04/1979,90NR02783,-73.7537299568,42.6925751545,POINT (-73.7537299568 42.6925751545)
Thatch Meadow Farm,Suffolk,02/20/2020,91NR00131,-73.1642834724,40.9089373522,POINT (-73.1642834724 40.9089373522)
Brownell-Cornell-Gibbs Farmstead,Rensselaer,09/19/2012,12NR06359,-73.4381079346,42.8818976056,POINT (-73.4381079346 42.8818976056)
Old Field Club and Farm,Suffolk,02/02/2016,15NR00108,-73.1414227336,40.9452852278,POINT (-73.1414227336 40.9452852278)
Baum-Wallis Farmstead,Rensselaer,01/02/2013,12NR06388,-73.504853425,42.8902153448,POINT (-73.504853425 42.8902153448)
"Brown, John, Farm",Essex,06/19/1972,90NR00470,-73.9715106027,44.2496982858,POINT (-73.9715106027 44.2496982858)
Dakin-Coleman Farm,Dutchess,11/22/2000,99NR01478,-73.525385002,41.9057193236,POINT (-73.525385002 41.9057193236)
Preston-Gaylord Cobblestone Farmhouse,Wayne,12/11/2009,09NR06046,-77.0244661128,43.2659191262,POINT (-77.0244661128 43.2659191262)
"Carll, Marion, Farm",Suffolk,06/26/1979,90NR01797,-73.2952155796,40.8259360393,POINT (-73.2952155796 40.8259360393)
Bodine Farmhouse,Orange,05/03/2006,05NR05447,-74.1953387789,41.5732235109,POINT (-74.1953387789 41.5732235109)
Rowe Farm,Albany,02/03/2012,11NR06281,-73.8264180858,42.5379200665,POINT (-73.8264180858 42.5379200665)
Morse Cobblestone Farmhouse,Niagara,08/30/2010,10NR06132,-78.7985171841,43.2805410835,POINT (-78.7985171841 43.2805410835)
"Ames, Leonard, Farmhouse",Oswego,11/14/1991,91NR00028,-76.2411617842,43.4607094951,POINT (-76.2411617842 43.4607094951)
Conklin Farm,Jefferson,10/18/1989,90NR01135,-76.0001162062,43.9815533986,POINT (-76.0001162062 43.9815533986)
Howard-Odmin-Sherman Farm,Rensselaer,04/07/2014,13NR06519,-73.5129833382,42.8646283688,POINT (-73.5129833382 42.8646283688)
The Meadows Farm Complex,Madison,11/02/1987,90NR01417,-75.8608033546,42.9169759149,POINT (-75.8608033546 42.9169759149)
"Van derzee, Cornelius and Agnietje,  Farm",Albany,04/06/2005,04NR05321,-73.8622527386,42.4548812753,POINT (-73.8622527386 42.4548812753)
Ireland-Gardiner Farm,Suffolk,09/26/1985,90NR01828,-73.381801449,40.8633177447,POINT (-73.381801449 40.8633177447)
Crandall Farm Complex,Madison,11/02/1987,90NR01408,-75.8368956168,42.8934713216,POINT (-75.8368956168 42.8934713216)
Stephen Simmons Farmhouse,Jefferson,10/18/1989,90NR01143,-76.0778388093,43.936451523,POINT (-76.0778388093 43.936451523)
Lainhart Farm Complex and Dutch Barn,Albany,06/08/2001,01NR01786,-74.0316755437,42.7234024266,POINT (-74.0316755437 42.7234024266)
"Royce, J. B., House and Farm Complex",Tioga,07/02/1984,90NR02235,-76.1793759985,42.327754709,POINT (-76.1793759985 42.327754709)
Burns Family Farm,Delaware,05/30/2007,06NR05694,-74.6823854507,42.2996481033,POINT (-74.6823854507 42.2996481033)
Terwilliger-Smith Farm,Ulster,12/31/2002,02NR04998,-74.3194271519,41.7964496012,POINT (-74.3194271519 41.7964496012)
"Wing, William R., Farm Complex",Schenectady,10/11/1984,90NR02643,-74.237038896,42.7649340989,POINT (-74.237038896 42.7649340989)
Lance Farm,Jefferson,09/06/1990,90NR02998,-76.2498282333,43.9892336532,POINT (-76.2498282333 43.9892336532)
"Smith, Henry Tunis, Farm",Rensselaer,09/18/1975,90NR00963,-73.6193354111,42.4932964542,POINT (-73.6193354111 42.4932964542)
"Clark, Hulet, Farmstead",Orange,11/05/1998,98NR01414,-74.5402719907,41.3558561566,POINT (-74.5402719907 41.3558561566)
"Williams, Johann, Farm",Niagara,01/10/1980,90NR01968,-78.9427775449,43.091296863,POINT (-78.9427775449 43.091296863)
Sheldon-Owens Farm,Essex,04/01/1993,94NR00737,-73.3759585172,44.3470975545,POINT (-73.3759585172 44.3470975545)
