Resource Name,County,National Register Date,National Register Number,Longitude,Latitude,Georeference
First Presbyterian Society of Cape Vincent,Jefferson,02/05/2013,12NR06393,-76.3351222939,44.1278473527,POINT (-76.3351222939 44.1278473527)
"Burroughs, John, Riverby Study",Ulster,11/24/1968,90NR01057,-73.9567584844,41.8005732609,POINT (-73.9567584844 41.8005732609)
East Midwood Jewish Center,Kings,06/07/2006,06NR05561,-73.9551757597,40.6223880528,POINT (-73.9551757597 40.6223880528)
Buffalo Gas Light Company Works,Erie,09/01/1976,90NR01232,-78.8829119925,42.8856986864,POINT (-78.8829119925 42.8856986864)
Fairchild Residence,Onondaga,02/14/1997,96NR01111,-76.1691170457,43.0326223862,POINT (-76.1691170457 43.0326223862)
USS SAN DIEGO (Shipwreck Site),Suffolk,02/17/1998,98NR01368,-72.7896774937,40.644627355,POINT (-72.7896774937 40.644627355)
Mechanicville Hydroelectric Plant,Saratoga,11/13/1989,91NR00034,-73.6780909862,42.8771997661,POINT (-73.6780909862 42.8771997661)
Camp Intermission,Franklin,11/06/1992,90NR02917,-74.1494716844,44.3502096252,POINT (-74.1494716844 44.3502096252)
Olana,Columbia,10/15/1966,90NR00232,-73.828549938,42.2146019196,POINT (-73.828549938 42.2146019196)
Renaissance Apartments,Kings,08/22/1995,95NR00838,-73.9501872622,40.6822961207,POINT (-73.9501872622 40.6822961207)
Neiderhurst,Rockland,07/12/1990,90NR03077,-73.9064574844,41.008661166,POINT (-73.9064574844 41.008661166)
Kreiner Malting Elevator,Erie,12/08/2017,16NR00072,-78.8515741974,42.8698174182,POINT (-78.8515741974 42.8698174182)
Astor Home for Children,Dutchess,07/09/1987,90NR00455,-73.9134560001,41.9229580941,POINT (-73.9134560001 41.9229580941)
Phoenix Building,Monroe,08/07/1974,90NR01531,-77.5151607747,43.0904419459,POINT (-77.5151607747 43.0904419459)
New Hope Mills,Cayuga,03/15/2005,04NR05400,-76.3466471014,42.7992000767,POINT (-76.3466471014 42.7992000767)
"Pines, The",Dutchess,09/26/1983,90NR00310,-73.6555803155,41.9828821238,POINT (-73.6555803155 41.9828821238)
Rose Hill,Seneca,02/06/1973,90NR02207,-76.9376741554,42.8610537935,POINT (-76.9376741554 42.8610537935)
Knollwood,St. Lawrence,01/04/2012,07NR05806,-74.9569292991,44.1250457673,POINT (-74.9569292991 44.1250457673)
"Shearwater, sloop",New York,03/09/2009,08NR05942,-74.0172810519,40.7124877637,POINT (-74.0172810519 40.7124877637)
Endicott-Johnson Medical Clinic,Broome,09/29/2015,15NR00042,-75.9360994347,42.1094070529,POINT (-75.9360994347 42.1094070529)
Manhattan Company Building,New York,06/16/2000,00NR01621,-74.0097348963,40.7070240591,POINT (-74.0097348963 40.7070240591)
Claremont Stables,New York,04/16/1980,90NR00659,-73.9729469855,40.7895856718,POINT (-73.9729469855 40.7895856718)
Shingleside,Monroe,09/13/1984,90NR01481,-77.6150691791,43.2630942579,POINT (-77.6150691791 43.2630942579)
Ward's Point Conservation Area,Richmond,09/29/1982,90NR01035,-74.2519117272,40.5012689367,POINT (-74.2519117272 40.5012689367)
South Street Seaport,New York,10/18/1972,90NR00884,-74.0029143441,40.7061187751,POINT (-74.0029143441 40.7061187751)
Rockland Print Works,Rockland,10/23/2014,13NR06438,-73.9912791804,41.2074407264,POINT (-73.9912791804 41.2074407264)
Entranceway at Main Street at LeBrun Road,Erie,07/23/2009,08NR05871,-78.7979919095,42.9641507398,POINT (-78.7979919095 42.9641507398)
Bellerose Village Municipal Complex,Nassau,09/28/2006,06NR05607,-73.7163899163,40.7225905686,POINT (-73.7163899163 40.7225905686)
Trinity and United States Realty Company Buildings,New York,,94NR00531,-74.0115591572,40.7088279209,POINT (-74.0115591572 40.7088279209)
Washington Avenue Soldier's Monument and Triangle,Rockland,07/26/2006,05NR05517,-74.1495540258,41.1148495371,POINT (-74.1495540258 41.1148495371)
Edward W. Stanley Recreation Center,Oneida,02/17/2010,09NR05985,-75.3767823811,43.0536148308,POINT (-75.3767823811 43.0536148308)
O'Kane Market and O'Kane Building,Monroe,09/12/1985,90NR01480,-77.6259261116,43.1430807811,POINT (-77.6259261116 43.1430807811)
Wall and Hanover Building,New York,11/16/2005,05NR05488,-74.008776057,40.7056376752,POINT (-74.008776057 40.7056376752)
John W. Jones Court,Chemung,02/14/2017,16NR00086,-76.8059531064,42.0959938194,POINT (-76.8059531064 42.0959938194)
"Moore, Silas B., Gristmill",Essex,11/15/1988,90NR00486,-73.4278230016,43.8478961023,POINT (-73.4278230016 43.8478961023)
Astoria Center of Israel,Queens,10/16/2009,09NR06005,-73.9241086611,40.7693969064,POINT (-73.9241086611 40.7693969064)
Acker and Evans Law Office,St. Lawrence,09/15/1983,90NR02567,-75.4926535849,44.6970582878,POINT (-75.4926535849 44.6970582878)
Grand Central Terminal,New York,01/17/1975,90NR00609,-73.9772804485,40.7526510443,POINT (-73.9772804485 40.7526510443)
"National Headquarters, March on Washington for Jobs and Freedom",New York,02/03/2020,19NR00095,-73.9456532332,40.8117418493,POINT (-73.9456532332 40.8117418493)
Watertown Masonic Temple,Jefferson,01/23/1980,90NR01152,-75.9121282893,43.9730662449,POINT (-75.9121282893 43.9730662449)
Montgomery Water Works Building,Orange,02/09/2005,04NR05258,-74.2266854,41.524948702,POINT (-74.2266854 41.524948702)
Water Mill,Suffolk,10/13/1983,90NR01890,-72.3566272115,40.9091099155,POINT (-72.3566272115 40.9091099155)
Cary Building,New York,09/15/1983,90NR00844,-74.0079617971,40.7152898149,POINT (-74.0079617971 40.7152898149)
Lillian Wald Residence,New York,,21NR00084,-73.9844782581,40.7140863507,POINT (-73.9844782581 40.7140863507)
Valley Paper Mill Chimney & Site,Albany,04/21/2004,03NR05175,-73.9227830334,42.4735872813,POINT (-73.9227830334 42.4735872813)
Prospect Heights (Boundary Expansion),Kings,02/16/2016,15NR00068,-73.967348522,40.6766549203,POINT (-73.967348522 40.6766549203)
"Howell, F.M., and Company",Chemung,08/27/1984,90NR00144,-76.7996910242,42.0861150928,POINT (-76.7996910242 42.0861150928)
Marlborough Building,Broome,02/19/2008,07NR05738,-75.9219236782,42.1049560623,POINT (-75.9219236782 42.1049560623)
Terra Cotta Building,Allegany,03/16/1972,90NR00024,-77.7891221357,42.2565183801,POINT (-77.7891221357 42.2565183801)
Concrete-Central Elevator,Erie,05/19/2003,02NR05021,-78.8552017409,42.8602670478,POINT (-78.8552017409 42.8602670478)
Scribner Building,New York,05/06/1980,90NR00699,-73.9900322316,40.7404420559,POINT (-73.9900322316 40.7404420559)
Cornell Shops Building,Ulster,,07NR05816,-73.9789078086,41.9200573927,POINT (-73.9789078086 41.9200573927)
Moore's Building,Nassau,09/30/1996,96NR00945,-73.5302270902,40.8727305543,POINT (-73.5302270902 40.8727305543)
"HELEN MCALLISTER, harbor tugboat",New York,12/27/2002,02NR04910,-74.0033974032,40.7053779814,POINT (-74.0033974032 40.7053779814)
Jackson-perkins Residence,Wayne,07/14/2006,06NR05571,-77.0997854368,43.0439469114,POINT (-77.0997854368 43.0439469114)
Curtiss Building,Erie,12/05/2008,08NR05910,-78.8759050633,42.8893151229,POINT (-78.8759050633 42.8893151229)
Planting Fields Arboretum,Nassau,01/25/1979,90NR01949,-73.5572607218,40.8621509905,POINT (-73.5572607218 40.8621509905)
Robbins & Appleton Building,New York,10/29/1982,90NR00898,-73.9947609381,40.7266647767,POINT (-73.9947609381 40.7266647767)
Buffalo Milk Company Building,Erie,12/13/2016,16NR00091,-78.8973155313,42.9075984271,POINT (-78.8973155313 42.9075984271)
Weighlock Building,Onondaga,02/18/1971,90NR02097,-76.1488911905,43.0506665758,POINT (-76.1488911905 43.0506665758)
"North Goodman Street, Building at 551--555",Monroe,03/20/1986,90NR01463,-77.5827905613,43.1641503389,POINT (-77.5827905613 43.1641503389)
Mount Lebanon Shaker Society,Columbia,10/15/1966,90NR00241,-73.382576899,42.4505525484,POINT (-73.382576899 42.4505525484)
Alice T. Miner Museum,Clinton,09/24/2010,04NR05342,-73.4353863681,44.8863258054,POINT (-73.4353863681 44.8863258054)
Hop-O-Nose Knitting Mill,Greene,08/10/1995,91NR03333,-73.8663134219,42.2130899333,POINT (-73.8663134219 42.2130899333)
Gideon Putnam Burying Ground,Saratoga,12/12/2003,03NR05093,-73.7909420252,43.0787279934,POINT (-73.7909420252 43.0787279934)
Bennington Battlefield,Rensselaer,01/20/1961,90NR00962,-73.3066749529,42.9346671585,POINT (-73.3066749529 42.9346671585)
"Sixth Street, Building at 84",Nassau,11/14/1978,91NR00199,-73.6405801894,40.7217813123,POINT (-73.6405801894 40.7217813123)
Delaware & Hudson Railroad Depot,Essex,06/01/1995,95NR00823,-73.4585874003,44.0423548142,POINT (-73.4585874003 44.0423548142)
"Boulders, The",Orange,08/08/2001,01NR01784,-74.312651422,41.1876681816,POINT (-74.312651422 41.1876681816)
"Macy, R. H., and Company Store",New York,06/02/1978,90NR00737,-73.9891046492,40.7508226435,POINT (-73.9891046492 40.7508226435)
Hillside Lodge,Franklin,11/06/1992,93NR00495,-74.1461510826,44.3588542621,POINT (-74.1461510826 44.3588542621)
Argent Apartments,Warren,09/29/1984,90NR02698,-73.6517913545,43.3115238273,POINT (-73.6517913545 43.3115238273)
"Brown, Adam, Block",Monroe,10/04/1985,90NR01485,-77.5996743431,43.1589208082,POINT (-77.5996743431 43.1589208082)
"Sidewalk Clock at 519 3rd Avenue, Manhattan",New York,04/18/1985,90NR00666,-73.977639586,40.7461652982,POINT (-73.977639586 40.7461652982)
Consolidated Car Heating Company Complex,Albany,11/01/2021,21NR00053,-73.7446560274,42.6621052227,POINT (-73.7446560274 42.6621052227)
Elmwood,Nassau,04/03/1975,90NR01720,-73.4953781319,40.8665573092,POINT (-73.4953781319 40.8665573092)
Lincoln Building,New York,09/08/1983,90NR00835,-73.9918721107,40.735510401,POINT (-73.9918721107 40.735510401)
"Sixth Street, Building at 94",Nassau,11/14/1978,91NR00201,-73.6387902575,40.7221343769,POINT (-73.6387902575 40.7221343769)
Felt Cobblestone General Store,Ontario,05/22/1992,92NR00339,-77.3813038769,42.9747787323,POINT (-77.3813038769 42.9747787323)
Camp Uncas,Hamilton,04/03/1987,90NR00578,-74.6483199526,43.7444866539,POINT (-74.6483199526 43.7444866539)
Aubertine Building,Jefferson,09/27/1985,90NR01167,-76.3319504379,44.1290180701,POINT (-76.3319504379 44.1290180701)
USS EDSON,New York,06/11/1990,90NR03274,-74.0010293148,40.7655811129,POINT (-74.0010293148 40.7655811129)
G. W. ToddΓÇôWilmot Castle Company Building,Monroe,01/29/2018,17NR00078,-77.5690851231,43.150546021,POINT (-77.5690851231 43.150546021)
Stanton Street Shul,New York,10/10/2002,02NR04917,-73.9838657499,40.720269264,POINT (-73.9838657499 40.720269264)
Hipp-Kennedy Residence,Monroe,02/04/1994,94NR00542,-77.476231574,43.1431209879,POINT (-77.476231574 43.1431209879)
Canal Town Museum,Madison,05/23/1986,90NR01423,-75.751953004,43.0797058931,POINT (-75.751953004 43.0797058931)
Baptist Temple Building,Monroe,,93NR00460,-77.6043082109,43.1582437463,POINT (-77.6043082109 43.1582437463)
Brykill,Ulster,09/26/1983,90NR01064,-74.2162508463,41.6652628803,POINT (-74.2162508463 41.6652628803)
Old Brooklyn Fire Headquarters,Kings,01/20/1972,90NR01262,-73.9869378238,40.6927234555,POINT (-73.9869378238 40.6927234555)
"Clark, A. J., Store",Orange,12/06/1996,90NR03226,-74.0338052858,41.4355757163,POINT (-74.0338052858 41.4355757163)
Former Police Headquarters Building,New York,03/28/1980,90NR00643,-73.9979137589,40.7201692538,POINT (-73.9979137589 40.7201692538)
Bayard-Condict Building,New York,12/08/1976,90NR00926,-73.9949972849,40.7263676426,POINT (-73.9949972849 40.7263676426)
Former New York Life Insurance Company Building,New York,06/28/1982,90NR00769,-74.0033846642,40.7163787927,POINT (-74.0033846642 40.7163787927)
Shadowcliff,Rockland,04/07/2014,13NR06514,-73.9156178174,41.1089305338,POINT (-73.9156178174 41.1089305338)
Berkeley Apartments,Erie,10/15/1987,90NR01238,-78.8772648206,42.8919741388,POINT (-78.8772648206 42.8919741388)
Lorillard Snuff Mill,Bronx,12/22/1977,90NR00072,-73.8765832901,40.8599396404,POINT (-73.8765832901 40.8599396404)
IRT Broadway Line Viaduct,New York,09/15/1983,90NR00846,-73.9581807914,40.8158657867,POINT (-73.9581807914 40.8158657867)
Eatons Neck Light,Suffolk,04/03/1973,90NR01795,-73.3963271335,40.9542915544,POINT (-73.3963271335 40.9542915544)
Standard Yarn Company Building,Oswego,05/15/2008,07NR05791,-76.5080603981,43.4521096444,POINT (-76.5080603981 43.4521096444)
Prattsville Commercial Building,Greene,03/01/1996,96NR00936,-74.4358811216,42.3169703545,POINT (-74.4358811216 42.3169703545)
Hurd and Fitzgerald Building,Oneida,06/25/1993,92NR00419,-75.2228949686,43.1033506216,POINT (-75.2228949686 43.1033506216)
Glens Falls Home for Aged Women,Warren,09/29/1984,90NR02713,-73.6327816045,43.3112908826,POINT (-73.6327816045 43.3112908826)
Mount Saviour Monastery Complex,Chemung,01/27/2015,14NR06585,-76.9373901656,42.0897171211,POINT (-76.9373901656 42.0897171211)
Casa Italiana,New York,10/29/1982,90NR00888,-73.9602075713,40.8075976748,POINT (-73.9602075713 40.8075976748)
Suffolk County Historical Society Building,Suffolk,07/29/1994,93NR00501,-72.6681335376,40.9181236215,POINT (-72.6681335376 40.9181236215)
FIRST BAPTIST SOCIETY OF BATH,Steuben,06/12/2013,13NR06426,-77.3214459702,42.3348072697,POINT (-77.3214459702 42.3348072697)
Coon Family Log Cabin,Schuyler,11/16/2015,15NR00086,-76.961370013,42.291568776,POINT (-76.961370013 42.291568776)
"Booth, O. H., Hose Company",Dutchess,11/26/1982,90NR00385,-73.9174700617,41.7001176586,POINT (-73.9174700617 41.7001176586)
Clifton,Nassau,07/22/1999,97NR01151,-73.6469800066,40.8121527163,POINT (-73.6469800066 40.8121527163)
Weeping Beech Tree,Queens,,94NR00584,-73.8248425917,40.7634744803,POINT (-73.8248425917 40.7634744803)
Leavenworth Apartments,Onondaga,08/24/2011,11NR06228,-76.144309938,43.0550256311,POINT (-76.144309938 43.0550256311)
Lake View Grange No. 970,Essex,08/27/2013,13NR06452,-73.4354577141,44.1858297178,POINT (-73.4354577141 44.1858297178)
La Casina,Queens,03/01/1990,94NR00581,-73.799293286,40.704340773,POINT (-73.799293286 40.704340773)
"Luckey, Platt & Company Department Store",Dutchess,11/26/1982,90NR00407,-73.9260686781,41.7026161867,POINT (-73.9260686781 41.7026161867)
Utica Steam and Mohawk Valley Cotton Mill,Oneida,08/27/2020,20NR00058,-75.2391583048,43.1026400567,POINT (-75.2391583048 43.1026400567)
Soldiers' Memorial Tower,Monroe,04/08/1994,94NR00736,-77.9185853662,43.2080710706,POINT (-77.9185853662 43.2080710706)
United Charities Building Complex,New York,03/28/1985,90NR00647,-73.9862483111,40.7395219188,POINT (-73.9862483111 40.7395219188)
Joubert and White Building,Warren,09/29/1984,90NR02717,-73.640067873,43.3096182385,POINT (-73.640067873 43.3096182385)
Bennett Family Residence,Sullivan,12/28/2001,01NR01844,-74.6825236907,41.6554594961,POINT (-74.6825236907 41.6554594961)
Community Building,Essex,11/15/1988,90NR00481,-73.422237226,43.8481887975,POINT (-73.422237226 43.8481887975)
Erie Canal: Second Genesee Aqueduct,Monroe,09/29/1976,90NR01484,-77.6096656069,43.1546068337,POINT (-77.6096656069 43.1546068337)
Congregation Beth Abraham,Kings,04/30/2009,08NR05943,-73.942654744,40.6522112227,POINT (-73.942654744 40.6522112227)
Mecca Temple,New York,09/07/1984,90NR00828,-73.9794011634,40.7639386049,POINT (-73.9794011634 40.7639386049)
Halfway Diner,Dutchess,01/07/1988,90NR00449,-73.8741623726,41.9967048577,POINT (-73.8741623726 41.9967048577)
Manhattan Beach Jewish Center,Kings,05/26/2015,15NR00017,-73.9539213765,40.5803913209,POINT (-73.9539213765 40.5803913209)
"Ninth Street, Building at 109",Nassau,11/14/1978,91NR00215,-73.6378169401,40.7279835347,POINT (-73.6378169401 40.7279835347)
Polvino Building,Monroe,12/23/2019,18NR00053,-77.5893911646,43.1686843649,POINT (-77.5893911646 43.1686843649)
Century Building,New York,09/18/1997,97NR01188,-73.989406811,40.7371586463,POINT (-73.989406811 40.7371586463)
Centreport Aqueduct,Cayuga,02/04/2000,99NR01571,-76.5774258807,43.0428221925,POINT (-76.5774258807 43.0428221925)
Decker Building,New York,11/21/2003,03NR05127,-73.9909683121,40.7368675367,POINT (-73.9909683121 40.7368675367)
Queensbury Quaker Burying Ground,Warren,02/23/2015,14NR06607,-73.6533442309,43.33185727,POINT (-73.6533442309 43.33185727)
Castle Clinton National Monument,New York,10/15/1966,90NR00865,-74.0167931355,40.7034626589,POINT (-74.0167931355 40.7034626589)
Star Grange No. 9,Jefferson,10/18/1989,90NR01142,-76.0272613878,43.9274414828,POINT (-76.0272613878 43.9274414828)
Vassar College Observatory,Dutchess,07/17/1991,92NR00304,-73.8933151776,41.6883076234,POINT (-73.8933151776 41.6883076234)
South Hamilton Street Row,Dutchess,11/26/1982,90NR00423,-73.9260066692,41.697004885,POINT (-73.9260066692 41.697004885)
Pfeiffer-Wheeler Chestnut Cabin,Cattaraugus,01/11/2002,01NR01872,-78.3241745131,42.0936366549,POINT (-78.3241745131 42.0936366549)
Halcott Grange No. 881,Greene,04/06/2000,00NR01594,-74.4855941364,42.1910547425,POINT (-74.4855941364 42.1910547425)
Jewish Center of Kings Highway,Kings,02/12/2010,09NR06065,-73.9609300692,40.6098825512,POINT (-73.9609300692 40.6098825512)
New York Stock Exchange,New York,06/02/1978,90NR00741,-74.0114610783,40.7066232474,POINT (-74.0114610783 40.7066232474)
Kingston Gas & Electric Co.,Ulster,11/08/2021,21NR00036,-74.0051005479,41.9293719907,POINT (-74.0051005479 41.9293719907)
Fly Creek Grange No. 844,Otsego,02/27/2004,03NR05139,-74.9835050692,42.7167163102,POINT (-74.9835050692 42.7167163102)
Cherry Hill,Albany,02/18/1971,90NR01673,-73.764066516,42.6345858025,POINT (-73.764066516 42.6345858025)
Hillcrest,Livingston,05/06/1980,90NR01381,-77.6146526743,42.9039575232,POINT (-77.6146526743 42.9039575232)
Municipal Ferry Pier,New York,12/12/1976,90NR00939,-74.011692107,40.7010696652,POINT (-74.011692107 40.7010696652)
Building at 426 South Main Street,Ontario,04/26/1984,90NR01997,-77.2778229706,42.8809329184,POINT (-77.2778229706 42.8809329184)
Rehoboth,Westchester,04/19/1979,90NR02449,-73.7689424025,41.1560995804,POINT (-73.7689424025 41.1560995804)
Sunday Rock,St. Lawrence,12/07/2010,07NR05808,-74.8941532403,44.5097404221,POINT (-74.8941532403 44.5097404221)
Niagara Lithograph Company,Erie,12/21/2020,20NR00090,-78.9005542804,42.9121446976,POINT (-78.9005542804 42.9121446976)
Pelhamdale,Westchester,11/04/1982,90NR02548,-73.8150101725,40.9009134998,POINT (-73.8150101725 40.9009134998)
"Fifth Street, Building at 86",Nassau,11/14/1978,91NR00190,-73.6397271393,40.720552588,POINT (-73.6397271393 40.720552588)
Lady Tree Lodge,Franklin,03/12/2018,17NR00049,-74.316118743,44.3455939252,POINT (-74.316118743 44.3455939252)
Harrison- Schillaci,Monroe,08/23/2016,15NR00078,-77.4467777787,43.0998845674,POINT (-77.4467777787 43.0998845674)
Westbeth,New York,12/08/2009,09NR06000,-74.0090748735,40.7365396759,POINT (-74.0090748735 40.7365396759)
Metropolitan Life Insurance Company Complex,New York,01/19/1996,95NR00822,-73.9867114861,40.7412122326,POINT (-73.9867114861 40.7412122326)
Harriet Tubman Home for the Aged,Cayuga,05/30/1974,90NR00102,-76.5610090485,42.912012444,POINT (-76.5610090485 42.912012444)
Simons General Store,Columbia,04/23/1973,90NR00209,-73.6368881243,42.0504489275,POINT (-73.6368881243 42.0504489275)
"Simmons, Alton, Residence",Onondaga,01/24/2002,01NR01807,-76.1664904095,43.0527770732,POINT (-76.1664904095 43.0527770732)
Battery Weed,Richmond,01/20/1972,90NR01013,-74.0542651557,40.605497868,POINT (-74.0542651557 40.605497868)
Bell Telephone Laboratories,New York,05/15/1975,90NR00721,-74.0090748735,40.7365396759,POINT (-74.0090748735 40.7365396759)
"Sidewalk Clock at 161-11 Jamaica Avenue, New York",Queens,04/18/1985,90NR01570,-73.7979012593,40.7040962673,POINT (-73.7979012593 40.7040962673)
Peyser and Morrison Shirt Company Building,Warren,09/29/1984,90NR02724,-73.6297119021,43.3101227299,POINT (-73.6297119021 43.3101227299)
Sterling Mountain Fire Observation Tower and Observer's Cabin,Orange,07/28/2006,05NR05470,-74.2784681845,41.1953374907,POINT (-74.2784681845 41.1953374907)
Rassapeague,Suffolk,08/09/1993,91NR00128,-73.1814093502,40.9163435298,POINT (-73.1814093502 40.9163435298)
Candler Building,New York,07/08/1982,90NR00774,-73.9881570497,40.7561832189,POINT (-73.9881570497 40.7561832189)
Greenport Railroad Complex,Suffolk,07/20/1989,90NR01923,-72.3632423693,41.0996841928,POINT (-72.3632423693 41.0996841928)
South Bay Mill,Columbia,02/12/2021,20NR00020,-73.7960707281,42.253115824,POINT (-73.7960707281 42.253115824)
