the_geom,OBJECTID,Borough,Block,Lot,Address,BBL,LPC_NAME,LPC_LPNumb,LPC_SiteDe,LPC_SiteSt,LPC_Altern,DesDate,LandmarkTy,URL_REPORT,Shape_Leng,Shape_Area
"MULTIPOLYGON (((-73.98795889969853 40.7585660021937, -73.98770335429954 40.75845948779768, -73.98788546722697 40.7582091883457, -73.9883247104737 40.75839227032461, -73.98815921672573 40.758619693947345, -73.98797554027098 40.75854313561092, -73.98795889969853 40.7585660021937)))",311,MN,1016,5,245-257 West 44th Street,1010160005,Majestic Theater,LP-01355,"Borough of Manhattan Tax Map Block 1016, Lot 5.",Designated,,12/08/1987,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1355.pdf,485.968735652,13909.3384567
"MULTIPOLYGON (((-73.9876579801535 40.75620653734796, -73.98784268606049 40.75595179866925, -73.98775920685621 40.755916621498606, -73.98793920317978 40.75566837479676, -73.98841582404731 40.75586922106935, -73.98823582895746 40.75611746760821, -73.98806060818112 40.756043630668174, -73.98799187698297 40.75601466777958, -73.98792042473512 40.755984557320915, -73.98773571903459 40.7562392961231, -73.9876579801535 40.75620653734796)))",318,MN,1013,39,214 West 42nd Street,1010130039,New Amsterdam Theater,LP-01026,"Borough of Manhattan Tax Map Block 1013, Lot 39.",Designated,,10/23/1979,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1026.pdf,720.460057259,18201.564564
"MULTIPOLYGON (((-73.9877736188407 40.758812657069576, -73.98779315697087 40.758785808789064, -73.98790777937141 40.75868718317989, -73.98795680659646 40.75856887638643, -73.98795889969853 40.7585660021937, -73.98797554027098 40.75854313561092, -73.98815921672573 40.758619693947345, -73.98796173882609 40.75889106852772, -73.9877736188407 40.758812657069576)))",340,MN,1016,58,252-256 West 45th Street,1010160058,Theater Masque,LP-01335,"Borough of Manhattan Tax Map Block 1016, Lot 58.",Designated,now the Golden Theater,11/17/1987,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1335.pdf,345.501734805,6196.33542711
"MULTIPOLYGON (((-73.98646837815123 40.75908528846283, -73.98664791264682 40.758838602611426, -73.9868944792481 40.758942453727975, -73.98701541581673 40.75899339186999, -73.98683677900011 40.75923884650054, -73.98646837815123 40.75908528846283)))",371,MN,1017,48,223-236 West 46th Street,1010170048,Forty-Sixth Street Theater,LP-01333,"Borough of Manhattan Tax Map Block 1017, Lot 48.",Designated,now the Richard Rodgers Theater,11/17/1987,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1333.pdf,437.702844592,11925.4861485
"MULTIPOLYGON (((-73.98701541581673 40.75899339186999, -73.9868944792481 40.758942453727975, -73.98707260332093 40.75869770043319, -73.98738723386808 40.758828844311836, -73.98720834417827 40.759074650693414, -73.98701541581673 40.75899339186999)))",377,MN,1017,11,239-247 West 45th Street,1010170011,Music Box Theater,LP-01359,"Borough of Manhattan Tax Map Block 1017, Lot 11.",Designated,,12/08/1987,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1359.pdf,403.069194786,10152.1486199
"MULTIPOLYGON (((-73.98424840348638 40.75815301439987, -73.98443558890713 40.757897360376504, -73.9843377858469 40.75785620034793, -73.9843181222301 40.75784792563425, -73.98449751649649 40.75760287658596, -73.98476895016802 40.75771710583068, -73.98458956014508 40.75796215619855, -73.98448125603285 40.75791657881066, -73.98429406836506 40.7581722320067, -73.98424840348638 40.75815301439987)))",380,MN,998,8,149-157 West 45th Street,1009980008,Lyceum Theater,LP-00803,"Borough of Manhattan Tax Map Block 998, Lot 8.",Designated,,11/26/1974,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0803.pdf,589.466155948,10323.5447543
"MULTIPOLYGON (((-73.98718152372186 40.75856586248507, -73.9873623737785 40.75831735932993, -73.98767054940716 40.75844581372686, -73.98748970015167 40.758694316460655, -73.98718152372186 40.75856586248507)))",404,MN,1016,51,236 West 45th Street,1010160051,Plymouth Theater,LP-01368,"Borough of Manhattan Tax Map Block 1016, Lot 51.",Designated,now the Gerard Schoenfeld Theater,12/08/1987,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1368.pdf,401.676241428,10074.5612428
"MULTIPOLYGON (((-73.98391177703796 40.762913417041865, -73.98412306468813 40.76262519852603, -73.98394228924951 40.76254905924267, -73.98409353812679 40.76234272514977, -73.98479436806952 40.76264313527919, -73.98461181598569 40.76289219773623, -73.98441909300362 40.76281055102395, -73.98430129919882 40.76276064799482, -73.9841575239698 40.76269973711221, -73.98397956845884 40.76294247675713, -73.98391177703796 40.762913417041865)))",436,MN,1023,11,217-239 West 51st Street,1010230011,Hollywood Theater,LP-01338,"Borough of Manhattan Tax Map Block 1023, Lot 11.",Designated,"later the Mark Hellinger Theater, now Times Square Church",01/05/1988,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1338.pdf,857.153177927,24369.9947974
"MULTIPOLYGON (((-73.98512787729913 40.76902549570141, -73.98549207451934 40.76917818647762, -73.98534699667638 40.76937648869224, -73.98498280699513 40.769223799264054, -73.98512787729913 40.76902549570141)))",449,MN,1068,10,400 West 59th Street,1010680010,"Roosevelt Hospital, William J. Syms Operating Theater",LP-01578,Too long,Designated,,07/11/1989,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1578.pdf,395.745613182,9523.8096983
"MULTIPOLYGON (((-73.98281896470134 40.75917495873107, -73.98299327259616 40.758932883879154, -73.98310961887628 40.75898164352101, -73.98329337491799 40.75905865627332, -73.98311834630967 40.75930173553195, -73.98281896470134 40.75917495873107)))",466,MN,1000,49,138-146 West 48th Street,1010000049,Cort Theater,LP-01328,"Borough of Manhattan Tax Map Block 1000, Lot 49.",Designated,,11/17/1987,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1328.pdf,391.381262579,9565.09140685
"MULTIPOLYGON (((-73.9878737839986 40.758036815166705, -73.98804882071407 40.75779170250524, -73.98828112357245 40.757889878709655, -73.98844887618044 40.757960775297164, -73.98827384167707 40.75820588856059, -73.9878737839986 40.758036815166705)))",468,MN,1015,54,246-256 West 44th Street,1010150054,Erlanger Theater,LP-01374,"Borough of Manhattan Tax Map Block 1015, Lot 54.",Designated,now the Saint James Theater,12/15/1987,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1374.pdf,456.836406976,12884.600563
"MULTIPOLYGON (((-73.96965630101194 40.796582310382796, -73.96967952346046 40.79655082421797, -73.97001548492565 40.796693335134805, -73.96992399688776 40.79681738754837, -73.96963176841058 40.79669342828619, -73.96958803380744 40.79667487636735, -73.96965630101194 40.796582310382796)))",497,MN,1871,22,2624-2626 Broadway,1018710022,Midtown Theater,LP-01710,"Borough of Manhattan Tax Map Block 1871, Lot 22.",Designated,later the Metro Theater,07/11/1989,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1710.pdf,316.683360738,5519.47581308
"MULTIPOLYGON (((-73.98629879676257 40.73076691242877, -73.98666974380619 40.73092335536721, -73.98648715101969 40.731176582254875, -73.98611620417866 40.73102013963439, -73.98629879676257 40.73076691242877)))",596,MN,467,31,189 Second Avenue,1004670031,Louis N. Jaffe Art Theater (Yiddish Art Theater/Yiddish Folks Thearter),LP-01764,"Borough of Manhattan Tax Map Block 467, Lot 31.",Designated,now Village East City Cinemas,02/09/1993,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1764.pdf,445.555196503,12369.3638751
"MULTIPOLYGON (((-73.984087148821 40.76315517186546, -73.98449788463186 40.76332808235719, -73.98431007117124 40.76358674658008, -73.98389929634143 40.7634138867488, -73.984087148821 40.76315517186546)))",611,MN,1024,7,243-259 West 52nd Street,1010240007,Guild Theater,LP-01309,"Borough of Manahttan Tax Map Block 1024, Lot 7.",Designated,"later the ANTA Theater, now the Virginia Theater",08/06/1985,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1309.pdf,475.430450514,14001.7002408
"MULTIPOLYGON (((-73.94947093588505 40.81023797102965, -73.94964458846262 40.80999923047379, -73.94988410473115 40.810099941162214, -73.95006597479723 40.809849906792934, -73.9502218396142 40.809915443993944, -73.9500406533184 40.81016454238483, -73.9498663207326 40.810404218851986, -73.94947093588505 40.81023797102965)))",624,MN,1931,10,253 West 125th Street,1019310010,Apollo Theater,LP-01299,"Borough of Manhattan Tax Map Block 1931, Lot 10.",Designated,originally Hurtig & Seamon's New (Burlesque) Theater,06/28/1983,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1299.pdf,657.113693074,17564.5959857
"MULTIPOLYGON (((-73.98590758305681 40.76015979261147, -73.98609169106625 40.75990942786181, -73.986403245031 40.76004083788056, -73.98621899448938 40.76029140211769, -73.98590758305681 40.76015979261147)))",714,MN,1019,12,243-251 West 47th Street,1010190012,Barrymore Theater,LP-01313,"Borough of Manhattan Tax Map Block 1019, lot 12.",Designated,,11/04/1987,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1313.pdf,406.497133652,10318.8977186
"MULTIPOLYGON (((-73.95302081715984 40.80295808762309, -73.95334260965717 40.80309324451689, -73.95347223971739 40.803147689742275, -73.9532905593715 40.803396304328764, -73.95283976472004 40.803206966509656, -73.95302081715984 40.80295808762309)))",774,MN,1831,33,"1910 Adam Clayton Powell, Jr. Boulevard",1018310033,Regent Theater,LP-01841,"Borough of Manhattan Tax Map Block 1831, Lot 33.",Designated,now First Corinthian Baptist Church,03/08/1994,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1841.pdf,492.61126739,14784.5697942
"MULTIPOLYGON (((-73.98152304986564 40.57618644493423, -73.9814304615496 40.575705049319325, -73.98183127340921 40.57568701016656, -73.98193761194898 40.576241722907795, -73.98152304986564 40.57618644493423)))",863,BK,7064,16,1301 Surf Avenue,3070640016,Coney Island Theater Building,LP-02408,"Borough of Brooklyn Tax map Block 7064, Lot 16.",Designated,later Shore Theater,12/14/2010,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2408.pdf,609.953167245,21188.1444558
"MULTIPOLYGON (((-73.89866820992262 40.86085022937165, -73.89839875460149 40.860768353030316, -73.8987035551456 40.86019529576205, -73.89897085205375 40.86027651755637, -73.89929617277053 40.86037536696578, -73.89900697440274 40.86092360120474, -73.89868165143542 40.86082475008897, -73.89866820992262 40.86085022937165)))",956,BX,3165,44,2401-2419 Grand Concourse,2031650044,Loew's Paradise Theater,LP-01891,"Borough of the Bronx Tax Map Block 3165, Lot 44.",Designated,,04/15/1997,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1891.pdf,804.111846207,38860.1594095
"MULTIPOLYGON (((-73.98734650398104 40.758340329467636, -73.98721048866801 40.75852685313226, -73.98721004816025 40.758526667579346, -73.98716792876355 40.75850890854144, -73.987145174365 40.75854011390116, -73.98685459024136 40.758417592635375, -73.98685419953068 40.758417119825744, -73.98684609643331 40.75840729349204, -73.98684091892018 40.75839506764643, -73.98699034312484 40.75819015851987, -73.98734585624642 40.75834005654353, -73.98734650398104 40.758340329467636)))",1270,MN,1016,15,222-232 West 45th Street,1010160015,Booth Theater,LP-01321,"Borough of Manhattan Tax Map Block 1016, Lot 15 in part consisting of the land on which the described building is situated.",Designated,,11/04/1987,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1321.pdf,403.533447175,10041.4584192
"MULTIPOLYGON (((-73.98459650225642 40.75683015478133, -73.98473321510156 40.75688768914127, -73.98455237219389 40.75713597570321, -73.98464618715232 40.75717655509732, -73.984470217849 40.75741807217273, -73.98420613098372 40.757306931958674, -73.98438392260857 40.75706408818529, -73.98441552187131 40.75707738662072, -73.98459650225642 40.75683015478133)))",1271,MN,997,10,139-141 West 44th Street,1009970010,Hudson Theater,LP-01340,"Borough of Manhattan Tax Map Block 997, Lot 15.",Designated,,11/17/1987,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1340.pdf,575.170910508,12916.3850705
"MULTIPOLYGON (((-73.98473834224824 40.755897747400255, -73.98491468439218 40.75565593184409, -73.9851832156793 40.7557691665086, -73.98500687421017 40.75601098337238, -73.98473834224824 40.755897747400255)))",1272,MN,995,33,124-130 West 43rd Street,1009950033,Henry Miller's Theater,LP-01357,"Borough of Manhattan Tax Map Block 995, Lot 45.",Designated,,12/08/1987,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1357.pdf,371.620534392,8569.96596058
"MULTIPOLYGON (((-73.98734585624642 40.75834005654353, -73.98699034312484 40.75819015851987, -73.98716926076311 40.75794480270076, -73.98718248549574 40.75793731647438, -73.98720702281801 40.75793864114314, -73.98749517798382 40.758060138291434, -73.98747973614445 40.75808131378852, -73.98752135682447 40.758098862841926, -73.98752229585975 40.75809925826526, -73.98736312337631 40.75831753951315, -73.98736304874907 40.75831764126196, -73.9873623737785 40.75831735932993, -73.98734585624642 40.75834005654353)))",1273,MN,1016,15,221-233 West 44th Street,1010160015,Shubert Theater,LP-01378,"Borough of Manhattan Tax Map Block 1016, Lot 15 in part consisting of the land on which the described building is situated.",Designated,,12/15/1987,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1378.pdf,440.441578002,12186.9473435
"MULTIPOLYGON (((-73.94949398175905 40.827314695703556, -73.94920556663192 40.82719287789048, -73.94917376338523 40.827179444696384, -73.9490594538326 40.827131163728424, -73.94894022157175 40.827080802123895, -73.94894008035223 40.82708099476736, -73.94878589165499 40.82701586740587, -73.94896215069949 40.82677300720517, -73.949439968694 40.82697482599604, -73.94967075670824 40.827072304717234, -73.94949398175905 40.827314695703556)))",1314,MN,2078,0,3560-3568 Broadway,0,Hamilton Theater,LP-02052,"Borough of Manhattan Tax Map Block Lot 2078, Lot 1 in part consisting of the land on which the described building and alleyway are situated.",Designated,,02/08/2000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2052.pdf,650.641389378,22646.987631
"MULTIPOLYGON (((-73.95475167305703 40.819615539011245, -73.9550319210817 40.819733690218406, -73.95504100305106 40.81973742181502, -73.95493037523484 40.81988892766868, -73.95464097478482 40.81976713911492, -73.95475167305703 40.819615539011245)))",1334,MN,1988,1,3320-3328 Broadway,1019880001,Claremont Theater Building,LP-02198,"Borough of Manhattan Tax Map Block 1988/1, in part, consisting of the property on which the 1913-14 structure is located.",Designated,,06/06/2006,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2198.pdf,309.425072633,5780.58722527
"MULTIPOLYGON (((-73.90756011593908 40.700061690605274, -73.90758939764468 40.70021149547442, -73.90745672823108 40.700226515689195, -73.90742747971954 40.70007687470634, -73.90756011593908 40.700061690605274)))",1352,QN,3451,7,55-27 Myrtle Avenue,4034510007,Ridgewood Theater Building,LP-02325,Too long,Designated,,01/12/2010,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2325.pdf,184.680097092,2051.05174733
