the_geom,OBJECTID,Borough,Block,Lot,Address,BBL,LPC_NAME,LPC_LPNumb,LPC_SiteDe,LPC_SiteSt,LPC_Altern,DesDate,LandmarkTy,URL_REPORT,Shape_Leng,Shape_Area
"MULTIPOLYGON (((-73.9711796137082 40.76766838821927, -73.97117359947138 40.76765140771757, -73.97118602520204 40.76763499734493, -73.97120657549709 40.767630789926194, -73.97125196367402 40.767567495850116, -73.97124756222972 40.76755686880812, -73.9712585083984 40.76754089750402, -73.97127363496307 40.76753727584858, -73.97137174097315 40.7674004660261, -73.97137092687065 40.76738213246845, -73.97138305906229 40.76736503671764, -73.97140753854487 40.76735947047816, -73.97143002423239 40.767368695413374, -73.97143734421859 40.76738730613783, -73.97151223920656 40.76741835153636, -73.97153194011474 40.76741431764672, -73.9715535244035 40.76742376475938, -73.97155456543258 40.76742670516107, -73.97156000008161 40.76744204928509, -73.97154757447917 40.767458459698524, -73.97152352518958 40.767463383114354, -73.97142914188134 40.7675950034846, -73.9714367399678 40.76761422661996, -73.9714246326092 40.767631341292486, -73.97140384521092 40.76763609169502, -73.97139886068884 40.767637230495424, -73.97136040561625 40.76769085674371, -73.9713688068066 40.76770990268367, -73.97135708163844 40.76772781348913, -73.97132871758518 40.76773504558334, -73.97123444491078 40.7678665082283, -73.9712392752045 40.7678852011887, -73.97122530402581 40.76790101504708, -73.97120071736575 40.767904686560996, -73.97117991756727 40.767894065322345, -73.97117542901631 40.767876692583386, -73.97110146801094 40.76784603441893, -73.97107785288566 40.76785175389562, -73.97105596041702 40.76784267222153, -73.97104831193006 40.76782514829945, -73.9710596908386 40.76780840809346, -73.97108266004871 40.76780359076301, -73.9711796137082 40.76766838821927)))",1177,MN,1111,1,Central Park at East 64th Street,1011110001,The Arsenal,LP-00312,"Borough of Manhattan Tax Map Block 1111, Lot 1 in part, consisting of the land on which the described building is situated.",Designated,now the Administration Building of the New York City Department of Parks and Recreation,10/12/1967,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0312.pdf,532.901135866,9760.32758255
"MULTIPOLYGON (((-74.11999534402038 40.58082013254302, -74.12002707065037 40.5807943606036, -74.12003388749312 40.580788824259756, -74.12004542402042 40.58079707992398, -74.12013473986352 40.58072452854218, -74.12014154725439 40.58071899940593, -74.1201766180767 40.58074409817408, -74.12019849670013 40.580759755223944, -74.12018908523721 40.580767400619315, -74.12015606961704 40.580794219460955, -74.12020249491292 40.580827444387914, -74.12014569227685 40.580873584555256, -74.12013324155211 40.58086467517551, -74.12010447046762 40.58088804595708, -74.12009623010377 40.58089473916633, -74.11999376836087 40.58082141203334, -74.11999534402038 40.58082013254302)))",1185,SI,939,120,25 Boyle Street,5009390120,New Dorp Light,LP-00361,"Borough of Richmond Tax Map Block 939, Lot 120 in part, consisting of the land on which the described building is situated.",Amended,,11/15/1967,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0361.pdf,198.152229257,1873.55721858
"MULTIPOLYGON (((-74.21258964345257 40.556643781676115, -74.21233245552206 40.55640078696917, -74.21237838856233 40.55637255061672, -74.21275251540642 40.556160070967735, -74.21285818826274 40.556264291445636, -74.21258964345257 40.556643781676115)))",1189,SI,6169,103,Arthur Kill Road at Rossville Road,5061690103,Sleight Family Graveyard,LP-00387,"Borough of Richmond Tax Map Block 6190, Lot 318 in part, consisting of the land on which the described cemetery is situated.",Designated,also known as the Rossville or Blazing Star Burial Ground,01/17/1968,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0387.pdf,464.896088129,11787.8949683
"MULTIPOLYGON (((-73.96170083928942 40.780258693528175, -73.96206142140437 40.779769278276895, -73.96217444846573 40.779817395940235, -73.96228936941871 40.779661412613244, -73.96250897974579 40.77936333162151, -73.96249360460263 40.7793567871718, -73.96251032298846 40.77933409545555, -73.96254638093599 40.779285152282064, -73.96255756286003 40.7792699752506, -73.96256706251239 40.77925708134501, -73.96257638551779 40.77924442601435, -73.96268631704034 40.7790952133349, -73.9627908907119 40.778953269472126, -73.96280339911961 40.77893629184002, -73.96281605215461 40.778919117043145, -73.96286477688794 40.77885298096309, -73.96287829372598 40.77885873502477, -73.96290323221146 40.77882488507323, -73.96308735370302 40.77857496748257, -73.96320708350069 40.77841245070812, -73.96317347572925 40.77839814359865, -73.96308227162756 40.778359316275264, -73.96315387343752 40.77826212546862, -73.96314820050404 40.77825971030844, -73.96337101740524 40.77795726390365, -73.96343706674033 40.77786760835485, -73.96355376179223 40.777917287314764, -73.96356212181009 40.777905940927724, -73.96379428544397 40.77800477669881, -73.96381180522235 40.77801223475927, -73.96382370417763 40.778017300219, -73.96383539232427 40.77802227556105, -73.96384699046337 40.778027213052574, -73.963858505701 40.77803211539735, -73.9638700529173 40.778037031258556, -73.9638815065731 40.77804190746714, -73.96389286311607 40.77804674132054, -73.9638984188095 40.7780491068798, -73.96389203501909 40.77805777311491, -73.96385705514002 40.77810525464048, -73.96382607620548 40.778147304680814, -73.96384948215432 40.77815726887991, -73.96387625737462 40.77812092399873, -73.96388576135003 40.778108022779676, -73.96451739268005 40.778376912674254, -73.96450469514008 40.77839414707857, -73.96452573851593 40.77840310545157, -73.96457890903807 40.778330930341966, -73.96464609670667 40.77835953291679, -73.96460059027247 40.778421304207626, -73.96458091598008 40.77841292889411, -73.96455900025731 40.77844267835244, -73.96475348136494 40.77852546804436, -73.96513189483044 40.77868655604598, -73.96513938703536 40.7786897460906, -73.96512941022216 40.77870328932686, -73.96484063449499 40.77909528023423, -73.9648154491661 40.779084558372425, -73.96461745355795 40.779000273780504, -73.96456980094379 40.77906495841932, -73.96446559483427 40.77920640602851, -73.96439636845334 40.77930037367171, -73.96438692794855 40.77929635541551, -73.96434843635535 40.779348603254384, -73.96424923804076 40.77948325251982, -73.96417905318502 40.77957852095686, -73.9642314184833 40.779600812943045, -73.96424501612776 40.77960660108786, -73.96427534248198 40.77960037001385, -73.96431277147637 40.77959268051729, -73.964315668822 40.77958874892185, -73.96436336947728 40.779524000472314, -73.96437202241279 40.779527684400506, -73.96445404414278 40.77956260058482, -73.96451345497432 40.77971296852573, -73.96456640074442 40.7798469759243, -73.96450500284953 40.779930317404904, -73.96445107420858 40.77994216399532, -73.96413569115113 40.78001144455217, -73.96408123989282 40.77998826487929, -73.96403866312141 40.77997013980279, -73.96409092258409 40.77989920464205, -73.9640757428493 40.77987029019275, -73.96406575833743 40.77985127207816, -73.96400283074955 40.77982448411384, -73.96391337591669 40.77994590774892, -73.96389475629657 40.77997118081019, -73.9638762030509 40.779996363838976, -73.96385520763536 40.78002486264771, -73.96381814493365 40.780075170170164, -73.96378356701715 40.780122105180666, -73.96377693693437 40.78011928272444, -73.96376246770785 40.780138922627124, -73.96365907858218 40.78027925852225, -73.96357248674241 40.78039679351945, -73.96359419268843 40.78040603412622, -73.96372944549299 40.78046360984771, -73.96373994613657 40.7804680796421, -73.96375090276467 40.78047274408734, -73.96377698975526 40.78048384917621, -73.96380159036616 40.78049432163985, -73.96381482151111 40.78052299237513, -73.96381509957638 40.78052359399775, -73.96381385122147 40.78052528835047, -73.96354227619862 40.78089390877271, -73.96350291916994 40.780901198484784, -73.9632931068656 40.78081188129705, -73.96320693889756 40.78077519978682, -73.96312120095159 40.78073870115145, -73.96303731664068 40.78070299098581, -73.96292873239076 40.78065676665943, -73.96289392473508 40.78070401109789, -73.96290931207167 40.78071056180017, -73.96286236079088 40.780774289609646, -73.96279707118065 40.7807464961699, -73.96285064379177 40.78067378171097, -73.96283115973736 40.780665487208175, -73.96281906358348 40.78068190395926, -73.96278065568875 40.78066555375378, -73.96219292214977 40.780415348861965, -73.9622022619858 40.78040267195718, -73.96220717849907 40.78039599814838, -73.96219123939252 40.78038921304043, -73.9621849713413 40.780397719827135, -73.96213977421839 40.7804590669937, -73.96213561593109 40.780457296141044, -73.96212588523056 40.78045315423626, -73.96211882763124 40.780450149642824, -73.96211288333046 40.780447619079055, -73.96210830578133 40.78044566978819, -73.9621034830696 40.78044361685879, -73.96180430379908 40.78031625103635, -73.96181188075789 40.78030596621254, -73.96176664434161 40.780286708385376, -73.96170083928942 40.780258693528175)))",1192,MN,1111,1,Fifth Avenue and East 82nd Street,1011110001,Metropolitan Museum of Art,LP-00410,"Borough of Manhattan Tax Map Block 1111, Lot 1 in part, consisting of the land on which the described buildings are situated.",Designated,,06/09/1967,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0410.pdf,3903.19352819,487372.478702
"MULTIPOLYGON (((-74.0189672338816 40.69260906418274, -74.01901713938277 40.692602807287514, -74.0190209298533 40.69260233209078, -74.0190448770133 40.69259932942223, -74.01919200613112 40.6925808831868, -74.01920707007878 40.69257581889036, -74.01922241693097 40.692571273240155, -74.01923801593014 40.69256725434579, -74.01925383631928 40.69256377211803, -74.0192698437906 40.69256083106507, -74.01928600995274 40.69255843929615, -74.01930229931457 40.69255660041928, -74.01931868111761 40.692555318942084, -74.01933512223665 40.692554597571686, -74.01935158836248 40.69255443541329, -74.01936804873627 40.69255483607405, -74.01938446786517 40.69255579685853, -74.01940081498851 40.6925573150703, -74.01941705579706 40.692559389814676, -74.0194331583466 40.6925620165946, -74.0194490906921 40.692565188211304, -74.01946482088937 40.69256890016782, -74.01948031580996 40.69257314436515, -74.01949554587445 40.69257791180328, -74.0195104815034 40.69258319348222, -74.01952509075082 40.69258897950185, -74.01953934403623 40.69259525726012, -74.01955321532816 40.69260201415443, -74.01955350522982 40.69260216989391, -74.01956667386267 40.69260923668245, -74.01957969479112 40.69261691134081, -74.019592252081 40.6926250219249, -74.01960431851658 40.692633552230305, -74.01961587161396 40.69264248425066, -74.01962688770675 40.69265180178101, -74.01963734549373 40.69266148591428, -74.01964722249004 40.69267151594276, -74.01965649976037 40.692681872058486, -74.01966515836932 40.69269253445357, -74.01967318056407 40.69270348151886, -74.01968055214066 40.69271469074416, -74.01968725652904 40.6927261396195, -74.01969328070828 40.692737805634465, -74.01969759116355 40.69274739175749, -74.01969861284029 40.69274966537781, -74.01970324227005 40.692761695438186, -74.01970715952473 40.69277386970235, -74.01971035631601 40.69278616655954, -74.01971282672034 40.69279855989593, -74.0197145659975 40.69281102449801, -74.01971557059066 40.692823536052565, -74.01971583812573 40.69283606934572, -74.01971536859456 40.69284859826252, -74.01971416199011 40.69286110029017, -74.01971222066989 40.69287354751238, -74.01970955054206 40.69288591651469, -74.01970524195308 40.69289869372986, -74.01970018678497 40.69291131168184, -74.01969439686106 40.69292374605473, -74.01968788163771 40.69293596983131, -74.01968065530507 40.69294796049627, -74.01967273205247 40.69295969283271, -74.01966412725297 40.69297114342447, -74.01965485864633 40.69298229065614, -74.01964494515485 40.692993111110916, -74.01963440570152 40.69300358317314, -74.01962326157582 40.693013686127145, -74.01961153525059 40.69302340015775, -74.01959925038184 40.69303270544938, -74.01958643180916 40.6930415839874, -74.01957310318893 40.69305001685687, -74.01955929409382 40.693057987843325, -74.01954503054723 40.693065480732876, -74.01953033975605 40.693072480212194, -74.01951525366047 40.693078974568834, -74.01949980183345 40.693084947588545, -74.01948401384992 40.69309039026097, -74.01946792164978 40.69309528907289, -74.01945155835762 40.69309963591398, -74.01943495709783 40.69310342177339, -74.01941853292291 40.69310591176244, -74.01940197962648 40.69310784165193, -74.01938533033453 40.69310920783414, -74.01936861698975 40.69311000580106, -74.01935187271918 40.69311023554711, -74.01933513301609 40.693109897066336, -74.01932986579608 40.69310961068753, -74.01931842864109 40.693108989453016, -74.01930179390516 40.693107515403014, -74.01928526311947 40.69310547851263, -74.0192688682288 40.69310288147803, -74.0192526411786 40.69309972969714, -74.01923661509804 40.69309603036854, -74.01922082193273 40.69309178979051, -74.0192052936292 40.69308701696297, -74.01919006095115 40.69308172178656, -74.01917515347894 40.693075914162165, -74.01916060197667 40.69306960579136, -74.01914643365959 40.693062810177494, -74.01913267929169 40.69305553902226, -74.01911936490563 40.69304780763014, -74.01910651653442 40.69303963310679, -74.01909416021005 40.6930310289557, -74.01908232196608 40.69302201408348, -74.01907102310334 40.69301260649701, -74.01906028728874 40.69300282420284, -74.01905013700639 40.6929926861081, -74.01904059000907 40.69298221472286, -74.01903166759763 40.69297142895455, -74.01902384926348 40.692961518301566, -74.01901666262458 40.69295133378776, -74.01901012779966 40.69294089792272, -74.01900425662656 40.69293023591895, -74.0189990633091 40.69291937208807, -74.01899455968449 40.69290832984153, -74.01899075640829 40.692897137093624, -74.01898766295177 40.6928858181566, -74.0189852864206 40.692874399144344, -74.01898363037105 40.692862906171044, -74.0189827007257 40.69285136535075, -74.01898249867524 40.692839804599124, -74.01898302422642 40.69282824913054, -74.01898427738678 40.69281672686092, -74.01898625343085 40.69280526300533, -74.01898894999972 40.692793884579544, -74.01899236000223 40.692782618600056, -74.01896784674142 40.69261329829362, -74.0189672338816 40.69260906418274)))",1198,MN,1,10,Hay Road,1000010010,Castle Williams,LP-00542,"Borough of Manhattan Tax Map Block 1, Lot 10 in part, consisting of the land on which the described improvement is situated.",Designated,,09/19/1967,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0542.pdf,667.543097919,33524.6701898
"MULTIPOLYGON (((-74.01302178200237 40.69040794873064, -74.01303785207543 40.69030893548513, -74.01305071873593 40.69022966905321, -74.01305542260326 40.6902301115722, -74.0130923164943 40.690233581560776, -74.01313039582065 40.690237162165396, -74.01322471454522 40.69024603222649, -74.01323673922606 40.69024716278909, -74.01323056655139 40.690285191271194, -74.01322667672446 40.69030916337979, -74.0132410710999 40.69031051699685, -74.01326541625275 40.69031280689978, -74.01324927089374 40.690412283049454, -74.01324654376002 40.69042908513854, -74.0131943526716 40.690424177033755, -74.01311314446559 40.69041654095891, -74.01302178200237 40.69040794873064)))",1201,MN,1,10,"Nolan Park, west of Barry Road",1000010010,Commanding Officer's Quarters,LP-00546,"Borough of Manhattan Tax Map Block 1, Lot 10 in part, consisting of the land on which the described building is situated.",Designated,,09/19/1967,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0546.pdf,256.501982648,3863.96691003
"MULTIPOLYGON (((-73.94675157643123 40.69050567600435, -73.94689614044866 40.690489061695, -73.94690709467892 40.69054354870653, -73.94676258241904 40.690560389982906, -73.94675157643123 40.69050567600435)))",1219,BK,1785,161,679 Lafayette Avenue,3017850161,Magnolia Grandiflora,LP-00641,Too long,Designated,,05/12/1970,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0641.pdf,121.336599302,815.918034795
"MULTIPOLYGON (((-73.99457383214279 40.70278570260882, -73.99471206009738 40.702562252447684, -73.99465376024281 40.70253925428546, -73.99464757079602 40.70253681271033, -73.99457624369593 40.70250867468141, -73.99447651516974 40.70247663423158, -73.99450226927051 40.70242837073347, -73.99460467408555 40.70246271569632, -73.99464978464539 40.702389792554925, -73.99472288558248 40.70241506519151, -73.99478188486255 40.70243546267275, -73.9949295672129 40.70248651928722, -73.99490595587423 40.702524688238235, -73.99488137529625 40.70256442583265, -73.99485782543981 40.70260249391876, -73.99471352576919 40.70283576045374, -73.99457383214279 40.70278570260882)))",1224,BK,200,5,8 Cadman Plaza West (Old Fulton Street),3002000005,Brooklyn City Railroad Company Building,LP-00718,"Borough of Brooklyn Tax Map Block 200, Lot 1.",Designated,,02/20/1973,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0718.pdf,510.434138475,8655.72020994
"MULTIPOLYGON (((-73.87295067795766 40.841625106490284, -73.87294996750238 40.841624589724695, -73.87292060203832 40.84160322467427, -73.87290719001767 40.84161385643671, -73.87278340295677 40.84152379124761, -73.87283001369147 40.84148684405164, -73.87283716977231 40.84148117072484, -73.87284455966514 40.84148654671612, -73.87295299917344 40.84140058799144, -73.87295429239438 40.84139956285273, -73.8729534528757 40.84139895229363, -73.87294690250407 40.84139418596792, -73.87295528765823 40.841387538752585, -73.87295699770137 40.84138618359168, -73.87300000409412 40.84135209232526, -73.8731230202843 40.84144159722988, -73.8731022598953 40.841458054331724, -73.87312925922987 40.841477238439, -73.87313583588747 40.84148191113183, -73.87308862262135 40.841518421048704, -73.87299875349179 40.84158793031374, -73.87299706131975 40.84158923866924, -73.87299703756896 40.84158925755346, -73.87295067795766 40.841625106490284)))",1229,BX,4011,210,481 Morris Park Avenue,2040110210,"New York, Westchester & Boston Railroad, Administration Building",LP-00839,"Borough of the Bronx Tax Map Block 4011, Lot 210 in part consisting of the land on which the described building is situated.",Designated,now the East 180th Street Subway Station,05/11/1976,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0839.pdf,297.900528775,4857.15157822
"MULTIPOLYGON (((-73.98397952146136 40.7526993957952, -73.98397871833959 40.75270050240495, -73.98394375763978 40.75274867638928, -73.98382153930788 40.752917085356216, -73.98379956986744 40.75292592073101, -73.98378812860798 40.75293052160544, -73.98372238386503 40.75290286771214, -73.98363611750507 40.75286658312349, -73.98363023128127 40.75283679626295, -73.98378751617007 40.752620069504175, -73.98378821505369 40.75261910696197, -73.9838119548688 40.752629070793596, -73.98397811009373 40.75269880306621, -73.98397952146136 40.7526993957952)))",1233,MN,841,71,40 West 40th Street,1008410071,American Radiator Building,LP-00878,"Borough of Manhattan Tax Map Block 841, Lot 71 in part, consisitng of the land on which the described building is situated.",Designated,now the Bryant Park Hotel,11/12/1974,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0878.pdf,311.290698451,5958.8434827
"MULTIPOLYGON (((-74.04443069358885 40.68965893828151, -74.04432625708587 40.68953512914848, -74.04417446201289 40.689554268495186, -74.04420306793345 40.689413616228606, -74.04403053219237 40.68939328484298, -74.04401828689221 40.68939184150196, -74.04409840867488 40.689273752617616, -74.0439697327918 40.6891313505355, -74.0441450766872 40.68907358840988, -74.04420727675232 40.68885450472808, -74.04450998543774 40.68890428549546, -74.04463926121846 40.6888054481929, -74.04464990521734 40.68880602039218, -74.04477404571823 40.688952954868284, -74.04494342813946 40.6889334278446, -74.04490133370193 40.68906840512927, -74.04508449952759 40.68910275023922, -74.04499305541604 40.68921154193698, -74.04509323344024 40.68933314227897, -74.04493005302244 40.68941289523876, -74.04495865822159 40.68953681002017, -74.04495545463108 40.6895386510206, -74.04492415668781 40.689533877914656, -74.04482205535743 40.689518306427, -74.04476632885792 40.68954852053158, -74.04474512345317 40.68964789232661, -74.0447419813317 40.6896496774653, -74.04473956244674 40.68964853745526, -74.04461648342314 40.68959050392664, -74.0445931904547 40.68957952128856, -74.04443069358885 40.68965893828151)))",1238,MN,1,101,Liberty Island,1000010101,Statue of Liberty,LP-00931,"Borough of Manhattan Tax Map Block 1, Lot 101 in part.",Designated,,09/14/1976,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0931.pdf,1196.33557563,60488.729272
"MULTIPOLYGON (((-73.97907891492078 40.79170997391521, -73.97925743674061 40.791786753125756, -73.97916958957704 40.79190463889253, -73.97918861346689 40.791912428055056, -73.97919828064602 40.79191626773264, -73.97920697944072 40.79192126888011, -73.97921447055404 40.79192729457855, -73.97922054787375 40.791934179098966, -73.97922504321012 40.7919417324056, -73.97922783340289 40.791949747361436, -73.97922884150549 40.79195800152915, -73.97922804033604 40.791966269778804, -73.97922545010793 40.791974322486396, -73.97922114434999 40.79198193994299, -73.97921524042795 40.79198891055201, -73.97920790072595 40.791995043436444, -73.9791993279063 40.792000169338436, -73.97918975779864 40.79200414782236, -73.97917945347501 40.79200686817389, -73.97916869932351 40.79200825660323, -73.97915779156986 40.7920082744423, -73.9791470299826 40.79200692084479, -73.97913671076348 40.792004233685354, -73.97912711825434 40.79200028685662, -73.97909930132633 40.79203476197304, -73.97911100745749 40.79203921346731, -73.97909197354747 40.7920670165654, -73.97909433662453 40.792088127422886, -73.97909195436385 40.79210923651908, -73.97908489804418 40.79212973332733, -73.97907337164274 40.79214902445422, -73.97905770709161 40.79216655074791, -73.97903836071758 40.79218180530817, -73.97901589072656 40.79219434518859, -73.97899094890435 40.792203808505036, -73.97898362702354 40.79221715438559, -73.97895874988431 40.79220936322073, -73.97893653552596 40.792215272748635, -73.97891336112897 40.7922183932472, -73.97888982862817 40.7922186446816, -73.97886654704482 40.79221601995924, -73.97876259156462 40.79236393413765, -73.97880502787821 40.79238062551767, -73.97875524690417 40.792448465445815, -73.9787303693497 40.79244178725017, -73.97872458868528 40.792448368840226, -73.97871739594162 40.79245409019146, -73.97870900918777 40.792458779348365, -73.97869968084471 40.79246229407837, -73.97868969294345 40.7924645281743, -73.97867934646032 40.79246541505458, -73.97866895420799 40.79246492686163, -73.97865883017003 40.792463078961966, -73.97864928002308 40.79245992724336, -73.97864059165829 40.79245556631183, -73.97863302807224 40.792450128589834, -73.9786268167059 40.79244377711032, -73.97862214588959 40.79243670551603, -73.97861915655328 40.79242912545078, -73.978617938672 40.79242126655903, -73.97861853008463 40.79241336567942, -73.978620910571 40.79240566234119, -73.97862501014913 40.79239838886034, -73.97859428049664 40.79238837319637, -73.97864406087628 40.79232275757269, -73.97869088667608 40.792340562826425, -73.97880509020106 40.792184865771965, -73.97879244455373 40.79217644646956, -73.97878171764164 40.79216660923102, -73.97877318071737 40.79215560174441, -73.9787670517041 40.79214370410594, -73.97873632179258 40.79213480059725, -73.97875535587073 40.79210699665767, -73.97874970603488 40.792089855493224, -73.97874771636184 40.792072249444686, -73.9787494352846 40.79205462697042, -73.97875482000248 40.79203743651152, -73.97876373411508 40.79202111568547, -73.97877594881118 40.792006080480455, -73.9787911547212 40.791992712650696, -73.97880896547464 40.79198135251309, -73.97882892599661 40.791972289943914, -73.97885052791388 40.79196575537698, -73.97886517167072 40.79193906363125, -73.97888126917962 40.79194240293567, -73.97890616206882 40.79190014161035, -73.9788827486996 40.7918912385786, -73.97894277719847 40.79181116626446, -73.9789632646745 40.79181784361378, -73.97896577527466 40.791814391553615, -73.97896897890087 40.79181128811353, -73.97897279021915 40.79180861162135, -73.9789771144201 40.79180643049783, -73.97898184129524 40.791804800553756, -73.97898684879186 40.7918037640904, -73.97899200893855 40.79180334629837, -73.97899719139848 40.79180355886047, -73.97900226347066 40.79180439544894, -73.97900709482855 40.79180583532859, -73.9790115634444 40.79180784155669, -73.97907891492078 40.79170997391521)))",1239,MN,1254,1,Riverside Drive at West 89th Street,1012540001,Soldiers' and Sailors' Monument,LP-00932,"Borough of Manhattan Tax Map Block 1254, Lot 1 in part.",Designated,,09/14/1976,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0932.pdf,819.588096207,17567.5145718
"MULTIPOLYGON (((-74.00377826803529 40.71876916561974, -74.00397317701182 40.71852411320896, -74.00409058449486 40.71857795508661, -74.00420799216754 40.71863179594356, -74.00401308137228 40.71887684784787, -74.00389567579255 40.718823007694326, -74.00388347660679 40.7188174132387, -74.00377826803529 40.71876916561974)))",1247,MN,193,0,46-50 White Street,0,Woods Mercantile Buildings,LP-01040,"Borough of Manhattan Tax Map Block 193, Lots 10 and 11.",Designated,,09/11/1979,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1040.pdf,360.711722856,7931.03505548
"MULTIPOLYGON (((-73.98249445852302 40.75239391456645, -73.98201625106661 40.752192771486435, -73.98207425055557 40.75211310828451, -73.98255470356396 40.75231116633375, -73.98249445852302 40.75239391456645)))",1249,MN,841,49,452 Fifth Avenue,1008410049,Knox Building,LP-01091,"Borough of Manhattan, Tax Map Block 841, Lot 49.",Designated,,09/23/1980,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1091.pdf,370.461713049,5120.36282379
"MULTIPOLYGON (((-73.96097370568916 40.81189855826492, -73.96110694771116 40.81195340216672, -73.95980762947481 40.81372439791196, -73.95971033064853 40.81386374471971, -73.95885033440055 40.81506663848175, -73.95876401749436 40.81518931027458, -73.95861335109612 40.81541083529586, -73.95862745845962 40.815417988504294, -73.95816763367542 40.8160492033489, -73.95815352398019 40.816045624156494, -73.95803426643397 40.8161837701704, -73.95802015628361 40.81617899960413, -73.95793540647394 40.81630047996861, -73.95787106084343 40.81638861151991, -73.95748184651592 40.81692216431935, -73.95742534575867 40.81700195900506, -73.9570392659741 40.81752717281721, -73.95696393354645 40.81762840377951, -73.95656842499763 40.81817267235603, -73.95651035390553 40.81825246688677, -73.95612268752828 40.81878363281322, -73.95604892519711 40.81887771561388, -73.95523275465222 40.82000793079522, -73.95509479830055 40.819950695632194, -73.95592194821357 40.81881810289989, -73.95598786538707 40.81873235578334, -73.95637082879475 40.81819999716892, -73.95641948356699 40.81813330407668, -73.95682911773392 40.81756998048277, -73.95691386809438 40.817453266384355, -73.9572968018667 40.81694592127916, -73.95735330196769 40.81686731711218, -73.95770799127443 40.816377830505644, -73.95783197537041 40.816206330355236, -73.95789474973446 40.816122963679135, -73.95788220816527 40.81611938502621, -73.95797324914528 40.81596812485499, -73.95796070716773 40.815963355753354, -73.95842994866936 40.81532142290187, -73.95844249055901 40.8153261928534, -73.95850368779398 40.815254737941466, -73.95858057662433 40.815164227812886, -73.95866061551015 40.81505108386662, -73.95874065441522 40.81493555804795, -73.95878615790261 40.81488554090228, -73.95954569889452 40.8138529657521, -73.95970262732978 40.81363739753639, -73.96097370568916 40.81189855826492)))",1250,MN,0,0,"Broadway, from West 122nd to West 135th Streets",0,"Interborough Rapid Transit System, Manhattan Valley Viaduct",LP-01094,"The portions of the roadbed of Broadway containing the above described structure, Borough of Manhattan.",Designated,,11/24/1981,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1094.pdf,6819.51577442,150160.448815
"MULTIPOLYGON (((-73.93574351534527 40.79267462320482, -73.93718894907965 40.79328231940925, -73.93723707033759 40.793302503323204, -73.93664224223714 40.79411729274089, -73.93659417554372 40.79409661693826, -73.93516053818409 40.79349121897329, -73.93574351534527 40.79267462320482)))",1264,MN,1705,1,First Avenue between East 111st and 114th Streets,1017050001,Thomas Jefferson Play Center,LP-02236,Too long,Designated,,07/24/2007,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2236.pdf,1619.99575016,159631.947518
