the_geom,OBJECTID,Borough,Block,Lot,Address,BBL,LPC_NAME,LPC_LPNumb,LPC_SiteDe,LPC_SiteSt,LPC_Altern,DesDate,LandmarkTy,URL_REPORT,Shape_Leng,Shape_Area
"MULTIPOLYGON (((-74.00288816295128 40.73950532897028, -74.00321852086878 40.73964632254525, -74.00307935974658 40.739836186603426, -74.00275124593735 40.73969615071923, -74.00288816295128 40.73950532897028)))",729,MN,629,7504,77-79 Eighth Avenue,1006297504,New York County National Bank,LP-01633,"Borough of Manhattan Tax Map Block 629, Lot 35.",Designated,designated as the Manufacturers Hanover Trust Company Building,06/07/1988,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1633.pdf,367.634675173,8285.37522488
"MULTIPOLYGON (((-74.00888779319645 40.70598060331459, -74.00909515970422 40.705597594207646, -74.00980300282308 40.70583066950444, -74.00965725971069 40.706071219224974, -74.00951858663674 40.70630010024328, -74.00906679377505 40.70607126724912, -74.00888779319645 40.70598060331459)))",767,MN,27,7501,55 Wall Street,1000277501,National City Bank Building,LP-00040,"Borough of Manhattan Tax Map Block 27, Lot 1.",Designated,incorporating the Merchants' Exchange,12/21/1965,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0040.pdf,763.17760979,35679.0033661
"MULTIPOLYGON (((-73.95388057185306 40.77797033197614, -73.95428657317825 40.778140909322, -73.95414589024503 40.77833240558175, -73.95382090723515 40.77819544717791, -73.95377519983522 40.7782576670709, -73.95377034902157 40.77826427030957, -73.95368963219109 40.778230254742105, -73.9536935047837 40.7782249829567, -73.95388057185306 40.77797033197614)))",778,MN,1531,1,1511 Third Avenue,1015310001,Yorkville Bank Building,LP-02510,"Borough of Manhattan, Tax Map Block 1531, Lot 1.",Designated,,06/12/2012,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2510.pdf,474.04207859,10989.759045
"MULTIPOLYGON (((-73.97663070948252 40.751560367433434, -73.97681895554206 40.7513024492773, -73.97697916008438 40.75137009768758, -73.97715866960183 40.75112414854798, -73.97748144202384 40.751260445127556, -73.97711369093288 40.75176431460421, -73.97663070948252 40.751560367433434)))",806,MN,1296,7501,110 East 42nd Street,1012967501,Bowery Savings Bank Building,LP-01912,"Borough of Manhattan Tax Map Block 1296, Lots 1001 through 1005.",Designated,,09/17/1996,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1912.pdf,726.040017948,26933.423248
"MULTIPOLYGON (((-73.94301408986941 40.70307688581724, -73.94303829114857 40.70322526884037, -73.94266424366441 40.70325998966822, -73.94264021036126 40.70311261612427, -73.94301408986941 40.70307688581724)))",904,BK,3105,26,47-49 Graham Avenue,3031050026,"Williamsburg Branch, Public National Bank of New York Building",LP-02471,"Borough of Brooklyn Tax Map Block 3105, Lot 26",Designated,,01/17/2012,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2471.pdf,317.538456407,5672.16160393
"MULTIPOLYGON (((-73.96343159529893 40.71067552702529, -73.96355850064786 40.710464832403176, -73.96371324426462 40.71051788986179, -73.96357545957706 40.71073629498742, -73.96342588489374 40.710685009392115, -73.96343159529893 40.71067552702529)))",923,BK,2457,45,135 Broadway,3024570045,Kings County Savings Bank,LP-00165,"Borough of Brooklyn Tax Map Block 2457, Lot 45.",Designated,,03/15/1966,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0165.pdf,269.044143811,4082.73747816
"MULTIPOLYGON (((-73.96220370465525 40.71031445687449, -73.96236054568246 40.71005406878246, -73.96278144853517 40.710198392753966, -73.96264279451265 40.710428589583515, -73.96262460881202 40.71045878231505, -73.96220370465525 40.71031445687449)))",934,BK,2457,28,175 Broadway,3024570028,Williamsburgh Savings Bank,LP-00164,"Borough of Brooklyn Tax Map Block 2457, Lot 28.",Designated,,05/17/1966,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0164.pdf,464.696212769,13356.5077466
"MULTIPOLYGON (((-73.89572035569584 40.86325793191309, -73.89589353689846 40.86302971857373, -73.89607052268161 40.862796493562826, -73.89638424470084 40.86293682626965, -73.89603408152517 40.86339826556267, -73.89572035569584 40.86325793191309)))",941,BX,3154,7501,2516-2530 Grand Concourse,2031547501,Dollar Savings Bank,LP-01889,"Borough of The Bronx Tax Map Block 3154, Lots 1001-1002",Designated,later Emmigrant Savings Bank,07/19/1994,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1889.pdf,589.487768958,19541.1188175
"MULTIPOLYGON (((-73.88998905960749 40.81660774931132, -73.89167490250878 40.81647371345834, -73.89184688716587 40.81710794935752, -73.89095095600157 40.81800043394581, -73.89048637072014 40.81774088814167, -73.89014711329021 40.81717221832575, -73.88998905960749 40.81660774931132)))",942,BX,2739,15,1201 Lafayette Avenue,2027390015,American Bank Note Company Printing Plant,LP-02298,"Borough of the Bronx, Tax Map Block 2739, Lot 15.",Designated,,02/05/2008,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2298.pdf,1711.39760047,186438.107514
"MULTIPOLYGON (((-73.91871886302769 40.815084466150125, -73.91871304045706 40.81508201089143, -73.91884315172082 40.814902061605046, -73.91925172356198 40.81507428853835, -73.91899816571708 40.81520220192845, -73.91871886302769 40.815084466150125)))",943,BX,2307,54,2792 Third Avenue,2023070054,Dollar Savings Bank,LP-02370,"Borough of the Bronx Tax Map Block 2307, Lot 54",Designated,,01/12/2010,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2370.pdf,378.644254792,8213.02787157
"MULTIPOLYGON (((-73.99676746452592 40.716086249475104, -73.99673064520884 40.7161458901257, -73.99668375798325 40.716129547226316, -73.99660413642007 40.71624974050152, -73.99650682452216 40.716214958986534, -73.99633406937727 40.71615321193558, -73.99644211883171 40.71596996420222, -73.99651830760811 40.71599719615916, -73.99676746452592 40.716086249475104)))",1039,MN,202,18,58 Bowery,1002020018,Citizens Savings Bank,LP-02466,"Borough of Manhattan Tax Map Block 202, Lot 18 in part consisting of the land underneath the 1922-24 building.",Designated,,08/09/2011,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2466.pdf,342.876093125,6508.64014947
"MULTIPOLYGON (((-73.9775944358808 40.68579133498327, -73.97758148306742 40.685701435074925, -73.9775633303037 40.685575445161305, -73.97753167141288 40.68535572172994, -73.97751816166368 40.685356850136635, -73.97750428376592 40.68526053117175, -73.97757877970923 40.6852519593121, -73.97784246772731 40.68522994239753, -73.97784435964249 40.68524306865083, -73.97787046765518 40.685424271455275, -73.9779153146194 40.685735515633965, -73.97790144043674 40.68573667463314, -73.97790557367223 40.68576535678917, -73.97777547119189 40.6857762198469, -73.9775944358808 40.68579133498327)))",1243,BK,2111,7501,1 Hanson Place,3021117501,Williamsburgh Savings Bank Building,LP-00971,"Borough of Brooklyn Tax Map Block 2111, Lot 1 in part.",Designated,,11/15/1977,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0971.pdf,579.687429045,17842.7920519
"MULTIPOLYGON (((-74.00512618947782 40.71422979854862, -74.00493996632557 40.71414063274527, -74.00481548250693 40.71408102783127, -74.0047496167839 40.71404949018955, -74.00478025051692 40.71401244822574, -74.0048570423801 40.713919592478746, -74.00493765982004 40.71382210969265, -74.00501794568548 40.71372502759038, -74.00502785271257 40.713713047667255, -74.00503065370732 40.71370966072499, -74.00508446523973 40.71373542646819, -74.00540017626032 40.713886593390555, -74.0051358847393 40.71421807437141, -74.00512618947782 40.71422979854862)))",1280,MN,153,18,51 Chambers Street,1001530018,Emigrant Industrial Savings Bank Building,LP-01438,"Borough of Manhattan, Tax Map Block 153, Lot 1 in part consisting of the land on which the described building is situated.",Designated,,07/09/1985,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1438.pdf,536.964031872,17880.0547157
"MULTIPOLYGON (((-73.98216549181114 40.690046826275065, -73.98279102311379 40.690069822468836, -73.98287871151925 40.690207056654586, -73.98249215413088 40.690677311322126, -73.98248046467033 40.690671780392286, -73.98228995385212 40.69058020236101, -73.98222199982746 40.69054783734519, -73.98227031225109 40.69048906560127, -73.98230089997638 40.69050236818789, -73.98233480915125 40.69045974490457, -73.9822961909643 40.69044179624468, -73.9821584178629 40.690234578585006, -73.98215388862964 40.69022776550022, -73.98216549181114 40.690046826275065)))",1302,BK,0,0,9 DeKalb Avenue,0,Dime Savings Bank,LP-01907,Too long,Designated,,07/19/1994,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1907.pdf,739.034105664,29776.3109318
"MULTIPOLYGON (((-73.84416482647686 40.72184963292147, -73.8444612247569 40.72198017735146, -73.84446196551802 40.72198126797034, -73.8444650999029 40.721987273209216, -73.84446743250209 40.7219934853829, -73.84446894334948 40.721999837826736, -73.84446961601526 40.72200627018423, -73.84446944001063 40.72201271220142, -73.84446841667452 40.72201909724231, -73.84446655562674 40.722025360483094, -73.84446387359107 40.722031436209036, -73.84446039794149 40.72203725962023, -73.84445615959659 40.72204276862316, -73.8444512048578 40.72204790294604, -73.84444558356259 40.72205260862557, -73.84443935501527 40.72205683261147, -73.84443258441927 40.722060529966285, -73.84442534407141 40.72206365936411, -73.84441691498441 40.72206645036406, -73.84438723890452 40.722069748452725, -73.84430110683536 40.72207918192581, -73.84412573646802 40.72200255699944, -73.84409093072357 40.72193498596308, -73.84408818818548 40.721929471122536, -73.84408609554794 40.72192340785027, -73.84408485185823 40.72191721605407, -73.84408446998205 40.72191096148863, -73.84408495687106 40.72190470809968, -73.84408630407563 40.72189852611556, -73.84408849606532 40.72189247675003, -73.84409151020401 40.72188662300808, -73.84409531083382 40.72188102877769, -73.8440998575815 40.72187574983578, -73.84410510179917 40.72187083744549, -73.84411098536796 40.72186634375769, -73.8441174490088 40.721862311016054, -73.84412442516363 40.721858778751425, -73.8441318415485 40.72185578288642, -73.84413962235396 40.72185334853252, -73.84414769058498 40.72185150170028, -73.84415596453303 40.721850259388766, -73.84416436368605 40.72184963319562, -73.84416482647686 40.72184963292147)))",1317,QN,2216,1,107-55 Queens Boulevard,4022160001,"Ridgewood Savings Bank, Forest Hills Branch",LP-02066,Too long,Designated,,05/30/2000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2066.pdf,291.648101479,5351.16249459
"MULTIPOLYGON (((-73.93649876544924 40.749916780675505, -73.93635524695055 40.75017499005525, -73.93618643947289 40.75012535260845, -73.93634844121739 40.74983612220787, -73.93635849538198 40.7498411300755, -73.9363856217071 40.749855058781804, -73.93643213341859 40.74987970790222, -73.93649876544924 40.749916780675505)))",1365,QN,403,9,29-27 Queens Plaza North,4004030009,"Bank of the Manhattan Company Building, Long Island City",LP-02570,"Borough of Queens Tax Map Block 403, Lot 9.",Designated,,05/12/2015,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2570.pdf,317.798774949,5425.62948491
"MULTIPOLYGON (((-73.93116934660583 40.66949620088342, -73.93120080877604 40.66907251532024, -73.93144893415105 40.669085995575024, -73.93141747473416 40.66950968030553, -73.93116934660583 40.66949620088342)))",1368,BK,1390,44,1117 Eastern Parkway,3013900044,East New York Savings Bank Building,LP-02472,"Borough of Brooklyn Tax Map Block 1390, Lot 44",Designated,,03/08/2016,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2472.pdf,447.229000375,10667.8787942
"MULTIPOLYGON (((-73.95859328257855 40.7097410481429, -73.95856929434058 40.70978061697229, -73.95829333739367 40.709683741200486, -73.9584113693586 40.70948905108705, -73.95868732448712 40.70958592747844, -73.95866273576902 40.7096264866747, -73.95867900499424 40.70963219815387, -73.95860955182577 40.709746759631805, -73.95859328257855 40.7097410481429)))",0,BK,2447,36,"209 Havemeyer Street, Brooklyn (aka 257 South 5th Street)",3024470036,The Dime Savings Bank of Williamsburgh,LP-02598,"Borough of Brooklyn Tax Map Block 2447, Lot 36 in part",Designated,,03/27/2018,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2598.pdf,334.676381922,6809.97512178
