the_geom,OBJECTID,Borough,Block,Lot,Address,BBL,LPC_NAME,LPC_LPNumb,LPC_SiteDe,LPC_SiteSt,LPC_Altern,DesDate,LandmarkTy,URL_REPORT,Shape_Leng,Shape_Area
"MULTIPOLYGON (((-74.15605897893656 40.636792541616835, -74.1560517648104 40.6363558891178, -74.15613807801141 40.63635105952429, -74.1562751742277 40.63634338905782, -74.15631085477708 40.63679823028329, -74.15605897893656 40.636792541616835)))",15,SI,1211,87,2876 Richmond Terrace,5012110087,Stephen D. Barnes House,LP-00930,"Borough of Staten Island, Tax Map Block 1211, Lot 87.",Designated,,07/13/1976,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0930.pdf,457.214045579,10718.5553961
"MULTIPOLYGON (((-74.0903418101153 40.64153538055617, -74.09045694826993 40.64192319483593, -74.09079825952676 40.64186636786637, -74.09093859106208 40.64184300378117, -74.09094598410995 40.64186790448426, -74.09089147993636 40.64187697978034, -74.09091201298737 40.64194613690262, -74.09013373614135 40.64207571284467, -74.09010494548454 40.64203311565342, -74.0900783925636 40.64198775481073, -74.09005010128547 40.6419297025104, -74.09003548730875 40.641893073643864, -74.09001722313276 40.641837444884644, -74.08999757677608 40.64174482749262, -74.0900625228217 40.6416943088697, -74.0901421953643 40.641640398119264, -74.0902209397833 40.64159436938232, -74.09026505127126 40.64157132110619, -74.09031009374526 40.64154961925805, -74.0903418101153 40.64153538055617)))",16,SI,58,77,66 Harvard Avenue,5000580077,66 Harvard Avenue House,LP-00331,"Borough of Richmond Tax Map Block 58, Lot 77.",Designated,also known as the Pritchard House,03/19/1968,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0331.pdf,803.251073493,21463.3601574
"MULTIPOLYGON (((-74.10332163629903 40.617468438654804, -74.10396436479999 40.617141734464, -74.10414396961521 40.61734110490555, -74.10374945849506 40.61754587818126, -74.10380488308519 40.61761213983333, -74.103725181123 40.617653510585086, -74.10376466613262 40.61770071629776, -74.10368874734382 40.61774012137289, -74.10364926118291 40.617692915635345, -74.10356884463589 40.61773465523573, -74.10354924439555 40.61774482987273, -74.10332163629903 40.617468438654804)))",17,SI,246,56,1197 Clove Road,5002460056,John King Vanderbilt House,LP-01639,"Borough of Staten Island Tax Map Block 246, Lot 56.",Designated,,10/06/1987,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1639.pdf,709.287034808,22260.6125493
"MULTIPOLYGON (((-74.0805060668504 40.62892264820083, -74.08043851520608 40.62888698896346, -74.08037994275129 40.62885606914953, -74.08038466213442 40.62885102383859, -74.08007896126813 40.628689645155355, -74.08018163549049 40.6285807142353, -74.08048395474691 40.62874030748229, -74.08053693057464 40.62876827295583, -74.08063029360262 40.62881755961688, -74.08052052548653 40.62893028168946, -74.0805060668504 40.62892264820083)))",19,SI,518,7,390 Van Duzer Street,5005180007,390 Van Duzer Street House,LP-00773,"Borough of Richmond Tax Map Block 518, Lot 7.",Designated,,12/18/1973,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0773.pdf,404.47144402,7490.34314682
"MULTIPOLYGON (((-74.08137529062257 40.6381496699871, -74.08138906240674 40.63809448993771, -74.08176059403226 40.638153096905235, -74.08174548648768 40.638208066326555, -74.08137529062257 40.6381496699871)))",20,SI,25,5,411 Westervelt Avenue,5000250005,"411 Westervelt Avenue House, Horton's Row",LP-02377,"Borough of Staten Island Tax Map Block 25, Lot 5.",Designated,,09/15/2009,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2377.pdf,251.14955161,2150.70472617
"MULTIPOLYGON (((-74.06352450610024 40.59942615542913, -74.06336306532856 40.59916838351794, -74.06368211863249 40.59906411305552, -74.06394239046227 40.59943503156521, -74.06361406987553 40.599569160198364, -74.06352450610024 40.59942615542913)))",21,SI,3105,1,45 McClean Avenue,5031050001,H. H. Richardson House,LP-02141,Too long,Designated,,03/30/2004,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2141.pdf,514.893340279,15718.8392606
"MULTIPOLYGON (((-74.08194618553848 40.63958237576359, -74.08231907980876 40.63953007653927, -74.08249626209049 40.63950522581542, -74.08256189491915 40.639775743235035, -74.08200664911702 40.63985392467198, -74.08194618553848 40.63958237576359)))",22,SI,38,35,344 Westervelt Avenue,5000380035,August and Augusta Schoverling House,LP-02073,"Borough of Staten Island Tax Map Block 38, Lot 35.",Designated,,01/30/2001,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2073.pdf,512.509962789,15640.679702
"MULTIPOLYGON (((-74.11189182585163 40.62353643226813, -74.11238003607049 40.62338800859519, -74.11252337513204 40.623647844259736, -74.11242602164397 40.62367744056781, -74.11202463117876 40.6237994693459, -74.11189182585163 40.62353643226813)))",23,SI,305,76,27 Tyler Street,5003050076,Julia Gardiner Tyler House,LP-00344,"Borough of Richmond Tax Map Block 305, Lot 76.",Designated,"originally the Elizabeth Racey House, also known as the Gardiner-Tyler House",04/12/1967,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0344.pdf,500.346143661,15142.8566526
"MULTIPOLYGON (((-74.13027014725897 40.636381207812136, -74.13027373691587 40.636335008876486, -74.13027906433258 40.63626645526694, -74.13028453014253 40.63619613648084, -74.13045079578889 40.63620662543878, -74.13040868741379 40.63639168501363, -74.13027014725897 40.636381207812136)))",25,SI,1012,10,29 Cottage Place,5010120010,29 Cottage Place House,LP-02447,"Borough of Staten Island, Tax Map Block 1012, Lot 10.",Designated,,10/25/2011,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2447.pdf,220.916697746,2881.91968338
"MULTIPOLYGON (((-74.12084957510764 40.57591899722211, -74.12061768279538 40.575619330019585, -74.1209328316813 40.57548554356841, -74.1211618305718 40.575781470608376, -74.12134116390469 40.57601321429377, -74.12103296932693 40.57615598807528, -74.12084957510764 40.57591899722211)))",26,SI,942,37,2475 Richmond Road,5009420037,Gustave A. Mayer House,LP-01652,"Borough of Staten Island Tax Map Block 942, Lot 37",Designated,originally the David R. Ryers House,03/21/1989,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1652.pdf,650.610702342,22549.8310139
"MULTIPOLYGON (((-74.11194890411883 40.64373419835683, -74.11192456779206 40.64361207476169, -74.11203304390274 40.64360042088023, -74.11202031531856 40.6435365504686, -74.11230874172287 40.6435055632575, -74.1123104772154 40.64354630013774, -74.11231158616478 40.6435744123546, -74.11231239358501 40.643603188548276, -74.11231130542522 40.643618331836386, -74.112309772888 40.643632151795714, -74.1123069966798 40.64365230721946, -74.11229201199674 40.64370003854775, -74.11226987908213 40.643747468875205, -74.11224440236305 40.64378760285573, -74.11221707768826 40.643819937438536, -74.11218238387787 40.64385419190572, -74.11215942913037 40.643874861392675, -74.1121352280114 40.64389465228339, -74.11211095132492 40.64391450807995, -74.11209791490433 40.643924332841806, -74.11209763270892 40.6439245447388, -74.1120573792416 40.64372254445376, -74.11194890411883 40.64373419835683)))",28,SI,149,1,1262 Richmond Terrace,5001490001,Cornelius Cruser House,LP-00341,"Borough of Richmond Tax Map Block 149, Lot 1.",Designated,also known as the Kreuzer-Pelton House,08/24/1967,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0341.pdf,455.19339366,9432.99591819
"MULTIPOLYGON (((-74.09170246023098 40.641286139472804, -74.0920832545181 40.64122183800283, -74.09245263921557 40.64115946254972, -74.09245538072786 40.64116888427597, -74.09245830682733 40.64118013300666, -74.09246022160706 40.64118841714158, -74.09246190683356 40.64119654837287, -74.0924636448792 40.6412061122872, -74.09246534378674 40.64121729086337, -74.0924664449653 40.64122623573273, -74.09246771025302 40.64124014503084, -74.09246844910265 40.6412546400895, -74.0924685406221 40.64127290974338, -74.09246766337327 40.64129162413209, -74.09246635529514 40.64130570029423, -74.09246409195227 40.64132228877171, -74.09246138063446 40.641337222455554, -74.09245722843413 40.641351442285796, -74.0924524258435 40.64136637765077, -74.09244693607349 40.641381926821325, -74.09243998602938 40.64139983292288, -74.09243220298687 40.64141805757665, -74.09242249752918 40.64143870707127, -74.09240958810143 40.64146343849029, -74.09239491907232 40.64148865670123, -74.09237937962823 40.64151279048425, -74.09236292633874 40.64153606410303, -74.09234729649823 40.641556399565516, -74.09232726333104 40.64158037575697, -74.09231221598868 40.641597078954355, -74.09230003357891 40.64160987970306, -74.09228307839962 40.641626741118124, -74.09226358213017 40.64164489951556, -74.09224453648447 40.64166150865574, -74.09221967706445 40.64168169301244, -74.09219753421034 40.641698399182985, -74.09217353202936 40.641715293246946, -74.0921512881635 40.64172992289299, -74.09212759841326 40.64174450686608, -74.09210246263483 40.64175894160575, -74.09207679387616 40.64177266175471, -74.0920495655071 40.641786166121285, -74.09202525040823 40.64179737182702, -74.09200100278021 40.64180778861908, -74.09197391013804 40.64181857869529, -74.09194984950825 40.641827445534105, -74.09192387961883 40.64183629588364, -74.09190061835909 40.64184360957866, -74.09187104230148 40.641852106192665, -74.09170246023098 40.641286139472804)))",29,SI,63,50,1 Pendleton Place,5000630050,1 Pendleton Place House,LP-02189,"Borough of Staten Island Tax Map Block 63, Lot 50",Designated,,03/14/2006,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2189.pdf,750.040774203,33660.0001369
"MULTIPOLYGON (((-74.08141670825545 40.63798372362633, -74.0814195609408 40.63797229041689, -74.08168032560047 40.63793574252184, -74.08169198281982 40.63793410970428, -74.08170084658202 40.63793334877183, -74.08171291255002 40.63793343205117, -74.08172630776559 40.63793492819958, -74.0817393986327 40.63793790951873, -74.08175251999769 40.637942626115134, -74.08176343181394 40.63794816555454, -74.08177539449284 40.637956565194884, -74.08178461666374 40.63796563316727, -74.08179057729387 40.63797367056342, -74.08179510457985 40.63798216734311, -74.08179768796133 40.63798928861165, -74.08179931063005 40.637996694227084, -74.08179989832306 40.63800359178543, -74.08179948020795 40.638011595896764, -74.08179091730386 40.63804275184442, -74.08141670825545 40.63798372362633)))",30,SI,25,1,417 Westervelt Avenue,5000250001,"417 Westervelt Avenue House, Horton's Row",LP-02382,"Borough of Staten Island Tax Map Block 25, Lot 1.",Designated,,09/15/2009,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2382.pdf,246.076902225,2400.88147256
"MULTIPOLYGON (((-74.14187688442244 40.57515766508241, -74.14226251989099 40.57506124618289, -74.14220203294369 40.574803020616486, -74.1424150426362 40.574775743682366, -74.14240211825096 40.5747205736939, -74.14264165502054 40.57468989908989, -74.14270072523666 40.574942070154684, -74.1425980770606 40.57496856770618, -74.14266178969292 40.57524054728619, -74.14193943109562 40.575424687300774, -74.14187688442244 40.57515766508241)))",31,SI,2286,18,48 Manor Court,5022860018,"William and Catherine Cass House, The Crimson Beech",LP-01773,"Borough of Staten Island Tax Map Block 2286, Lot 18.",Designated,,08/14/1990,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1773.pdf,890.704365244,32792.2573965
"MULTIPOLYGON (((-74.09895825709485 40.64464782705036, -74.09892577605385 40.644224214998665, -74.0990405031208 40.644218686123025, -74.09928595987185 40.64420685597681, -74.0992880624516 40.64423425694504, -74.09932234826248 40.64468139608825, -74.09924393229593 40.64467623807697, -74.09914410033072 40.64466803311183, -74.09905892655961 40.64465957409574, -74.09895825709485 40.64464782705036)))",32,SI,70,24,806 Richmond Terrace,5000700024,Tysen-Neville House,LP-00334,"Borough of Richmond Tax Map Block 70, Lot 24.",Designated,also known as the Neville House and the Old Stone Jug,11/15/1967,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0334.pdf,529.741611708,16484.8240968
"MULTIPOLYGON (((-74.08138906240674 40.63809448993771, -74.08140235891601 40.638041214820674, -74.08177517783434 40.638100025247745, -74.08176059403226 40.638153096905235, -74.08138906240674 40.63809448993771)))",33,SI,25,4,413 Westervelt Avenue,5000250004,"413 Westervelt Avenue House, Horton's Row",LP-02378,"Borough of Staten Island Tax Map Block 25, Lot 4.",Designated,,09/15/2009,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2378.pdf,250.480217664,2083.79495032
"MULTIPOLYGON (((-74.08158270021346 40.640173914044865, -74.08155910376699 40.64007670175714, -74.08186728328101 40.64003337852889, -74.08190041321687 40.64017020409482, -74.08159231346477 40.640213515647474, -74.08158270021346 40.640173914044865)))",34,SI,27,5,327 Westervelt Avenue,5000270005,Vanderzee-Harper House,LP-02349,"Borough of Staten Island Tax Map Block 27, Lot 5",Designated,,11/17/2009,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2349.pdf,275.304006245,4408.10888008
"MULTIPOLYGON (((-74.11770440614256 40.62533356358459, -74.11773631190341 40.62531309269561, -74.11805215262103 40.625110449711364, -74.1181949285507 40.6252099168238, -74.118314064679 40.62530138985171, -74.1179325225335 40.62554703779496, -74.11770440614256 40.62533356358459)))",35,SI,314,1,665 Clove Road,5003140001,Mark W. Allen House,LP-02190,"Borough of Richmond Tax Map Block 314, Lot 1.",Designated,,06/13/2006,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2190.pdf,465.805510704,13325.9581899
"MULTIPOLYGON (((-74.08140235891601 40.638041214820674, -74.08141670825545 40.63798372362633, -74.08179091730386 40.63804275184442, -74.08177517783434 40.638100025247745, -74.08140235891601 40.638041214820674)))",36,SI,25,3,415 Westervelt Avenue,5000250003,"415 Westervelt Avenue House, Horton's Row",LP-02381,"Borough of Staten Island Tax Map Block 25, Lot 3.",Designated,,09/15/2009,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2381.pdf,254.366784657,2256.83125785
"MULTIPOLYGON (((-74.07583998709488 40.642850781606455, -74.0765201471332 40.64254697063376, -74.07692938468588 40.64309406161248, -74.07624800497476 40.643386966011455, -74.07583998709488 40.642850781606455)))",37,SI,7,12,12-24 Richmond Terrace,5000070012,Richmond County Courthouse,LP-01206,"Borough of Staten Island Tax Map Block 7, Lot 12.",Designated,,03/23/1982,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1206.pdf,891.14159354,49608.1159935
"MULTIPOLYGON (((-74.10499851718416 40.59832843409086, -74.10552443455657 40.5981591313156, -74.10584531397569 40.59809688923983, -74.10594999886582 40.5981132597393, -74.10594395466566 40.59815117283122, -74.10594200682685 40.5982057238131, -74.10594219823884 40.598253391925724, -74.1059498444865 40.59833909666333, -74.10514567350103 40.598604726804375, -74.10499851718416 40.59832843409086)))",39,SI,866,377,103 Circle Road,5008660377,Gillett-Tyler House,LP-02231,"Borough of Staten Island Tax Map Block 866, Lot 377 (Tentative Lot 377, approved April 4, 2007)",Designated,,10/30/2007,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2231.pdf,714.653815311,26984.35064
"MULTIPOLYGON (((-74.13549435686153 40.616141509757725, -74.13559734235488 40.61576101507146, -74.13586102687555 40.61580529126595, -74.13583170065647 40.61591363889867, -74.1358025491206 40.61602134784619, -74.13577546533655 40.616121413414405, -74.13575880286734 40.61618297746189, -74.13549435686153 40.616141509757725)))",40,SI,439,45,308 Saint John Avenue,5004390045,Peter Housman House,LP-00345,"Borough of Richmond Tax Map Block 439, Lot 45.",Designated,,10/13/1970,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0345.pdf,431.9588332,10570.2982857
"MULTIPOLYGON (((-74.14358232411233 40.57174632781204, -74.14352253933376 40.57143938533438, -74.14398478645033 40.571382225034085, -74.14406305166456 40.57191645574083, -74.1440617416853 40.57193164565282, -74.14405677842691 40.571946557380976, -74.14404916535669 40.57195939131644, -74.1440372260207 40.57197256837321, -74.14401555602 40.571987562282025, -74.1439919100789 40.571996985309, -74.14396907308046 40.572001476037734, -74.14363995402435 40.57204220368169, -74.14358232411233 40.57174632781204)))",42,SI,4437,26,249 Center Street,5044370026,Stephens-Prier House,LP-02022,"Borough of Staten Island Tax Map Block 4437, Lot 26.",Designated,,05/25/1999,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2022.pdf,684.812949842,27809.0531737
"MULTIPOLYGON (((-74.24998485623564 40.50821387590888, -74.25021244417762 40.50814650997172, -74.25043305712416 40.508686287268766, -74.2501885209462 40.508763892722385, -74.24998485623564 40.50821387590888)))",44,SI,8050,13,7647 Amboy Road,5080500013,Rutan Journeay House,LP-02221,"Borough of Richmond, Tax Map Block 8050 Lot 13.",Designated,,03/24/2009,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2221.pdf,555.756268837,14589.2988328
"MULTIPOLYGON (((-74.23882851634582 40.534448009007285, -74.23883859957341 40.53438922119162, -74.23890516325761 40.534291511085854, -74.23955858322125 40.534374107829514, -74.23959232653417 40.53437806729231, -74.23955834771223 40.53453956375157, -74.23952359612983 40.534535872038774, -74.23882851634582 40.534448009007285)))",45,SI,7590,131,71-73 Kreischer Street,5075900131,Kreischerville Workers' Houses,LP-01870,"Borough of Staten Island Tax Map Block 7590, Lot 131 and the portions of the sidewalk and tree lawn immediately adjacent to these buildings, extending to the roadbed of Kreischer Street.",Designated,,07/26/1994,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1870.pdf,520.504536098,12069.7326079
"MULTIPOLYGON (((-74.10773433696116 40.58400183393969, -74.10779418051199 40.583952040951274, -74.10799021756057 40.583788927696, -74.10823632980588 40.583989407679134, -74.10802892262909 40.584159672299776, -74.10798114766251 40.58419889091766, -74.10796623035993 40.58418698019324, -74.10773433696116 40.58400183393969)))",47,SI,897,1,1929 Richmond Road,5008970001,Ernest Flagg Estate Cottage: McCall's Demonstration House,LP-01407,"Borough of Staten Island Tax Map Block 897, Lot 1.",Designated,,02/10/1987,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1407.pdf,408.670305697,10407.3096651
"MULTIPOLYGON (((-74.23880532061537 40.53458325664878, -74.23882851634582 40.534448009007285, -74.23952359612983 40.534535872038774, -74.23955834771223 40.53453956375157, -74.23953079154036 40.53467494581367, -74.23949450471622 40.53467037477475, -74.23880532061537 40.53458325664878)))",48,SI,7590,134,75-77 Kreischer Street,5075900134,Kreischerville Workers' Houses,LP-01871,"Borough of Staten Island Tax Map Block 7590, Lot 134 and the portions of the sidewalk and tree lawn immediately adjacent to these buildings, extending to the roadbed of Kreischer Street.",Designated,,07/26/1994,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1871.pdf,509.611777173,10182.6381714
"MULTIPOLYGON (((-74.19604893918202 40.51351905711223, -74.19606615241156 40.51343757646815, -74.19607473862892 40.513396927133485, -74.19608394047478 40.51335336713007, -74.19609198551113 40.513315275326335, -74.19610124670422 40.51327144055788, -74.1961096234275 40.51323179116753, -74.19612674103804 40.51315074743345, -74.19664900998191 40.51322715807943, -74.19671995685202 40.51325997432743, -74.19660691569987 40.51348566282518, -74.19659563870546 40.51359904280366, -74.19604893918202 40.51351905711223)))",49,SI,6666,1,509 Seguine Avenue,5066660001,Abraham Manee House,LP-01398,"Tax Map Block 6666, Lot 1.",Designated,also known as the Manee-Seguine Homestead,09/11/1984,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1398.pdf,591.082291951,21463.1357341
"MULTIPOLYGON (((-74.15771454817298 40.5322192626425, -74.15742194128703 40.53182102072044, -74.15777288781383 40.53167426421907, -74.15805177155904 40.531557640320074, -74.15837276001608 40.53161419515857, -74.15848048282841 40.531633172843776, -74.15852413919723 40.531640865226315, -74.15868952916894 40.531730192556935, -74.15877985551883 40.53177897900744, -74.15855749297273 40.53201857672592, -74.15832873168392 40.53226506557557, -74.15816235834876 40.5324443299867, -74.15783380548909 40.53225687054332, -74.15778125350529 40.53223428276557, -74.15776302938377 40.53222882448842, -74.1577478697163 40.53222508921251, -74.15773023330988 40.532221608585004, -74.15771454817298 40.5322192626425)))",53,SI,5378,30,4515 Hylan Boulevard,5053780030,Frederick Law Olmsted House,LP-00384,"Borough of Richmond Tax Map Block 5378, Lot 30.",Designated,also known as the Poillon House,02/28/1967,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0384.pdf,1035.05121069,68577.139691
"MULTIPOLYGON (((-74.25204073763324 40.502922591640626, -74.2542848731918 40.50236824434903, -74.25451217407816 40.502312093788, -74.25467269945354 40.502626276849064, -74.25469863142237 40.50267746955072, -74.25475725158718 40.50279094531496, -74.25481364169384 40.502906131610835, -74.25481665198079 40.502911909952786, -74.25464929503434 40.5029516005371, -74.25243712556822 40.50347620841037, -74.25204073763324 40.502922591640626)))",54,SI,7857,90,7455 Hylan Boulevard,5078570090,Conference House,LP-00393,"Borough of Richmond Tax Map Block 7960, Lot 16",Designated,"also known as Bentley Manor, the Christopher Billopp House",02/28/1967,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0393.pdf,1879.56405055,162631.540934
"MULTIPOLYGON (((-74.24937867712833 40.51153266825192, -74.24999152495622 40.511220177533936, -74.25003195676673 40.51126047024481, -74.25011669910485 40.51134491946162, -74.25016602160723 40.51139407290238, -74.24955236151168 40.511712011833666, -74.24937867712833 40.51153266825192)))",57,SI,8028,63,134 Main Street,5080280063,Theodore H. and Elizabeth DeHart House,LP-02181,"Borough of Richmond, Tax Map Block 8028, Lot 63",Designated,,05/16/2006,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2181.pdf,572.231292069,16531.8887127
