the_geom,OBJECTID,Borough,Block,Lot,Address,BBL,LPC_NAME,LPC_LPNumb,LPC_SiteDe,LPC_SiteSt,LPC_Altern,DesDate,LandmarkTy,URL_REPORT,Shape_Leng,Shape_Area
"MULTIPOLYGON (((-73.98024525994515 40.72570596007256, -73.98033300810484 40.725585309582016, -73.98063436466296 40.725712211769796, -73.98054663227559 40.725832841778825, -73.98024525994515 40.72570596007256)))",401,MN,391,1,296 East 8th Street,1003910001,"Children's Aid Society, Tompkins Square Lodging House for Boys and Industrial School",LP-02055,"Borough of Manhattan Tax Map Block 391, Lot 1.",Designated,also known as the Eleventh Ward Lodging House,05/16/2000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2055.pdf,291.405569429,4795.70627751
"MULTIPOLYGON (((-73.98207047365116 40.73277957467478, -73.98211123616623 40.73272379813495, -73.9821482540735 40.73267314939391, -73.98218250201256 40.73262628865006, -73.98221776952396 40.73257803136492, -73.98225263197878 40.73253032871929, -73.98230203428506 40.73246273337055, -73.98235216241861 40.73239414485064, -73.98240553994572 40.732321107393616, -73.98244060463266 40.7322731282643, -73.98310730171572 40.73255471155593, -73.98292562503923 40.7328029206476, -73.98292089153796 40.73280092261852, -73.98273195302514 40.73305905031674, -73.98207047365116 40.73277957467478)))",424,MN,922,8,345 East 15th Street,1009220008,Stuyvesant High School,LP-01958,"Borough of Manhattan Tax Map Block 922, Lot 8.",Designated,,05/20/1997,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1958.pdf,844.800093076,44444.0140803
"MULTIPOLYGON (((-73.95839330618992 40.77969776229578, -73.95857285658201 40.779451665722085, -73.95862528033537 40.77947393506382, -73.95881202142995 40.779217766773314, -73.95920559341597 40.77938499134753, -73.9590362146719 40.77961720408079, -73.95911830719055 40.7796520763619, -73.95892264065645 40.779920327589, -73.95839330618992 40.77969776229578)))",486,MN,1496,26,55 East 84th Street,1014960026,Regis High School,LP-00433,"Borough of Manhattan Tax Map Block 1496, Lot 26.",Designated,,11/19/1969,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0433.pdf,752.796970599,30695.8800007
"MULTIPOLYGON (((-73.96420849926606 40.766194661815035, -73.96438950143218 40.765947145058256, -73.9645692375961 40.765701355686254, -73.96529927488227 40.76600919813506, -73.96493854029168 40.76650250742756, -73.96420849926606 40.766194661815035)))",505,MN,1400,20,869 Lexington Avenue,1014000020,Saint Vincent Ferrer Priory and School,LP-01052,"Borough of Manhattan Tax Map Block 1400, Lot 20.",Designated,including the Holy Name Society Building,05/19/1981,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1052.pdf,873.769025657,47553.0604037
"MULTIPOLYGON (((-73.95612488645743 40.8147634141242, -73.95633200617179 40.814997110523905, -73.95600707947246 40.815160745101146, -73.95581540190216 40.81506281478724, -73.95572612973902 40.81496209055763, -73.95612488645743 40.8147634141242)))",552,MN,1983,11,517-523 West 126th Street,1019830011,"St. Mary's Protestant Episcopal Church, Parish House, and Sunday School",LP-01981,"Borough of Manhattan Tax Map Block 1983, Lot 11.",Designated,,05/19/1998,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1981.pdf,450.72679493,12879.5966689
"MULTIPOLYGON (((-73.99686855739982 40.73902466331241, -73.99705466155046 40.738769347363316, -73.99711576652396 40.73879507010273, -73.99717970103013 40.738821983349744, -73.99721037786726 40.73883489647246, -73.9970242741302 40.73909021357133, -73.99686855739982 40.73902466331241)))",602,MN,791,54,120 West 16th Street,1007910054,New York House and School of Industry,LP-01632,"Borough of Manhattan Tax Map Block 791, Lot 54.",Designated,now the Young Adults Institute,10/02/1990,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1632.pdf,311.359620732,5245.64480905
"MULTIPOLYGON (((-73.97207949787092 40.788884675928706, -73.97225911370948 40.788638479159225, -73.97228579173982 40.78864970491718, -73.97233434433349 40.788670133637105, -73.97238946904129 40.78869332934917, -73.9724400189117 40.78871460047114, -73.97249840960264 40.788739169275075, -73.97255190798448 40.788761680140446, -73.97260279319845 40.788783089947806, -73.97265059969426 40.78880320588295, -73.97269382185152 40.78882139364041, -73.9727363735543 40.78883929756531, -73.9727838105382 40.78885925757091, -73.97283575018855 40.78888111237143, -73.97289030071717 40.78890406727405, -73.97293862268637 40.788924397529684, -73.97298675277965 40.788944649376496, -73.97303957508736 40.788966875298, -73.9728599600641 40.789213073270965, -73.97207949787092 40.788884675928706)))",645,MN,1219,47,132 West 89th Street,1012190047,Public School 166,LP-02072,"Borough of Manhattan Tax Map Block 1219, Lot 47.",Designated,,06/27/2000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2072.pdf,699.184182353,25336.3217208
"MULTIPOLYGON (((-73.95361413353835 40.80270806394349, -73.95379620104727 40.80245891227878, -73.9539770478232 40.80221143115592, -73.95469382845327 40.80251452587754, -73.95451122326656 40.80276441895438, -73.95433150738673 40.803010353383755, -73.95361413353835 40.80270806394349)))",649,MN,1830,19,215 West 114th Street,1018300019,Wadleigh High School for Girls,LP-01840,"Borough of Manhattan Tax Map Block 1830, Lot 19.",Designated,now Wadleigh School,07/26/1994,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1840.pdf,867.794690263,46963.7039352
"MULTIPOLYGON (((-73.94916708210982 40.81859029683462, -73.94917769683961 40.81858390528629, -73.94925103093759 40.818533659258065, -73.94931366883553 40.81848772636271, -73.94937463543936 40.8184401069696, -73.94948929896609 40.81834154026761, -73.94954402066631 40.81828972803707, -73.9495962977509 40.81823688184191, -73.94964634017303 40.81818280546878, -73.94969409929924 40.81812754932719, -73.94973952412667 40.81807116292501, -73.94977511353312 40.81802366732704, -73.95069471775041 40.81841272308973, -73.95063458527525 40.81846050922911, -73.95058960861675 40.81850143824723, -73.9505440193311 40.8185484228245, -73.95050405800022 40.81859528192887, -73.95019255230929 40.819024145258645, -73.94916708210982 40.81859029683462)))",679,MN,1957,78,443-465 West 135th Street,1019570078,New York Training School for Teachers and New York Model School,LP-01859,"Borough of Manhattan Tax Map Block 1957, Lot 78.",Designated,now A. Philip Randolph Campus High School,06/24/1997,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1859.pdf,1147.56625973,77305.3000112
"MULTIPOLYGON (((-73.97889106642187 40.786356694186004, -73.97907387631592 40.78610672769889, -73.97954749221034 40.78630651866028, -73.97936468236139 40.78655648499023, -73.97889106642187 40.786356694186004)))",702,MN,1230,1,460-466 West End Avenue,1012300001,Grammar School No. 9,LP-02318,"Borough of Manhattan, Tax Map Block 1230, Lot 1.",Designated,"later Public School 9 John Jasper School, now Mickey Mantle School Public School 811M",07/14/2009,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2318.pdf,508.391674799,15629.3728308
"MULTIPOLYGON (((-73.97909004832987 40.726437190017634, -73.97925863454712 40.7262061418017, -73.97942519701708 40.72597786653805, -73.97989922351495 40.72617758680857, -73.97977432446298 40.72635090210963, -73.97973268380125 40.72640868495063, -73.97969123016964 40.72646620576096, -73.97956748107208 40.72663792353105, -73.97909004832987 40.726437190017634)))",728,MN,392,10,350 East 10th Street,1003920010,(Former) Public School 64,LP-02188,"Manhattan Tax Map: BLock 392, Lot 10.",Designated,,06/20/2006,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2188.pdf,684.051656437,28832.3931382
"MULTIPOLYGON (((-73.97116514242823 40.79032224781919, -73.97108133247977 40.79043767099472, -73.97084817110594 40.790339874625396, -73.97082284683054 40.79037475000772, -73.9707831803332 40.790358112216, -73.97077557391269 40.790368586711296, -73.97074312167047 40.79035497551625, -73.97085610006125 40.79020155433664, -73.97086107100763 40.79019470818698, -73.97116514242823 40.79032224781919)), ((-73.97141567714507 40.79074322579716, -73.97136042316266 40.790719925136926, -73.971296217095 40.79069285092471, -73.9712310041586 40.790665353190036, -73.9711674663165 40.790638561829844, -73.97110430878624 40.79061192901792, -73.97104104942949 40.79058525472264, -73.97122163766271 40.79033742636935, -73.97161889406082 40.79050493603706, -73.97143835541998 40.790752788431384, -73.97141567714507 40.79074322579716)))",763,MN,1222,0,121-147 West 91st Street,0,Trinity School,LP-01659,"Borough of Manhattan, Tax Map Block 1222, Lot 12 and Lot 17 in part consisting of the land on which the former St. Agnes Parish House is situated, as indicated on the attached survey map as amended 9/7/88.",Designated,including the Former Saint Agnes Parish House,08/01/1989,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1659.pdf,784.571596632,17985.0200799
"MULTIPOLYGON (((-73.94727933904666 40.79187045355215, -73.94709873063118 40.792118703611514, -73.94699249798416 40.79207381348338, -73.94681275030064 40.79232085951427, -73.94647858342833 40.79217967024821, -73.94683858265323 40.79168420229488, -73.94727933904666 40.79187045355215)))",785,MN,1633,13,1674 Lexington Avenue,1016330013,Public School 72,LP-01836,"Borough of Manhattan Tax Map Block 1633, Lot 13.",Designated,"later Public School 107, now Julio de Burgos Cultural Center",06/25/1996,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1836.pdf,691.578963386,25321.2142866
"MULTIPOLYGON (((-73.98276329196248 40.668741716032876, -73.98268987204116 40.66870620398321, -73.98262570653722 40.66867516884707, -73.98256714264826 40.66864684237433, -73.98253462478203 40.668631114439954, -73.9827355850179 40.66839265672316, -73.98328729464667 40.66865950423597, -73.98308633557916 40.668897962908964, -73.98276329196248 40.668741716032876)))",851,BK,1000,1,417 6th Avenue,3010000001,Public School 39,LP-00952,"Borough of Brooklyn Tax Map Block 1000, Lot 1.",Designated,also known as the Henry Bristow School,03/08/1977,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0952.pdf,569.087443023,18716.4806176
"MULTIPOLYGON (((-73.94849898868138 40.684299502470665, -73.94855356772977 40.68457773798574, -73.94860777369453 40.684854084920815, -73.94725140995432 40.68500960857041, -73.94714257419224 40.68445535620948, -73.94849898868138 40.684299502470665)))",881,BK,1823,38,832 Marcy Avenue,3018230038,Boys' High School,LP-00896,"Borough of Brooklyn Tax Map Block 1823, Lot 38.",Designated,now the Bedford Stuyvesant Preparatory High School and Literacy Center,09/23/1975,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0896.pdf,1169.34358267,77697.9965367
"MULTIPOLYGON (((-73.91022934056366 40.68073563859028, -73.9102471598365 40.680733557893866, -73.91019320524494 40.68045606179784, -73.91113582066463 40.6803459952119, -73.91124438886813 40.6809042999884, -73.91028338250028 40.681013554367546, -73.91022934056366 40.68073563859028)))",888,BK,1528,1,241 MacDougal Street,3015280001,Public School 73,LP-01289,"Borough of Brooklyn, Tax Map Block 1528, Lot 1.",Designated,,09/11/1984,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1289.pdf,949.185080648,54760.970052
"MULTIPOLYGON (((-73.96986323146369 40.67648341055094, -73.96949617540373 40.67640629369315, -73.9696337113615 40.67602664691574, -73.97007078969214 40.67611847347414, -73.96994522074264 40.67646509751627, -73.96993325721556 40.676498121670605, -73.96986323146369 40.67648341055094)))",894,BK,1164,57,249 Sterling Place,3011640057,Public School 9,LP-00975,"Borough of Brooklyn Tax Map Block 1164, Lot 57.",Designated,"later Public School 111, now Public School 340",01/10/1978,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0975.pdf,538.498806034,18045.3917502
"MULTIPOLYGON (((-73.96881756140917 40.676244479275915, -73.96874812869811 40.676229878400974, -73.96867602434722 40.67621471663659, -73.96861104093108 40.67620105162451, -73.96855581935934 40.67618943791516, -73.96868286373314 40.675838418563586, -73.96930239455402 40.67596827587406, -73.96919832462861 40.676249414002704, -73.9688432818207 40.67617499621716, -73.96881756140917 40.676244479275915)))",895,BK,1165,1,251 Sterling Place,3011650001,Public School 9 Annex,LP-00974,"Borough of Brooklyn Tax Map Block 1165, Lot 1.",Designated,,01/10/1978,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0974.pdf,621.076127211,20914.9832015
"MULTIPOLYGON (((-73.94859551670093 40.68157690046746, -73.94853981405569 40.681296835421335, -73.94960924224223 40.68117387252585, -73.94971862055789 40.68172990692682, -73.94865035844929 40.68185263902198, -73.94859551670093 40.68157690046746)))",896,BK,1844,1,475 Nostrand Avenue,3018440001,Girls' High School,LP-01246,"Borough of Brooklyn, Tax Map Block 1844, Lot 1.",Designated,now the Brooklyn Adult Learning Center,06/28/1983,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1246.pdf,1009.26566695,61407.7065332
"MULTIPOLYGON (((-73.91645048607523 40.698189409484556, -73.91615905548123 40.69802213263908, -73.91637960589001 40.69779721353277, -73.91696629609343 40.6981339635869, -73.91674594281956 40.698358995613326, -73.91645048607523 40.698189409484556)))",899,BK,3317,1,515 Knickerbocker Avenue,3033170001,Public School 116,LP-01975,"Borough of Brooklyn Tax Map Block 3317, Lot 1.",Designated,also known as the Elizabeth Farrell School,06/25/2002,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1975.pdf,612.087486896,20837.6003091
"MULTIPOLYGON (((-73.95622400701616 40.70173331648411, -73.95660612491817 40.70148626613111, -73.95684737812431 40.701704786827534, -73.95680937045927 40.701729427689635, -73.95675513124206 40.70176459212854, -73.95679352320448 40.70179883410674, -73.9567361576447 40.701836026216306, -73.95667965615785 40.701872657603374, -73.9566218595867 40.70191012775165, -73.95658290474927 40.70187538211814, -73.95652722236593 40.701911382480326, -73.95646789160212 40.7019497398765, -73.95646500443266 40.70195160644634, -73.95622400701616 40.70173331648411)))",901,BK,2225,42,119 Heyward Street,3022250042,Public School 71K,LP-02006,"Borough of Brooklyn, Tax Map Block 2225, Lot 42.",Designated,now the Beth Jacob School,02/03/1981,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2006.pdf,518.945020971,15483.1104032
"MULTIPOLYGON (((-73.87695019918189 40.68330456801911, -73.87749665843299 40.68322585714996, -73.87751345390737 40.68329327586533, -73.87753024941904 40.6833606927767, -73.877547044963 40.6834281105855, -73.87756384054092 40.68349552839134, -73.87701737916089 40.68357423867637, -73.87695019918189 40.68330456801911)))",903,BK,4126,47,158 Richmond Street,3041260047,Public School 65K,LP-02007,"Borough of Brooklyn, Tax Map Block 4126, Lot 47.",Designated,,02/03/1981,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2007.pdf,508.499827126,15424.9966473
"MULTIPOLYGON (((-73.8844524211543 40.6809668721866, -73.88451978248055 40.68122926163265, -73.88453718716666 40.68129705906078, -73.88455527689732 40.68136752179675, -73.88457256533383 40.68143486614261, -73.88458927455191 40.6814999505123, -73.88460714349145 40.68156955662708, -73.88424584854415 40.68162263839786, -73.88409218866752 40.681019585331455, -73.8844524211543 40.6809668721866)))",906,BK,3926,45,200 Linwood Street,3039260045,Public School 108,LP-02008,"Borough of Brooklyn, Tax Map Block 3926, Lot 45.",Designated,,02/03/1981,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2008.pdf,651.334532026,22801.8448779
"MULTIPOLYGON (((-73.91747408158419 40.700666408015614, -73.91752920823998 40.70060422842438, -73.91757911540189 40.70054793441998, -73.91763116355217 40.700489225851, -73.9176789164362 40.700435363445536, -73.91771189386874 40.70039816614665, -73.91776079831855 40.700343004189996, -73.91777932497268 40.700322106626615, -73.9181354275785 40.70052365470433, -73.91780837086715 40.700855610737364, -73.91747408158419 40.700666408015614)))",909,BK,3289,27,220 Irving Avenue,3032890027,Public School 86,LP-01808,"Borough of Brooklyn Tax Map Block 3289, Lot 27.",Designated,also known as the Irvington School,04/23/1991,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1808.pdf,541.050942961,18031.0599613
"MULTIPOLYGON (((-73.95592938695428 40.64994344060972, -73.95590567790815 40.64925975400078, -73.95637423038447 40.64923592578714, -73.95637454174806 40.64924071665946, -73.95667574278713 40.64922989463018, -73.95721940220345 40.64921035969582, -73.9575747590093 40.64919758871338, -73.95757468406376 40.6491964522324, -73.95826008461411 40.64917162360738, -73.95844187222762 40.649924073751855, -73.95803931195023 40.64997257985095, -73.95793578875426 40.64998505382655, -73.95784640973585 40.64998629893661, -73.957678738496 40.649988633636944, -73.95730933629511 40.649993775946164, -73.95722925045133 40.64999489074914, -73.95663432729502 40.650003168853175, -73.95663086916126 40.64998469973364, -73.9564439704908 40.65000385605629, -73.95644115283298 40.64992261569122, -73.95592938695428 40.64994344060972)))",912,BK,5103,10,899-925 Flatbush Avenue,3051030010,Erasmus Hall High School,LP-02130,"Borough of Brooklyn Tax Map Block 5103, Lot 10.",Designated,,06/24/2003,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2130.pdf,1918.54159986,187603.90044
"MULTIPOLYGON (((-73.9501973335504 40.70849805484371, -73.95056948157273 40.70846275762003, -73.95060435960862 40.70866468702074, -73.95023221047742 40.708699984356194, -73.9501973335504 40.70849805484371)))",930,BK,3031,5,270 Union Avenue,3030310005,Colored School No. 3,LP-01977,"Borough of Brooklyn Tax Map Block 3031, Lot 5",Designated,later Public School 69,01/13/1998,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1977.pdf,356.35290605,7714.93197908
"MULTIPOLYGON (((-73.9501786597954 40.726418139694495, -73.94984074617848 40.72652777134717, -73.94950083525778 40.72663804949762, -73.94933375159715 40.72634522779986, -73.9500076238086 40.72611737116419, -73.9501786597954 40.726418139694495)))",931,BK,2622,28,131 Norman Avenue,3026220028,Public School 34,LP-01288,"Borough of Brooklyn, Tax Map Block 2622, Lot 28.",Designated,also known as the Oliver H. Perry School,04/12/1983,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1288.pdf,644.335750117,24077.9709378
"MULTIPOLYGON (((-73.9557357903303 40.70839710840017, -73.95584446732101 40.708223508160096, -73.95586134305624 40.70822738953205, -73.95602286060927 40.708264543409214, -73.95642270402551 40.70835651789888, -73.95628088748666 40.70858336773524, -73.9557357903303 40.70839710840017)))",933,BK,2462,2,334 South 5th Street,3024620002,"Saint Paul's Evangelical Lutheran Church, Sunday School and Parsonage",LP-02418,"Borough of Brooklyn Tax Map Block 2462, Lot 2",Designated,,04/12/2011,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2418.pdf,494.722164991,13379.0146481
"MULTIPOLYGON (((-73.9142226397784 40.813200218007914, -73.91407492448846 40.8134573342745, -73.91393012320147 40.813709371909724, -73.91351856875825 40.81357192535938, -73.91381075764384 40.81306334586052, -73.9142226397784 40.813200218007914)))",949,BX,2274,23,519 Saint Ann's Avenue,2022740023,Public School 27,LP-01895,"Borough of the Bronx Tax Map Block 2274, Lot 23.",Designated,"also known as Saint Mary's Park School, originally Public School 154",09/19/1995,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1895.pdf,653.465356846,25173.4378893
"MULTIPOLYGON (((-73.92543502000063 40.84009296024013, -73.92585940490594 40.839324139338586, -73.9262130667257 40.839439787802306, -73.92634435382527 40.840085933539655, -73.92596641172071 40.84004848137839, -73.92543502000063 40.84009296024013)))",954,BX,2529,81,1257 Ogden Avenue,2025290081,Public School 91,LP-01179,"Borough of the Bronx Tax Map Block 2529, Lot 81.",Designated,now Public School 11,08/25/1981,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1179.pdf,901.861728503,43991.9764098
"MULTIPOLYGON (((-73.89040775145834 40.83658148178778, -73.89004793055578 40.83620175018863, -73.89023836040701 40.836124458427165, -73.89033597705598 40.83608953825691, -73.89046686535531 40.83604717550196, -73.89057414457446 40.83601522062952, -73.89070145670563 40.83598151337067, -73.890808963289 40.83595609608558, -73.89092913519224 40.8359318523164, -73.89102982172331 40.835914467090404, -73.89109153139502 40.83617246663413, -73.89100691486765 40.836178863958594, -73.8910226924039 40.83623735337884, -73.891044992328 40.83634570843761, -73.89113103212445 40.836639096941155, -73.89101651555326 40.83666345792423, -73.89094908261985 40.83668032438164, -73.89086938639147 40.836702308413045, -73.89076156447251 40.836737086093294, -73.89060854098295 40.83647028574053, -73.89040775145834 40.83658148178778)))",965,BX,2939,93,1619 Boston Road,2029390093,Herman Ridder Junior High School,LP-01628,"Borough of the Bronx Tax Map Block 2939, Lot 93.",Designated,Public School 98,12/11/1990,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1628.pdf,1036.2700857,51994.3672196
