Property Name,County,DesDate,National Register Number,Longitude,Latitude,Georeference,Type
Williamsburg Houses,Kings,4/22/21,20NR00142,-73.94333107,40.7099545,POINT (-73.9433310667 40.7099545038),house
"Sinclair, Harry F., House",New York,6/2/78,90NR00742,-73.96354443,40.77672488,POINT (-73.9635444335 40.7767248822),house
Harlem Courthouse,New York,4/16/80,90NR00660,-73.93846071,40.8012212,POINT (-73.9384607147 40.8012211979),house
"LeRoy, Daniel, House",New York,10/29/82,90NR00895,-73.98898126,40.72887804,POINT (-73.9889812629 40.7288780379),house
Bronx Borough Courthouse,Bronx,2/25/82,90NR00032,-73.91006558,40.8228236,POINT (-73.9100655785 40.8228235997),house
Red House,New York,9/8/83,90NR00837,-73.98035954,40.78882852,POINT (-73.98035954 40.7888285217),house
"Belden Street, House at 175",Bronx,6/3/82,90NR00042,-73.78175029,40.83873231,POINT (-73.7817502934 40.8387323139),house
Kreuzer-Pelton House,Richmond,1/29/73,90NR01014,-74.11214355,40.64368163,POINT (-74.112143551 40.6436816329),house
"Austin, Nichols & Company Warehouse",Kings,6/28/07,06NR05688,-73.9646005,40.71877084,POINT (-73.964600501 40.7187708447),house
East 80th Street Houses,New York,3/26/80,90NR00639,-73.95924042,40.77575482,POINT (-73.959240419 40.7757548209),house
"Hughes, Langston, House",New York,10/29/82,90NR00893,-73.94057072,40.8071594,POINT (-73.940570719 40.8071593981),house
Row houses at 854-858 West End Avenue and 254 West 102nd Street,New York,3/3/21,20NR00111,-73.97020565,40.79882525,POINT (-73.9702056479 40.7988252528),house
Blackwell House,New York,2/25/72,90NR00625,-73.95113267,40.76035145,POINT (-73.9511326699 40.7603514462),house
Tweed Courthouse,New York,9/25/74,90NR00857,-74.00555149,40.71339291,POINT (-74.005551486 40.7133929141),house
"East 69th Street, Rowhouses at 322-344",New York,9/7/84,90NR00829,-73.95886891,40.76627878,POINT (-73.9588689108 40.7662787778),house
"Charles Street, House at 131",New York,11/3/72,90NR00902,-74.00766019,40.7344342,POINT (-74.0076601859 40.7344341977),house
Bailey House,New York,4/23/80,90NR00671,-73.94204069,40.82720378,POINT (-73.9420406925 40.8272037815),house
Conrad Voelcker House,Queens,9/18/20,20NR00031,-73.81619218,40.7647211,POINT (-73.816192182 40.7647210972),house
William S. Pendleton House,Richmond,10/20/14,14NR06552,-74.09208479,40.64147293,POINT (-74.0920847888 40.6414729309),house
"Morris, Lewis G., House",New York,8/12/77,90NR00622,-73.95742542,40.7792592,POINT (-73.9574254215 40.7792591973),house
"Van Wyck, Cornelius, House",Queens,10/6/83,90NR01610,-73.75271168,40.77317131,POINT (-73.7527116814 40.7731713087),house
Battery Park Control House,New York,5/6/80,90NR00693,-74.01452495,40.70410189,POINT (-74.0145249532 40.7041018856),house
Astor Row Houses,New York,8/11/82,92NR00429,-73.94170323,40.81008054,POINT (-73.9417032331 40.8100805393),house
"Dodge, William E., House",Bronx,8/29/77,90NR00049,-73.91327084,40.89490746,POINT (-73.9132708402 40.8949074565),house
Louis A. and Laura Stirn House,Richmond,11/12/10,10NR06149,-74.08775859,40.62846194,POINT (-74.087758594 40.6284619372),house
"Fifth Avenue, Houses at 1026-1028",New York,2/12/99,98NR01393,-73.96121646,40.77990351,POINT (-73.9612164647 40.7799035051),house
"Vanderbilt, Mrs. Graham Fair, House",New York,10/29/82,90NR00900,-73.95500879,40.78482081,POINT (-73.9550087872 40.7848208147),house
"216-264 Ovington Avenue, Houses at",Kings,6/5/07,06NR05692,-74.02773206,40.63496892,POINT (-74.0277320555 40.6349689242),house
Scott-Edwards House,Richmond,2/11/83,90NR01016,-74.12353779,40.62880953,POINT (-74.1235377911 40.6288095254),house
Neville House,Richmond,7/28/77,90NR01028,-74.09912802,40.64444926,POINT (-74.099128019 40.644449255),house
"Hatch, Barbara Rutherford, House",New York,6/9/83,90NR00755,-73.96552273,40.764634,POINT (-73.9655227303 40.7646339968),house
"Rankin, John, House",Kings,11/16/78,90NR01336,-73.9987998,40.68154081,POINT (-73.998799796 40.6815408106),house
"Mooney, Edward, House",New York,12/12/76,90NR00938,-73.99750446,40.71464468,POINT (-73.9975044595 40.7146446758),house
"West 24th Street, Houses at 437-459",New York,10/29/82,90NR00892,-74.00268292,40.7481842,POINT (-74.0026829246 40.7481841998),house
McFarlane-Bredt House,Richmond,9/8/83,90NR01031,-74.06309139,40.61468897,POINT (-74.0630913917 40.6146889696),house
"Johnson, James Weldon, House",New York,5/11/76,90NR00708,-73.94297956,40.81531884,POINT (-73.9429795568 40.815318841),house
"352 and 353 Riverside Drive, Townhouses at",New York,9/1/05,05NR05485,-73.96910144,40.80316874,POINT (-73.9691014361 40.803168744),house
"Douglas, Adelaide L. T., House",New York,7/15/82,90NR00781,-73.97941234,40.74913112,POINT (-73.9794123411 40.7491311155),house
U.S. Customhouse,New York,1/31/72,90NR00616,-74.01374795,40.7040448,POINT (-74.0137479491 40.7040447951),house
Old Quaker Meetinghouse,Queens,12/24/67,90NR01619,-73.83016126,40.76281184,POINT (-73.8301612632 40.7628118396),house
"Amboy Road, House at 5910",Richmond,12/16/82,90NR01046,-74.20431957,40.52543637,POINT (-74.2043195656 40.5254363663),house
Boathouse on the Lullwater of the Lake in Prospect Park,Kings,1/7/72,90NR01258,-73.96532766,40.66084849,POINT (-73.9653276639 40.6608484944),house
Governor's House,New York,4/26/73,90NR00688,-74.01305264,40.69095223,POINT (-74.0130526351 40.6909522287),house
"Scott, Gen. Winfield, House",New York,11/7/73,90NR00904,-73.99581931,40.73493552,POINT (-73.9958193107 40.7349355217),house
Valentine-Varian House,Bronx,3/21/78,90NR00034,-73.87944146,40.87736391,POINT (-73.8794414589 40.8773639075),house
Rockaway Courthouse,Queens,2/5/14,13NR06492,-73.81575759,40.588979,POINT (-73.8157575932 40.588979004),house
"Bowne, John, House",Queens,9/13/77,90NR01588,-73.82481068,40.76285675,POINT (-73.8248106844 40.7628567488),house
"Rogers, John S., House",New York,6/30/83,90NR00773,-73.96145098,40.77634555,POINT (-73.9614509762 40.776345552),house
"Moore, William H., House",New York,3/16/72,90NR00631,-73.97490788,40.76060259,POINT (-73.9749078847 40.7606025869),house
Hubbard House,Kings,6/2/00,00NR01619,-73.97308791,40.60024529,POINT (-73.9730879114 40.6002452886),house
East 78th Street Houses,New York,3/25/80,90NR00638,-73.95869864,40.7742379,POINT (-73.9586986424 40.7742379),house
Allen-Beville House,Queens,9/22/83,90NR01590,-73.75031742,40.77284793,POINT (-73.750317417 40.7728479331),house
Coney Island Yard Gatehouse (Dual System BMT),Kings,2/9/06,05NR05420,-73.97445926,40.58947716,POINT (-73.9744592615 40.5894771589),house
Vander Ende--Onderdonk House Site,Queens,1/31/77,90NR01564,-73.91958653,40.71082082,POINT (-73.919586533 40.7108208238),house
"Burden, James A. Jr., House and Kahn, Otto H. House",New York,9/12/06,06NR05602,-73.95748986,40.78471878,POINT (-73.9574898558 40.7847187828),house
Office Building and U.S. Light-House Depot Complex,Richmond,9/15/83,90NR01032,-74.07426101,40.64137412,POINT (-74.0742610125 40.6413741153),house
"Spaulding, Henry F., Coachman's House",Bronx,11/4/82,90NR00067,-73.91066679,40.89843894,POINT (-73.9106667895 40.8984389363),house
Westchester House,New York,3/20/86,94NR00532,-73.99495628,40.71953379,POINT (-73.9949562786 40.7195337885),house
"146 East 38th Street, House at",New York,5/21/08,08NR05834,-73.97736968,40.74846532,POINT (-73.97736968 40.7484653191),house
Steinway House,Queens,9/8/83,90NR01587,-73.89707875,40.77877101,POINT (-73.8970787513 40.7787710095),house
United States Courthouse,New York,9/2/87,90NR03134,-74.00231076,40.71366572,POINT (-74.0023107561 40.7136657216),house
Weir Greenhouse,Kings,5/10/84,90NR01278,-73.99616786,40.65911425,POINT (-73.9961678552 40.6591142485),house
"V. Santini, Inc. Warehouse",Bronx,10/29/20,20NR00038,-73.90306786,40.85906906,POINT (-73.9030678615 40.8590690604),house
"Houseman, Peter, House",Richmond,10/29/82,90NR01039,-74.1356792,40.61598091,POINT (-74.1356792031 40.6159809053),house
"East 29 Street, House at 203",New York,7/8/82,90NR00776,-73.97989297,40.74250424,POINT (-73.9798929686 40.742504239),house
"Market Street, House at 51",New York,7/29/77,90NR00799,-73.99455405,40.71182836,POINT (-73.9945540471 40.7118283553),house
Sixty-Eighth Police Precinct Station House and Stable,Kings,6/3/82,90NR01282,-74.00898481,40.65041204,POINT (-74.0089848147 40.650412035),house
Jeffrey's Hook Lighthouse,New York,5/29/79,90NR00730,-73.94694829,40.85025812,POINT (-73.9469482913 40.8502581213),house
Friends Meetinghouse and School,Kings,11/4/82,90NR01330,-73.98931666,40.68997655,POINT (-73.9893166579 40.6899765478),house
"Firehouse, Engine Company 31",New York,1/20/72,90NR00610,-74.0011498,40.71731931,POINT (-74.001149804 40.7173193116),house
"East 18th Street, Houses at 326, 328 and 330",New York,9/30/82,90NR00860,-73.98196264,40.73413355,POINT (-73.9819626429 40.7341335546),house
"Armstrong, Louis, House",Queens,5/11/76,90NR01573,-73.86159678,40.75457421,POINT (-73.8615967789 40.7545742136),house
"Jones Street, Houses at 26, 28 and 30",New York,6/3/82,90NR00748,-74.00274469,40.73171972,POINT (-74.0027446909 40.7317197216),house
"Colgate, Robert, House",Bronx,9/8/83,90NR00053,-73.91279338,40.90163297,POINT (-73.9127933803 40.9016329719),house
"Prince Street, House at 203",New York,5/26/83,90NR00728,-74.00280695,40.72692759,POINT (-74.002806946 40.7269275912),house
"Elliott, Dr. Samuel MacKenzie, House",Richmond,3/28/80,90NR01019,-74.10965998,40.64420074,POINT (-74.1096599842 40.6442007397),house
"East 58th Street, Houses at 311 and 313",New York,11/14/82,90NR00913,-73.96411049,40.7599486,POINT (-73.9641104898 40.7599485979),house
First Police Precinct Station House,New York,10/29/82,90NR00890,-74.00835477,40.70368724,POINT (-74.0083547714 40.7036872428),house
Boardman- Mitchell House,Richmond,1/4/12,11NR06258,-74.07503408,40.62462634,POINT (-74.0750340802 40.6246263353),house
Devinne Press Building,New York,9/14/77,90NR00842,-73.99264689,40.72792866,POINT (-73.9926468869 40.7279286561),inn
King Manor,Queens,12/2/74,90NR01618,-73.8037709,40.70309574,POINT (-73.803770899 40.7030957374),manor
St. Benedict Joseph Labre Parish,Queens,1/25/07,06NR05644,-73.82887826,40.69277444,POINT (-73.8288782587 40.692774444),parish
Ocean Parkway,Kings,9/8/83,90NR01303,-73.96876738,40.61088419,POINT (-73.9687673796 40.6108841936),park
Park and Tilford Building,New York,5/1/09,08NR05937,-73.9447667,40.80810608,POINT (-73.944766703 40.8081060834),park
Williamsbridge Oval Park,Bronx,5/14/15,15NR00019,-73.87738713,40.87763575,POINT (-73.8773871296 40.8776357451),park
"McGolrick, Monsignor, Park and Shelter Pavilion",Kings,5/6/80,90NR01276,-73.94335538,40.72444921,POINT (-73.9433553796 40.7244492067),park
Ocean Parkway Jewish Center,Kings,12/11/09,09NR06023,-73.97306124,40.63452482,POINT (-73.9730612422 40.6345248151),park
New York Public Library and Bryant Park,New York,5/6/80,90NR00874,-73.98296517,40.75350491,POINT (-73.9829651745 40.7535049141),park
Park Plaza Apartments,Bronx,6/3/82,90NR00043,-73.92664854,40.83179798,POINT (-73.9266485371 40.8317979847),park
Rego Park Jewish Center,Queens,10/28/09,09NR06006,-73.85936149,40.72843528,POINT (-73.8593614875 40.7284352777),park
Jerome Park Reservoir,Bronx,9/7/00,99NR01517,-73.89506961,40.87823276,POINT (-73.8950696134 40.8782327568),park
Parkway Village,Queens,2/28/12,11NR06285,-73.81255829,40.71712802,POINT (-73.8125582946 40.7171280246),park
"Parker, Charlie, Residence",New York,4/7/94,93NR00467,-73.97986267,40.72650825,POINT (-73.9798626729 40.7265082475),park
Prospect Park,Kings,9/17/80,90NR01313,-73.96976137,40.66175119,POINT (-73.9697613672 40.6617511907),park
240 Central Park South,New York,5/12/09,08NR05940,-73.9811777,40.76731928,POINT (-73.9811777013 40.7673192826),park
Parkway Theater,Kings,3/31/10,08NR05944,-73.9185195,40.66963235,POINT (-73.9185195006 40.6696323546),park
Central Park,New York,10/15/66,90NR00866,-73.96554574,40.78250562,POINT (-73.9655457389 40.7825056154),park
"304 Park Avenue South, Building at",New York,3/15/05,04NR05362,-73.98696616,40.74015493,POINT (-73.9869661621 40.7401549261),park
Grand Central Terminal (Boundary Increase: Park Avenue Viaduct),New York,8/11/83,90NR00807,-73.97808008,40.75155895,POINT (-73.9780800812 40.7515589485),park
Greenacre Park,New York,2/2/18,17NR00058,-73.96928095,40.75628081,POINT (-73.9692809482 40.7562808089),park
Forest Park Carousel,Queens,7/16/04,04NR05204,-73.85674342,40.70040234,POINT (-73.8567434248 40.700402337),park
Eastern Parkway,Kings,9/26/83,90NR01317,-73.94637559,40.67006511,POINT (-73.9463755946 40.670065105),park
Riverside Park and Drive,New York,9/2/83,90NR00819,-73.97405145,40.79967863,POINT (-73.9740514506 40.7996786266),park
Long Island Motor Parkway,Queens,4/1/02,01NR01880,-73.75418703,40.73738073,POINT (-73.7541870331 40.7373807301),park
"Park East Synagogue, Congregation Zichron Ephraim",New York,8/18/83,90NR00810,-73.96337955,40.76699964,POINT (-73.9633795549 40.7669996429),park
Temple Beth El of Borough Park,Kings,4/27/10,09NR06084,-73.98758925,40.63293109,POINT (-73.9875892515 40.6329310869),park
Park Row Building,New York,11/16/05,04NR05320,-74.00779191,40.71118364,POINT (-74.0077919104 40.7111836361),park
Bowling Green Fence and Park,New York,4/9/80,90NR00651,-74.01364116,40.70500693,POINT (-74.0136411628 40.705006928),park
Public School 66,Queens,8/28/03,03NR05092,-73.84613785,40.69794939,POINT (-73.8461378526 40.6979493896),school
Whitney Museum of American Art (NY Studio School),New York,1/1/93,93NR00506,-73.99723601,40.73238555,POINT (-73.9972360141 40.7323855482),school
Boys' High School,Kings,2/25/82,90NR01264,-73.94787668,40.68466288,POINT (-73.9478766786 40.6846628806),school
Public School 9,New York,8/3/87,90NR03038,-73.97922072,40.78633988,POINT (-73.9792207233 40.7863398786),school
Public School 71K,Kings,11/4/82,90NR01331,-73.9565473,40.70173512,POINT (-73.956547303 40.7017351249),school
Public School 15,Bronx,12/10/81,90NR00070,-73.8306181,40.89094424,POINT (-73.8306180969 40.8909442375),school
Public School 35,New York,10/27/80,90NR00885,-73.96589908,40.75488454,POINT (-73.9658990768 40.7548845394),school
Flushing High School,Queens,2/10/92,91NR00099,-73.82682813,40.76488109,POINT (-73.826828129 40.7648810901),school
West End Collegiate Church and Collegiate School,New York,5/6/80,90NR00702,-73.98155699,40.78304345,POINT (-73.9815569907 40.7830434523),school
Public School 39,Kings,4/17/80,90NR01272,-73.9829124,40.66865356,POINT (-73.9829123985 40.6686535578),school
Fourteenth Ward Industrial School,New York,1/27/83,90NR00612,-73.99442578,40.7235482,POINT (-73.9944257767 40.7235482043),school
Public School 11,Bronx,9/8/83,90NR00054,-73.92594292,40.83977925,POINT (-73.9259429176 40.839779253),school
Public School 111 and Public School 9 Annex,Kings,12/14/81,90NR01347,-73.96932045,40.6761604,POINT (-73.9693204507 40.6761604023),school
Public School 7,Kings,11/3/83,90NR01329,-73.98540337,40.7017705,POINT (-73.9854033684 40.7017705014),school
Morris High School Historic District,Bronx,9/15/83,90NR00057,-73.90341461,40.8274726,POINT (-73.9034146121 40.8274725983),school
Public School 160,New York,,98NR01358,-73.98643771,40.7191016,POINT (-73.9864377092 40.7191016044),school
Public School 65K,Kings,12/10/81,90NR01346,-73.87725843,40.6834083,POINT (-73.8772584252 40.6834083033),school
Public School 109,New York,9/22/00,00NR01656,-73.94664742,40.78701083,POINT (-73.9466474167 40.7870108308),school
New York School of Applied Design,New York,12/16/82,90NR00943,-73.98172345,40.7441011,POINT (-73.981723453 40.7441011005),school
Public School 17,Bronx,9/27/84,90NR00062,-73.78435805,40.84712151,POINT (-73.7843580461 40.8471215127),school
Public School 157,New York,12/10/81,90NR00935,-73.95213337,40.81186881,POINT (-73.9521333662 40.8118688123),school
Public School 108,Kings,12/10/81,90NR01345,-73.88435084,40.68130308,POINT (-73.8843508373 40.6813030751),school
Substation #409 (IND),New York,2/9/06,05NR05421,-73.98703019,40.72146357,POINT (-73.9870301859 40.7214635744),station
Substation #7,New York,2/9/06,05NR05416,-73.94839353,40.78715278,POINT (-73.9483935332 40.787152782),station
Atlantic Avenue Subway Station (IRT),Kings,9/17/04,04NR05282,-73.97794302,40.68474811,POINT (-73.9779430225 40.684748113),station
86th Street Subway Station (Dual System IRT),New York,3/30/05,04NR05303,-73.95556424,40.77953585,POINT (-73.955564238 40.7795358541),station
Morris Park Station (IRT),Bronx,7/6/05,04NR05374,-73.86045734,40.85441335,POINT (-73.8604573351 40.8544133542),station
Borough Hall Subway Station (IRT),Kings,,04NR05274,-73.9903822,40.69246863,POINT (-73.9903821955 40.6924686303),station
15th Street - Prospect Park Subway Station (IND),Kings,7/27/05,04NR05369,-73.97968439,40.6604927,POINT (-73.9796843914 40.6604926973),station
9th Avenue Subway Station (Dual System BRT),Kings,7/6/05,04NR05368,-73.9943661,40.64631498,POINT (-73.9943661034 40.6463149803),station
72nd Street Subway Station (IRT),New York,9/17/04,04NR05277,-73.98185164,40.77865623,POINT (-73.9818516408 40.7786562281),station
Chambers Street Subway Station (Dual System IRT),New York,3/30/05,04NR05301,-74.00925333,40.71549179,POINT (-74.0092533265 40.7154917923),station
242nd Street - Van Cortlandt Park Station (IRT),Bronx,3/30/05,04NR05307,-73.8985699,40.88920623,POINT (-73.8985698953 40.8892062344),station
West 28th Street Subway Station (Dual System IRT),New York,3/30/05,04NR05302,-73.99345223,40.74711792,POINT (-73.9934522266 40.7471179193),station
City Hall Subway Station (IRT),New York,9/17/04,04NR05289,-74.00662307,40.71257969,POINT (-74.0066230684 40.7125796921),station
Simpson Street Subway Station and Substation #18 (IRT),Bronx,9/17/04,04NR05285,-73.89308984,40.82408652,POINT (-73.8930898442 40.8240865213),station
48th Police Precinct Station,Bronx,5/6/83,90NR00038,-73.89718117,40.84739549,POINT (-73.8971811682 40.8473954948),station
Central IND Substation,New York,2/9/06,05NR05426,-73.98065289,40.7622014,POINT (-73.9806528921 40.7622014048),station
4th Avenue Station (IND),Kings,7/6/05,04NR05370,-73.98994957,40.67035225,POINT (-73.9899495731 40.6703522544),station
190th Street Subway Station (IND),New York,3/30/05,04NR05306,-73.93426611,40.85897979,POINT (-73.9342661052 40.8589797866),station
Substation #235 (IND),New York,2/9/06,05NR05422,-74.00224663,40.73900703,POINT (-74.0022466326 40.739007026),station
Substation #17 (IRT),New York,2/9/06,05NR05417,-73.92624403,40.86005771,POINT (-73.9262440293 40.8600577068),station
"14th Street - Union Square Subway Station (IRT, BMT)",New York,7/6/05,04NR05375,-73.99062581,40.73519098,POINT (-73.990625806 40.7351909821),station
Dyckman Street Subway Station (IRT),New York,9/17/04,04NR05278,-73.92559467,40.86047153,POINT (-73.9255946722 40.8604715328),station
High Pumping Station,Bronx,11/10/83,90NR00068,-73.88676298,40.8783117,POINT (-73.8867629782 40.8783116995),station
168th Street Subway Station (IRT),New York,3/30/05,04NR05297,-73.94029415,40.840387,POINT (-73.9402941537 40.8403869965),station
Jackson Avenue Subway Station (IRT),Bronx,9/17/04,04NR05284,-73.9078165,40.81650513,POINT (-73.9078164962 40.8165051306),station
Eighty-Third Precinct Police Station and Stable,Kings,4/14/82,90NR01269,-73.92342202,40.69968919,POINT (-73.9234220185 40.6996891901),station
79th Street Subway Station (IRT),New York,9/17/04,04NR05288,-73.98000061,40.78382739,POINT (-73.9800006137 40.7838273909),station
Concourse Yard Substation (IND),Bronx,2/9/06,05NR05425,-73.88880769,40.87526495,POINT (-73.8888076858 40.8752649479),station
Substation #401 (BMT),Kings,7/6/05,04NR05365,-73.88243813,40.68040582,POINT (-73.8824381264 40.6804058222),station
Bay Parkway Station (Dual System BRT),Kings,7/6/05,04NR05371,-73.99355921,40.60177141,POINT (-73.9935592114 40.6017714086),station
145th Street Subway Station (IRT),New York,3/30/05,04NR05298,-73.93624724,40.82047499,POINT (-73.9362472371 40.8204749908),station
Old Orchard Shoal Light Station,Richmond,9/20/06,06NR05606,-74.09884744,40.51233434,POINT (-74.0988474401 40.5123343377),station
Main Street Subway Station (Dual System IRT),Queens,10/14/04,04NR05273,-73.83006724,40.75957412,POINT (-73.8300672446 40.759574122),station
181st Street Subway Station (IND),New York,3/30/05,04NR05305,-73.93768212,40.85213576,POINT (-73.9376821233 40.8521357643),station
Beverley Road Subway Station (BRT pre-Dual System),Kings,9/17/04,04NR05280,-73.96447991,40.64408284,POINT (-73.9644799085 40.6440828443),station
West Bank Light Station,Richmond,5/23/06,06NR05648,-74.04306802,40.5379652,POINT (-74.0430680168 40.5379651958),station
Bleecker Street Subway Station (IRT),New York,9/17/04,04NR05275,-73.99460833,40.72595559,POINT (-73.9946083341 40.7259555947),station
Substation #13 (IRT),New York,2/9/06,05NR05419,-73.98355807,40.76395507,POINT (-73.9835580707 40.7639550676),station
Substation #42 (Dual System IRT),New York,2/9/06,05NR05418,-73.96842266,40.76028422,POINT (-73.9684226556 40.7602842227),station
28th Street Subway Station (IRT),New York,3/30/05,04NR05296,-73.98423352,40.74315814,POINT (-73.9842335229 40.7431581382),station
Wall Street Subway Station (IRT),New York,9/17/04,04NR05279,-74.01184675,40.7075925,POINT (-74.0118467529 40.707592502),station
Prospect Avenue Subway Station (IRT),Bronx,9/17/04,04NR05283,-73.90167481,40.81963924,POINT (-73.9016748143 40.8196392409),station
Wilson Avenue Subway Station (Dual System BMT),Kings,7/6/05,04NR05364,-73.90427746,40.6888875,POINT (-73.9042774628 40.6888875041),station
Pelham Parkway Station (Dual System IRT),Bronx,3/30/05,04NR05310,-73.86759771,40.85720397,POINT (-73.8675977109 40.8572039714),station
110th Street-Cathedral Parkway Subway Station (IRT),New York,9/17/04,04NR05287,-73.96666396,40.80426113,POINT (-73.9666639618 40.8042611279),station
Elmhurst Avenue Subway Station (IND),Queens,7/6/05,04NR05377,-73.88192438,40.74237435,POINT (-73.881924379 40.7423743514),station
Astor Place Subway Station (IRT),New York,9/17/04,04NR05276,-73.99101002,40.73012447,POINT (-73.9910100208 40.7301244662),station
181st Street Subway Station (Dual System IRT),New York,3/30/05,04NR05299,-73.93356017,40.84956286,POINT (-73.933560165 40.849562863),station
New Utrecht Avenue Subway Station (Dual System BRT),Kings,7/6/05,04NR05367,-73.99643637,40.62492626,POINT (-73.9964363662 40.624926259),station
59th Street-Columbus Circle Subway Station (IRT),New York,9/17/04,04NR05291,-73.98193185,40.76847208,POINT (-73.9819318487 40.7684720776),station
Woodlawn Station (IRT),Bronx,7/6/05,04NR05373,-73.87878279,40.88604405,POINT (-73.878782789 40.8860440541),station
Times Square - 42nd Street Subway Station,New York,9/17/04,04NR05281,-73.98694171,40.75528171,POINT (-73.9869417054 40.7552817125),station
Ocean Parkway Subway Station (BMT),Kings,7/29/05,04NR05366,-73.96829629,40.57636689,POINT (-73.9682962905 40.5763668908),station
West 4th Street Subway Station (IND),New York,3/30/05,04NR05304,-74.00034567,40.73255358,POINT (-74.0003456726 40.732553575),station
33rd Street Subway Station (IRT),New York,9/17/04,04NR05290,-73.98180709,40.74643456,POINT (-73.9818070853 40.7464345637),station
Chambers Street Subway Station (BMT),New York,7/6/05,04NR05376,-74.003832,40.71339527,POINT (-74.0038319965 40.7133952687),station
Substation #219 (IND),New York,2/9/06,05NR05423,-73.94806473,40.81570746,POINT (-73.948064731 40.8157074646),station
Westchester Square Station (Dual System IRT),Bronx,3/30/05,04NR05308,-73.84300585,40.83987473,POINT (-73.8430058467 40.8398747338),station
Coney Island Fire Station Pumping Station,Kings,12/8/81,90NR01344,-73.99120363,40.5787876,POINT (-73.9912036258 40.5787876036),station
Avenue U Station (Dual System BRT),Kings,7/6/05,04NR05372,-73.97914298,40.59749986,POINT (-73.9791429804 40.5974998644),station
116th Street-Columbia University Subway Station (IRT),New York,9/17/04,04NR05286,-73.96393774,40.80797336,POINT (-73.9639377447 40.8079733636),station
New York Savings Bank,New York,1/7/00,99NR01554,-74.0027679,40.74013187,POINT (-74.0027678953 40.740131871),bank
Bowery Savings Bank,New York,4/23/80,90NR00674,-73.99524822,40.71890467,POINT (-73.9952482229 40.7189046721),bank
Metropolitan Savings Bank,New York,12/12/76,90NR00937,-73.99000527,40.72894265,POINT (-73.9900052678 40.7289426463),bank
Bank of the Metropolis,New York,11/15/03,03NR05128,-73.99114261,40.73687648,POINT (-73.9911426104 40.7368764759),bank
Emigrant Industrial Savings Bank,New York,2/25/82,90NR00626,-74.00513758,40.71401024,POINT (-74.0051375837 40.714010239),bank
First National City Bank (Merchants' Exchange),New York,8/18/72,90NR00809,-74.00934075,40.70593949,POINT (-74.0093407533 40.7059394902),bank
"Queens County Savings Bank, Kew Gardens Hills Branch",Queens,6/16/05,04NR05319,-73.82012362,40.72277949,POINT (-73.8201236247 40.7227794924),bank
Harlem Savings Bank,New York,8/28/03,03NR05086,-73.93794921,40.80429637,POINT (-73.9379492131 40.804296365),bank
"Lee, Higginson & Company Bank Building",New York,6/7/06,06NR05559,-74.01108527,40.70576018,POINT (-74.0110852708 40.7057601824),bank
American Bank Note Company Office Building,New York,11/30/99,99NR01551,-74.01176427,40.70481948,POINT (-74.0117642687 40.7048194832),bank
Federal Reserve Bank of New York,New York,5/6/80,90NR00697,-74.00868219,40.70840271,POINT (-74.0086821858 40.7084027111),bank
Bank of New York Building,New York,8/28/03,03NR05089,-74.00911947,40.70648466,POINT (-74.0091194731 40.7064846598),bank
Jamaica Savings Bank,Queens,5/19/83,90NR01577,-73.79822138,40.70364133,POINT (-73.7982213776 40.7036413307),bank
Central Savings Bank,New York,9/8/83,90NR00832,-73.98120707,40.7797747,POINT (-73.9812070655 40.7797747028),bank
Williamsburgh Savings Bank,Kings,4/9/80,90NR01267,-73.96266291,40.71031374,POINT (-73.9626629095 40.7103137351),bank
Greenwich Savings Bank,New York,11/16/05,05NR05487,-73.98715114,40.75146519,POINT (-73.9871511369 40.7514651856),bank
Mount Morris Bank,New York,12/7/89,90NR03034,-73.93926845,40.80539092,POINT (-73.9392684529 40.8053909204),bank
Kings County Savings Bank,Kings,4/16/80,90NR01270,-73.96357008,40.71060854,POINT (-73.9635700804 40.7106085364),bank
Dollar Savings Bank,Bronx,4/27/11,10NR06191,-73.91895864,40.81506885,POINT (-73.9189586375 40.8150688541),bank
Theodore Roosevelt Birthplace National Historic Site,New York,10/15/66,90NR00881,-73.9890409,40.73864898,POINT (-73.9890409048 40.7386489848),birthplace
St. Patrick's Cathedral,New York,12/8/76,90NR00932,-73.97615708,40.75851352,POINT (-73.9761570774 40.7585135228),cathedral
Russian Orthodox Cathedral of the Transfiguration of Our Lord,Kings,4/16/80,90NR01271,-73.95332458,40.71946553,POINT (-73.9533245772 40.719465525),cathedral
Old St. Patrick's Cathedral Complex,New York,8/29/77,90NR00815,-73.99511249,40.72366965,POINT (-73.9951124929 40.7236696478),cathedral
Lent Homestead and Cemetery,Queens,2/2/84,90NR01565,-73.89217692,40.77328951,POINT (-73.8921769241 40.7732895078),cemetery
New York Marble Cemetery,New York,9/17/80,90NR00850,-73.99094685,40.72561925,POINT (-73.9909468531 40.7256192547),cemetery
Prospect Cemetery,Queens,1/11/02,01NR01833,-73.79954432,40.70141206,POINT (-73.7995443157 40.701412061),cemetery
Wyckoff-Snediker Family Cemetery,Queens,5/25/01,01NR01760,-73.84890393,40.69622812,POINT (-73.8489039297 40.6962281182),cemetery
Cypress Hills National Cemetery,Kings,11/13/97,97NR01229,-73.88177391,40.68821764,POINT (-73.881773913 40.688217635),cemetery
Beth Olam Cemetery,Queens,5/16/16,16NR00010,-73.88016937,40.69059796,POINT (-73.8801693737 40.690597958),cemetery
