Property Name,County,DesDate,National Register Number,Longitude,Latitude,Georeference,Type
"Huffman, William, Cobblestone House",Ontario,12/31/02,02NR04981,-76.96817131,42.98442499,POINT (-76.9681713071 42.9844249933),house
Hadden-Margolis House,Westchester,3/7/08,07NR05828,-73.73767563,40.97188914,POINT (-73.7376756344 40.9718891387),house
"White, Sidney, House",Albany,12/7/05,05NR05472,-74.19910049,42.46897404,POINT (-74.1991004885 42.468974038),house
House at 176 Prospect Avenue,Nassau,2/18/88,90NR01750,-73.65075643,40.847811,POINT (-73.6507564298 40.8478109955),house
"Thompson, Alexander, House",Orange,6/13/97,97NR01195,-74.33599612,41.56793153,POINT (-74.3359961219 41.5679315295),house
Old Stone Warehouse,Monroe,10/15/73,90NR01519,-77.60666709,43.14887421,POINT (-77.6066670853 43.1488742074),house
Stranahan-DelVecchio House,Greene,11/28/80,90NR00557,-73.80451244,42.2690151,POINT (-73.8045124394 42.2690151046),house
"Cowles, W.T., House",Warren,9/29/84,90NR02703,-73.6448781,43.3175259,POINT (-73.6448780998 43.317525899),house
"Sinclair, Harry F., House",New York,6/2/78,90NR00742,-73.96354443,40.77672488,POINT (-73.9635444335 40.7767248822),house
House at 313 North Main Street,Madison,5/23/86,90NR01430,-75.75524545,43.08422518,POINT (-75.7552454526 43.0842251765),house
Aiken House,Rensselaer,12/31/74,90NR01004,-73.74879237,42.63569872,POINT (-73.7487923669 42.6356987166),house
"Decker, William, House",Ulster,9/26/83,90NR01085,-74.26291889,41.64668261,POINT (-74.2629188949 41.646682606),house
"Colvin, Addison B., House",Warren,9/29/84,90NR02702,-73.65204173,43.31506135,POINT (-73.6520417285 43.3150613523),house
"Rose, William H., House",Rockland,4/15/99,99NR01452,-73.98411136,41.23353837,POINT (-73.9841113583 41.2335383664),house
Nathan Wild House,Columbia,6/30/91,91NR00013,-73.67926807,42.41418552,POINT (-73.6792680711 42.414185522),house
Coverdale Cobblestone House,Livingston,9/7/05,04NR05350,-77.93220866,42.78471875,POINT (-77.9322086571 42.7847187519),house
Henry Whitney House,Broome,3/13/17,16NR00117,-75.95603101,42.32566973,POINT (-75.9560310108 42.3256697272),house
Harlem Courthouse,New York,4/16/80,90NR00660,-73.93846071,40.8012212,POINT (-73.9384607147 40.8012211979),house
"LeRoy, Daniel, House",New York,10/29/82,90NR00895,-73.98898126,40.72887804,POINT (-73.9889812629 40.7288780379),house
"Martin, D. D., House Complex",Erie,12/30/75,90NR01243,-78.84809327,42.93631387,POINT (-78.8480932706 42.9363138729),house
"Cox, Gardner, House",St. Lawrence,3/20/86,90NR02559,-74.97276562,44.61201842,POINT (-74.9727656166 44.6120184222),house
"Wood, John, House",Suffolk,9/26/85,90NR01862,-73.42486121,40.85281462,POINT (-73.4248612058 40.8528146249),house
James H. Bolton House,Steuben,2/23/15,14NR06615,-77.3238729,42.33685901,POINT (-77.3238729001 42.3368590119),house
New Courthouse,Montgomery,8/5/82,90NR01549,-74.37614666,42.95334997,POINT (-74.3761466595 42.9533499659),house
Spencer House,Livingston,8/31/89,90NR01391,-77.60786969,42.90572232,POINT (-77.6078696887 42.905722321),house
"Van Alen, John E., House",Rensselaer,8/20/04,03NR05164,-73.698162,42.65347261,POINT (-73.6981620032 42.6534726073),house
"Warren Street, House at 216",Warren,9/29/84,90NR02734,-73.62968139,43.31095068,POINT (-73.6296813882 43.3109506815),house
"Wrightman, Dr. James, House",Yates,8/24/94,94NR00678,-77.15069666,42.59130526,POINT (-77.1506966642 42.5913052584),house
"Muller, Cornelius S., House",Columbia,8/8/97,97NR01198,-73.73750622,42.22144621,POINT (-73.7375062211 42.2214462127),house
Abraham Sternberg House,Schoharie,9/8/10,10NR06136,-74.3061471,42.70087848,POINT (-74.3061470966 42.700878479),house
Col. Sidney Berry House,Saratoga,12/12/03,03NR05115,-73.58523169,43.21299786,POINT (-73.5852316924 43.2129978567),house
Fredenburg House,Dutchess,7/9/87,90NR00332,-73.91229302,41.90169145,POINT (-73.9122930249 41.9016914548),house
Bay Shore Hose Company No. 1 Firehouse,Suffolk,8/15/01,01NR01750,-73.24547704,40.72457788,POINT (-73.2454770364 40.7245778766),house
Shelburne Playhouse,Sullivan,4/15/04,03NR05179,-74.73999634,41.77676392,POINT (-74.7399963413 41.7767639227),house
"Clark, Ezra, House",Dutchess,2/21/85,90NR00308,-73.51747109,41.92083346,POINT (-73.5174710914 41.9208334561),house
"Mason, George G., House",Monroe,10/27/04,04NR05241,-77.42644207,43.21164598,POINT (-77.4264420703 43.2116459805),house
Cornell-Van Nostrand House (AKA the Schumacher House),Nassau,8/28/07,06NR05608,-73.687594,40.75718075,POINT (-73.6875940012 40.7571807516),house
Bartlett House,Columbia,5/9/12,12NR06313,-73.61861765,42.32709316,POINT (-73.6186176473 42.327093158),house
Samuel Guthrie House,Jefferson,10/18/89,90NR01140,-76.09216378,43.9524094,POINT (-76.0921637751 43.9524094011),house
Bronx Borough Courthouse,Bronx,2/25/82,90NR00032,-73.91006558,40.8228236,POINT (-73.9100655785 40.8228235997),house
"Bitely, Peter, House",Yates,8/24/94,94NR00651,-77.1539905,42.59399946,POINT (-77.1539905042 42.593999455),house
Carley's Mills Schoolhouse,Oswego,1/5/05,02NR04949,-76.11661901,43.37357237,POINT (-76.1166190136 43.3735723739),house
Red House,New York,9/8/83,90NR00837,-73.98035954,40.78882852,POINT (-73.98035954 40.7888285217),house
Farrand-Pierson House,Tioga,12/15/97,97NR01208,-76.1742222,42.27021651,POINT (-76.1742221984 42.2702165069),house
"Burritt, Orrin W., House",Cayuga,8/30/07,07NR05740,-76.56250908,43.04586482,POINT (-76.5625090832 43.0458648177),house
"Burnham, E. K., House",Jefferson,9/27/85,90NR01171,-76.33325031,44.12939968,POINT (-76.3332503109 44.1293996791),house
Alexander Eustace House,Chemung,1/4/12,11NR06222,-76.79603247,42.08484349,POINT (-76.7960324691 42.0848434865),house
Van Vleck House,Ulster,9/26/83,90NR01065,-74.22194516,41.6684426,POINT (-74.2219451636 41.6684426041),house
"Belden Street, House at 175",Bronx,6/3/82,90NR00042,-73.78175029,40.83873231,POINT (-73.7817502934 40.8387323139),house
Kreuzer-Pelton House,Richmond,1/29/73,90NR01014,-74.11214355,40.64368163,POINT (-74.112143551 40.6436816329),house
"Austin, Nichols & Company Warehouse",Kings,6/28/07,06NR05688,-73.9646005,40.71877084,POINT (-73.964600501 40.7187708447),house
"Peck, Charles, House",Albany,,96NR01106,-73.72880754,42.6937458,POINT (-73.7288075369 42.6937458014),house
"Mesick, Jacob P., House",Columbia,8/21/97,97NR01240,-73.72507814,42.21339605,POINT (-73.7250781388 42.213396046),house
"Parks, George H., House",Warren,9/29/84,90NR02722,-73.65243122,43.31421366,POINT (-73.65243122 43.3142136601),house
East 80th Street Houses,New York,3/26/80,90NR00639,-73.95924042,40.77575482,POINT (-73.959240419 40.7757548209),house
"Coeymans, Ariaantje, House",Albany,10/18/72,90NR02767,-73.79165573,42.47659557,POINT (-73.791655725 42.4765955655),house
"Fuller, James and Lydia, House",Onondaga,7/3/03,02NR05004,-76.43930645,42.94494146,POINT (-76.4393064509 42.9449414554),house
Pearl Street Schoolhouse,Ulster,9/26/83,90NR01090,-74.27673511,41.65576187,POINT (-74.2767351106 41.6557618664),house
Mulrien House,Dutchess,11/26/82,90NR00412,-73.9294852,41.69984845,POINT (-73.9294852002 41.6998484544),house
"Lynch, James, House",Columbia,11/13/09,09NR06015,-73.78572452,42.35439164,POINT (-73.785724522 42.3543916414),house
"Hughes, Langston, House",New York,10/29/82,90NR00893,-73.94057072,40.8071594,POINT (-73.940570719 40.8071593981),house
Pratt House,Chemung,11/21/08,07NR05827,-76.80411183,42.0934396,POINT (-76.8041118251 42.0934395991),house
Barkin House,Nassau,5/18/15,14NR06604,-73.66147393,40.58678104,POINT (-73.6614739312 40.5867810372),house
Westminster House Club House,Erie,5/25/18,17NR00103,-78.85164935,42.89167223,POINT (-78.8516493531 42.8916722294),house
"Wells, Joshua, House (Fleet-Gold-Kendrick House)",Suffolk,3/6/02,01NR01751,-72.48388854,41.0098509,POINT (-72.4838885383 41.0098509004),house
"DePuy, Ephraim, Stone House",Ulster,8/10/95,95NR00850,-74.22093236,41.81987308,POINT (-74.2209323572 41.8198730798),house
Foland House and Farm,Columbia,5/12/14,13NR06521,-73.81135442,42.11782224,POINT (-73.81135442 42.117822236),house
Row houses at 854-858 West End Avenue and 254 West 102nd Street,New York,3/3/21,20NR00111,-73.97020565,40.79882525,POINT (-73.9702056479 40.7988252528),house
"Towar, Henry , House",Wayne,10/16/09,09NR06048,-76.98837282,43.02191191,POINT (-76.988372818 43.0219119093),house
"McCullers, Carson, House",Rockland,7/14/06,04NR05385,-73.91914975,41.08598984,POINT (-73.9191497469 41.0859898419),house
"South Main Street, House at 36",Cayuga,2/24/95,95NR00796,-76.42141083,42.70780794,POINT (-76.4214108345 42.7078079371),house
"Barron, Thomas, House",Ontario,10/6/88,90NR01985,-77.03342924,42.86058727,POINT (-77.0334292449 42.860587271),house
Ferris House,Essex,11/15/88,90NR00483,-73.42288958,43.84063376,POINT (-73.4228895816 43.8406337574),house
Walker-Warren House,Monroe,4/22/21,19NR00082,-77.66031842,43.04108948,POINT (-77.660318415 43.0410894786),house
"Borland, John, House",Jefferson,9/27/85,90NR01168,-76.33657959,44.12679817,POINT (-76.3365795949 44.1267981746),house
"Park Avenue, House at 244",Suffolk,9/26/85,90NR01835,-73.41233576,40.87411787,POINT (-73.4123357587 40.8741178718),house
"Pruyn, Casparus F., House",Albany,10/3/85,90NR02785,-73.77776936,42.73202053,POINT (-73.7777693553 42.7320205258),house
Romer-Van Tassel House,Westchester,11/25/94,94NR00759,-73.8277755,41.04431579,POINT (-73.8277754986 41.0443157877),house
Ethol House,Dutchess,11/26/82,90NR00395,-73.91617089,41.68825987,POINT (-73.9161708876 41.688259865),house
"Wilkinson, Jemima, House (Friend House)",Yates,8/24/94,94NR00638,-77.1651312,42.65553722,POINT (-77.1651311975 42.6555372183),house
"Humphrey, Friend, House",Albany,10/3/85,90NR02777,-73.76319026,42.69209236,POINT (-73.7631902606 42.6920923577),house
John Mollenhauer House,Suffolk,9/3/14,14NR06544,-73.23516117,40.72257182,POINT (-73.2351611726 40.7225718203),house
Lake Mohonk Mountain House Complex,Ulster,7/16/73,90NR02849,-74.15614383,41.76262212,POINT (-74.1561438269 41.7626221177),house
Bacon-Stickney House,Albany,10/3/85,90NR01651,-73.75373572,42.70681899,POINT (-73.7537357249 42.7068189869),house
"Bay Avenue, House at 200",Suffolk,9/26/85,90NR01903,-73.42038194,40.9012535,POINT (-73.4203819381 40.9012534988),house
"Sammis, Silas, House",Suffolk,9/26/85,90NR01842,-73.4394598,40.8862273,POINT (-73.4394597967 40.8862272962),house
Bogardus-Dewindt House,Dutchess,4/19/93,93NR00435,-73.97895785,41.51060523,POINT (-73.9789578538 41.5106052321),house
"Corwith, William, House",Suffolk,7/3/13,02NR01914,-72.30570518,40.93615734,POINT (-72.3057051828 40.9361573366),house
House at 288 Wimbledon Road,Monroe,11/24/15,15NR00077,-77.6099662,43.20494457,POINT (-77.6099662039 43.2049445669),house
"Barlow, William V.N., House",Orleans,9/8/83,90NR02012,-78.19598282,43.23963549,POINT (-78.1959828182 43.2396354855),house
"Shuart, Johannis, House",Ulster,11/22/95,92NR00414,-74.09703645,41.68233687,POINT (-74.0970364482 41.6823368683),house
Mount Beacon Incline Railway and Power House,Dutchess,11/23/82,90NR00441,-73.95630679,41.4911058,POINT (-73.956306789 41.4911058037),house
"Felix, Pauline, House",Nassau,2/24/05,04NR05378,-73.66866043,40.58568455,POINT (-73.6686604337 40.5856845549),house
Blackwell House,New York,2/25/72,90NR00625,-73.95113267,40.76035145,POINT (-73.9511326699 40.7603514462),house
Norman's Vale (Nott House),Albany,12/11/09,09NR05994,-73.90533105,42.68940409,POINT (-73.9053310501 42.6894040925),house
Cedar Island Lighthouse,Suffolk,4/18/03,02NR04953,-72.25928176,41.04098528,POINT (-72.2592817644 41.0409852837),house
"Pollock, Jackson, House and Studio",Suffolk,4/19/94,94NR00589,-72.15468986,41.02396634,POINT (-72.1546898568 41.0239663422),house
"Sage, Simeon, House [Sage-Marlowe House]",Monroe,1/29/10,09NR06011,-77.75659329,43.01928421,POINT (-77.7565932912 43.0192842144),house
Swan River Schoolhouse,Suffolk,8/18/17,15NR00144,-72.98865973,40.76455314,POINT (-72.9886597253 40.7645531394),house
"Durkee, Almeron, House",Cayuga,1/5/05,04NR05329,-76.69589002,42.83267131,POINT (-76.6958900248 42.832671312),house
"Floyd, Gen. William House",Oneida,7/17/71,90NR02052,-75.38352663,43.30607494,POINT (-75.3835266331 43.306074935),house
Blauvelt House,Rockland,3/28/85,90NR02398,-73.98712666,41.17114937,POINT (-73.9871266587 41.1711493673),house
Oblong Friends Meetinghouse,Dutchess,1/12/73,90NR00309,-73.54207984,41.57937721,POINT (-73.5420798358 41.5793772074),house
"Ockers, Jacob, House",Suffolk,7/10/92,92NR00298,-73.12256186,40.73951496,POINT (-73.122561855 40.7395149606),house
Tweed Courthouse,New York,9/25/74,90NR00857,-74.00555149,40.71339291,POINT (-74.005551486 40.7133929141),house
"Hays, George, House",Yates,8/24/94,94NR00690,-77.07426738,42.6667802,POINT (-77.0742673826 42.6667802005),house
Adsit Log House,Essex,8/18/92,92NR00408,-73.37498422,44.4213037,POINT (-73.374984217 44.4213037027),house
"Schoolcraft, John, House",Albany,11/10/82,90NR01664,-73.90950065,42.70377525,POINT (-73.9095006532 42.703775251),house
Adams-Ryan House,Monroe,9/5/85,90NR01454,-77.8544289,43.19626389,POINT (-77.854428896 43.1962638921),house
"East 69th Street, Rowhouses at 322-344",New York,9/7/84,90NR00829,-73.95886891,40.76627878,POINT (-73.9588689108 40.7662787778),house
"Charles Street, House at 131",New York,11/3/72,90NR00902,-74.00766019,40.7344342,POINT (-74.0076601859 40.7344341977),house
Stevens-Sommerfeldt House,Orleans,5/26/15,15NR00012,-78.0689272,43.14786899,POINT (-78.0689272011 43.1478689876),house
Blue Mountain House Annex,Hamilton,12/7/77,90NR00576,-74.43300222,43.85570571,POINT (-74.4330022241 43.8557057056),house
Toll Gate House,Nassau,8/16/77,90NR01947,-73.63162537,40.80884159,POINT (-73.631625373 40.8088415858),house
Richard Pousette-Dart House and Studio,Rockland,12/23/19,19NR00079,-74.09490555,41.16460047,POINT (-74.0949055536 41.1646004747),house
Quackenbush House,Albany,6/19/72,90NR01646,-73.74835004,42.65393001,POINT (-73.74835004 42.6539300138),house
Greenfield Preparative Meeting House,Sullivan,11/29/10,10NR06155,-74.55276535,41.85437616,POINT (-74.5527653456 41.8543761601),house
"Crawford, David, House",Orange,9/27/72,90NR02317,-74.00802689,41.50876343,POINT (-74.0080268926 41.5087634273),house
Jamesport Meeting House,Suffolk,2/20/09,07NR05817,-72.58094173,40.95003377,POINT (-72.5809417257 40.9500337678),house
La Farge Retainer Houses,Jefferson,8/21/97,96NR00954,-75.96695456,44.1903626,POINT (-75.9669545597 44.1903626046),house
Van Benschoten Residence and Guest House,Delaware,4/1/02,02NR01888,-74.66786569,42.16706109,POINT (-74.6678656879 42.1670610924),house
Hastings Prototype House,Westchester,12/19/91,91NR00291,-73.87133575,40.98464223,POINT (-73.8713357463 40.9846422326),house
"Rose, Robert H., House (DEMOLISHED)",Broome,8/26/80,90NR00084,-75.91948116,42.09212511,POINT (-75.9194811553 42.0921251064),house
Bailey House,New York,4/23/80,90NR00671,-73.94204069,40.82720378,POINT (-73.9420406925 40.8272037815),house
Daniel & Clarissa Baldwin House,Columbia,6/27/12,12NR06316,-73.5385739,42.31619961,POINT (-73.5385738999 42.3161996122),house
Conrad Voelcker House,Queens,9/18/20,20NR00031,-73.81619218,40.7647211,POINT (-73.816192182 40.7647210972),house
"Reynolds Street, House at 235-237",Monroe,9/12/85,90NR01479,-77.62629124,43.14342335,POINT (-77.6262912399 43.143423348),house
"Evens, William, House",Yates,,94NR00683,-77.19907984,42.61548417,POINT (-77.1990798445 42.6154841652),house
Chase/Hubbard/Williams House,Niagara,5/21/08,08NR05836,-78.68441864,43.16411444,POINT (-78.6844186412 43.1641144449),house
"Nelson, Thomas, House",Westchester,8/8/01,01NR01774,-73.91342088,41.29647059,POINT (-73.9134208822 41.2964705864),house
"Brewster, Walter, House",Putnam,10/4/78,90NR02382,-73.61551007,41.39502389,POINT (-73.6155100738 41.3950238879),house
"Leetch, Dr. Henry, House",Essex,11/6/92,90NR02927,-74.12019475,44.32644362,POINT (-74.1201947458 44.3264436183),house
Millar-Wheeler House,Oneida,2/10/00,99NR01548,-75.24544581,43.09379428,POINT (-75.245445812 43.0937942842),house
"Phelps, Stephen, House",Monroe,2/2/95,94NR00756,-77.39162032,43.12659509,POINT (-77.3916203228 43.126595091),house
"Mullany, Kate, House",Rensselaer,4/1/98,98NR01334,-73.68117086,42.73996732,POINT (-73.6811708592 42.7399673218),house
Smith's Opera House,Ontario,10/10/79,90NR01991,-76.98410599,42.86709319,POINT (-76.9841059875 42.8670931929),house
"Warner, Asahel, House",Livingston,8/31/89,90NR01394,-77.62061061,42.90226659,POINT (-77.6206106148 42.9022665928),house
Sherwood-Jayne House,Suffolk,12/2/09,91NR00282,-73.08879961,40.93977426,POINT (-73.0887996066 40.9397742624),house
Wheeler House Complex,Madison,9/22/83,90NR01400,-75.25222776,42.80896256,POINT (-75.2522277582 42.808962558),house
"McVean, David, House",Monroe,1/18/06,05NR05507,-77.75981797,43.02726807,POINT (-77.7598179682 43.0272680669),house
"Brower, Adolph, House",Dutchess,2/27/87,90NR00314,-73.95009983,41.58973597,POINT (-73.9500998292 41.5897359725),house
Cornwall Friends' Meeting House,Orange,12/7/88,90NR02291,-74.04309679,41.4341681,POINT (-74.0430967889 41.4341681047),house
Sands-Ring House,Orange,3/8/96,90NR03066,-74.03029515,41.44024208,POINT (-74.0302951529 41.4402420792),house
"Austin, William, House",Tompkins,7/19/02,02NR01884,-76.6664344,42.54443161,POINT (-76.6664344041 42.5444316135),house
"Brand, John, Sr., House",Chemung,11/10/10,10NR06117,-76.79578675,42.08450953,POINT (-76.7957867529 42.0845095265),house
Delaware Avenue Firehouse (Hook & Ladder No. 4),Albany,3/12/01,01NR01738,-73.77967163,42.64154249,POINT (-73.7796716287 42.6415424925),house
Vanderheyden House,Albany,5/30/01,01NR01787,-73.86710257,42.61067043,POINT (-73.8671025721 42.6106704263),house
"Morrison, Roderick M., House",Yates,8/24/94,94NR00641,-77.06362538,42.66483339,POINT (-77.063625381 42.6648333891),house
"Roslyn House, The",Nassau,6/7/90,91NR03313,-73.64120287,40.79204098,POINT (-73.6412028746 40.7920409757),house
Goodsell House,Herkimer,4/12/06,05NR05535,-74.97825106,43.70779245,POINT (-74.978251063 43.7077924515),house
"Cohoes Company Head Gatehouse, Dam and Headrace",Albany,,96NR01103,-73.71346316,42.79433097,POINT (-73.7134631593 42.794330971),house
"Gillett, William J., House",Onondaga,5/6/82,90NR02119,-76.15825442,43.03925184,POINT (-76.158254417 43.03925184),house
"Storm, Stephen, House",Columbia,1/7/98,97NR01262,-73.71399686,42.22670094,POINT (-73.7139968565 42.2267009429),house
Saugerties and New York Steamboat Company Warehouses,Ulster,11/9/17,17NR00065,-73.94380985,42.0700548,POINT (-73.9438098507 42.0700548039),house
Edmonston House,Orange,3/2/79,90NR02310,-74.06155283,41.45361138,POINT (-74.0615528327 41.4536113821),house
Lemuel F. Vibber House,Otsego,6/21/16,16NR00017,-74.97340309,42.84173069,POINT (-74.9734030916 42.8417306949),house
"Burr, Carll, Jr., House",Suffolk,9/26/85,90NR01807,-73.30218609,40.85223215,POINT (-73.3021860929 40.8522321472),house
Campbell-Whittlesey House,Monroe,2/18/71,90NR01461,-77.61243652,43.15101452,POINT (-77.6124365161 43.1510145207),house
Smith-Rourke House,Suffolk,11/28/89,92NR00310,-72.97823888,40.76176243,POINT (-72.9782388754 40.7617624291),house
Stony Point Lighthouse,Rockland,5/29/79,90NR02409,-73.97183535,41.24137463,POINT (-73.971835349 41.2413746323),house
"Hasbrouck, Jean, House",Ulster,12/24/67,90NR01112,-74.08840851,41.75086077,POINT (-74.0884085098 41.7508607651),house
"Landon, Samuel, House (Thomas Moore House)",Suffolk,4/20/05,04NR05394,-72.4230935,41.06606544,POINT (-72.423093501 41.0660654359),house
William S. Pendleton House,Richmond,10/20/14,14NR06552,-74.09208479,40.64147293,POINT (-74.0920847888 40.6414729309),house
Buttermilk Flat Schoolhouse No. 22,Jefferson,6/28/96,96NR00959,-75.95004409,44.17196212,POINT (-75.9500440907 44.1719621215),house
Vanderbeck House,Monroe,4/9/84,90NR01465,-77.63044781,43.19003619,POINT (-77.6304478103 43.1900361865),house
Lacy-Van Vleet House,Tompkins,6/8/84,90NR02270,-76.30129654,42.49017734,POINT (-76.3012965391 42.490177336),house
"Kemp, John Wolf, House",Albany,10/3/85,90NR02778,-73.7986202,42.72578597,POINT (-73.7986202026 42.7257859672),house
"Forsyth, James and Mary, House",Ulster,7/3/03,03NR05076,-74.01401607,41.9337423,POINT (-74.0140160684 41.9337423005),house
Dodge-Greenleaf House,Orange,3/5/08,07NR05794,-74.54084357,41.47456439,POINT (-74.5408435726 41.474564388),house
"Blood, Jackson, Cobblestone House",Orleans,6/30/05,05NR05435,-78.38947074,43.31679283,POINT (-78.3894707424 43.3167928344),house
Collingwood Opera House and Office Building,Dutchess,10/20/77,90NR00378,-73.92877122,41.70307172,POINT (-73.928771222 41.7030717226),house
"Smith, Obadiah, House",Suffolk,12/6/96,96NR01061,-73.22946381,40.89414146,POINT (-73.2294638083 40.8941414572),house
"Everit, John, House",Suffolk,9/26/85,90NR01818,-73.42109834,40.79219414,POINT (-73.4210983437 40.7921941372),house
Boice House,Ulster,12/28/01,01NR01822,-74.01460874,41.92838951,POINT (-74.0146087373 41.9283895117),house
Wellman House,Allegany,6/20/74,90NR00021,-78.13695056,42.20599083,POINT (-78.1369505638 42.205990832),house
"Morris, Lewis G., House",New York,8/12/77,90NR00622,-73.95742542,40.7792592,POINT (-73.9574254215 40.7792591973),house
Tabor-Wing House,Dutchess,6/3/82,90NR00294,-73.57928919,41.73842792,POINT (-73.5792891921 41.7384279192),house
Skinner-Tinkham House,Orleans,4/15/04,02NR04919,-78.19505223,43.18637155,POINT (-78.1950522336 43.1863715533),house
Clark House,Essex,11/15/88,90NR00480,-73.42966246,43.84859921,POINT (-73.4296624603 43.8485992118),house
Matinecock Friends Meeting House,Nassau,7/19/76,91NR00269,-73.59436759,40.86634085,POINT (-73.5943675938 40.866340848),house
"Van Wyck, Cornelius, House",Queens,10/6/83,90NR01610,-73.75271168,40.77317131,POINT (-73.7527116814 40.7731713087),house
"Martin-Fitch House and Asa Fitch, Jr. Laboratory",Washington,6/9/14,14NR06535,-73.38000755,43.15137743,POINT (-73.3800075476 43.1513774323),house
"Kelly, Colonel William, House",Erie,5/23/97,97NR01205,-78.87338687,42.91653523,POINT (-78.8733868654 42.9165352343),house
Van Ostrande-Radliff House,Albany,1/10/08,06NR05622,-73.75192586,42.64736963,POINT (-73.7519258649 42.6473696305),house
"West Cayuga Street, House at 37",Cayuga,2/24/95,95NR00795,-76.42617368,42.71376123,POINT (-76.4261736815 42.7137612276),house
Underhill-Acker House,Westchester,7/24/17,17NR00014,-73.88926686,41.20487844,POINT (-73.8892668551 41.2048784424),house
"Kenwood Avenue, House at 698",Albany,2/17/12,11NR06286,-73.862583,42.62848428,POINT (-73.862582997 42.6284842827),house
"Whalen, Harvey, House",Monroe,11/21/94,94NR00757,-77.44586606,43.14159996,POINT (-77.4458660551 43.1415999563),house
Oswego County Courthouse,Oswego,12/7/00,00NR01678,-76.50560876,43.45714939,POINT (-76.5056087565 43.4571493949),house
"Walden, Jacob T., Stone House",Orange,3/12/02,02NR01908,-74.19497402,41.56519631,POINT (-74.1949740198 41.5651963079),house
"Draper, John W., House",Westchester,5/15/75,90NR02536,-73.87975231,40.99119349,POINT (-73.8797523111 40.9911934893),house
DuBois-Kierstede Stone House,Ulster,5/20/98,98NR01338,-73.94943624,42.07941088,POINT (-73.9494362383 42.0794108839),house
Gatehouse on Deerhill Road,Orange,11/23/82,90NR02345,-74.01998231,41.42598909,POINT (-74.0199823066 41.4259890885),house
Mary E. Bell House,Suffolk,11/13/20,20NR00086,-72.79022214,40.80335133,POINT (-72.7902221368 40.8033513334),house
"Akins, Robert, House",Tioga,7/2/84,90NR02223,-76.18785417,42.30211692,POINT (-76.1878541652 42.3021169223),house
Hayes House,Albany,1/17/73,90NR01676,-74.03064345,42.69920242,POINT (-74.0306434513 42.6992024222),house
Whitaker House,Yates,8/24/94,94NR00673,-77.01662628,42.70466277,POINT (-77.0166262755 42.7046627725),house
Public Bath House #4,Westchester,10/21/85,90NR02476,-73.89231189,40.93098854,POINT (-73.8923118888 40.9309885355),house
Ward House,Onondaga,2/14/97,96NR01110,-76.12837145,43.03290856,POINT (-76.1283714524 43.0329085645),house
House at 233 James Street,Madison,5/23/86,90NR01429,-75.75954469,43.07504568,POINT (-75.7595446862 43.0750456781),house
"Beekman, James William, House",Nassau,12/12/73,90NR01718,-73.54645894,40.87974697,POINT (-73.5464589369 40.8797469727),house
"Straight, Elisha, House",Washington,9/15/04,03NR05062,-73.39330971,43.36486246,POINT (-73.3933097113 43.3648624579),house
Easton Storehouse,Onondaga,,02NR04956,-76.18005104,43.00586118,POINT (-76.1800510375 43.0058611835),house
Mynderse-Frederick House,Albany,11/10/82,90NR01632,-73.96455618,42.70283472,POINT (-73.9645561754 42.7028347216),house
Meetinghouse Green Road Cemtery,Herkimer,6/5/13,13NR06443,-75.16388132,42.91881758,POINT (-75.1638813192 42.9188175793),house
"Miller, Paschal, House",St. Lawrence,9/2/82,90NR02580,-75.64911412,44.58797232,POINT (-75.6491141155 44.5879723194),house
Estabrook Octagon House,Rensselaer,2/8/80,90NR01005,-73.35227915,42.89614556,POINT (-73.3522791518 42.8961455637),house
"Richardson, John, House",Erie,11/30/99,99NR01543,-78.65813966,42.89661108,POINT (-78.6581396636 42.8966110757),house
Crowther House,Suffolk,3/21/85,90NR01942,-72.63353638,40.80478175,POINT (-72.633536377 40.804781752),house
Foster-Hubbard House,Onondaga,12/21/20,19NR00007,-76.16231805,43.03763488,POINT (-76.1623180468 43.037634875),house
"Townsend, Henry, House",Suffolk,9/26/85,90NR01850,-73.43773321,40.8810614,POINT (-73.4377332114 40.8810614021),house
"Brush, George W., House",Suffolk,9/26/85,90NR01802,-73.38011877,40.86872979,POINT (-73.3801187689 40.8687297881),house
"Scheide-Mantel, George L., House",Erie,8/5/93,94NR00623,-78.62129886,42.76535225,POINT (-78.6212988609 42.7653522485),house
Clark-Keith House,Livingston,8/28/98,98NR01314,-77.85495273,42.97283928,POINT (-77.8549527261 42.9728392824),house
Walker House,Putnam,11/23/82,90NR02377,-73.93351926,41.37290879,POINT (-73.9335192638 41.372908794),house
A. Walsh House,Orange,12/28/11,01NR01854,-74.10041904,41.43976517,POINT (-74.1004190391 41.439765169),house
George House,Jefferson,9/6/90,90NR03018,-76.1342753,44.06576001,POINT (-76.1342752981 44.0657600081),house
"Horr, Elijah, House",Jefferson,6/28/96,96NR00950,-75.97403642,44.11238252,POINT (-75.9740364192 44.1123825155),house
Shute Octagon House,Schenectady,10/11/84,90NR02641,-74.21991615,42.77482887,POINT (-74.2199161533 42.7748288736),house
Bonfoy-Barstow House,Herkimer,8/24/11,11NR06221,-75.18680852,42.88616699,POINT (-75.1868085153 42.8861669924),house
Willet Titus House,Nassau,10/2/86,90NR01741,-73.64701146,40.80303408,POINT (-73.6470114629 40.8030340771),house
Battery Park Control House,New York,5/6/80,90NR00693,-74.01452495,40.70410189,POINT (-74.0145249532 40.7041018856),house
