Resource Name,County,National Register Date,National Register Number,Longitude,Latitude,Georeference
Plashbourne Estate,Westchester,08/02/2007,06NR05629,-73.8479383145,40.9392034271,POINT (-73.8479383145 40.9392034271)
Dr. Oliver Bronson House and Estate,Columbia,02/20/1973,03NR05160,-73.7851080891,42.2433325638,POINT (-73.7851080891 42.2433325638)
"Floyd, William, Estate (Old Mastic House)",Suffolk,04/21/1971,90NR01772,-72.8234535528,40.7673579322,POINT (-72.8234535528 40.7673579322)
"Rockefeller, Sr., John D., Estate",Westchester,05/11/1976,90NR02442,-73.843217479,41.089953265,POINT (-73.843217479 41.089953265)
Sherwood Family Estate,Delaware,12/31/2002,02NR04914,-74.9356053487,42.2627976308,POINT (-74.9356053487 42.2627976308)
"Vassar, Matthew, Estate (Springside)",Dutchess,08/11/1969,90NR00377,-73.9270870254,41.6892440352,POINT (-73.9270870254 41.6892440352)
Sweeney Estate Historic District,Niagara,08/27/2020,20NR00053,-78.866627555,43.0282490452,POINT (-78.866627555 43.0282490452)
Box Hill Estate,Suffolk,12/04/1973,90NR01902,-73.1764584176,40.8894959137,POINT (-73.1764584176 40.8894959137)
"Sloan, George B., Estate",Oswego,08/11/1988,90NR02155,-76.5211265404,43.4600912614,POINT (-76.5211265404 43.4600912614)
"Rogers, Archibald, Estate - Crumwold",Dutchess,09/02/1993,90NR02900,-73.9388468546,41.7794845302,POINT (-73.9388468546 41.7794845302)
"Phyfe, James W. and Anne Smith, Estate",Suffolk,08/09/1993,91NR00125,-73.184381995,40.9093112739,POINT (-73.184381995 40.9093112739)
"Cutting, Bayard, Estate",Suffolk,10/02/1973,90NR01870,-73.1624153736,40.7478905571,POINT (-73.1624153736 40.7478905571)
Mackay Estate Water Tower,Nassau,03/14/1991,90NR03289,-73.6394135958,40.7974038804,POINT (-73.6394135958 40.7974038804)
"Peabody, Royal C., Estate",Warren,06/21/1984,90NR02690,-73.6941386144,43.4510712575,POINT (-73.6941386144 43.4510712575)
Beecher-McFadden Estate,Westchester,11/02/1987,90NR02498,-73.8955356244,41.2980818379,POINT (-73.8955356244 41.2980818379)
Masury Estate Ballroom,Suffolk,09/11/1986,90NR01778,-72.8073171378,40.7824465298,POINT (-72.8073171378 40.7824465298)
"Harrison, Wallace K., Estate",Suffolk,09/26/1985,90NR01824,-73.4412397141,40.8075221223,POINT (-73.4412397141 40.8075221223)
Eagle's Nest (William K. Vanderbilt Estate) Boundary Expansion,Suffolk,02/04/2021,20NR00109,-73.3699482094,40.9042784249,POINT (-73.3699482094 40.9042784249)
"Halsey Estate / ""Tallwood""",Suffolk,09/26/1985,90NR01821,-73.4314103159,40.8263765038,POINT (-73.4314103159 40.8263765038)
"Dodge, Lillian Sefton, Estate",Nassau,07/22/1979,90NR01952,-73.5583166285,40.8793332773,POINT (-73.5583166285 40.8793332773)
Mackay Estate Dairyman's Cottage,Nassau,03/14/1991,90NR03288,-73.6256896613,40.8006730053,POINT (-73.6256896613 40.8006730053)
Fort Hill Estate,Suffolk,06/02/1988,90NR01928,-73.4877415806,40.9187753024,POINT (-73.4877415806 40.9187753024)
DuPont-Guest Estate,Nassau,12/11/2009,09NR06049,-73.6147987132,40.8100102746,POINT (-73.6147987132 40.8100102746)
Merestead - Sloane Estate,Westchester,09/27/1984,90NR02428,-73.704714862,41.1780865448,POINT (-73.704714862 41.1780865448)
Clermont Estates Historic District,Columbia,05/07/1979,90NR00221,-73.9092311236,42.1001948679,POINT (-73.9092311236 42.1001948679)
Hopson-Swan Estate,Rockland,11/23/1992,95NR00830,-73.9165885144,41.0268392658,POINT (-73.9165885144 41.0268392658)
Snyder Estate Natural Cement Historic District,Ulster,06/09/1992,92NR00352,-74.0942256178,41.8476818986,POINT (-74.0942256178 41.8476818986)
City & Suburban Homes Company's York Avenue Estate,New York,09/15/1994,90NR03286,-73.9495481594,40.7703576204,POINT (-73.9495481594 40.7703576204)
"Sands, Robert, Estate",Dutchess,02/24/1975,90NR00325,-73.8765386654,41.9352884984,POINT (-73.8765386654 41.9352884984)
Linwood (Gratwick Estate),Livingston,12/15/1997,97NR01244,-77.9365434002,42.8663344331,POINT (-77.9365434002 42.8663344331)
Amelita Galli-Curci Estate,Delaware,08/19/2010,10NR06134,-74.5288606881,42.1435019158,POINT (-74.5288606881 42.1435019158)
Arden (E.H. Harriman Estate),Orange,11/13/1966,90NR02313,-74.1186581811,41.297619646,POINT (-74.1186581811 41.297619646)
"Eagle's Rest (Rupert, Jacob, Estate)",Putnam,11/23/1982,90NR02365,-73.9376404531,41.3977277931,POINT (-73.9376404531 41.3977277931)
"Moore, Benjamin, Estate",Nassau,05/14/1979,90NR01950,-73.537505185,40.8381262638,POINT (-73.537505185 40.8381262638)
Adams-Chadeayne-Taft Estate,Orange,12/18/2013,13NR06480,-74.0128869948,41.4471676896,POINT (-74.0128869948 41.4471676896)
City & Suburban Homes Company's First Avenue Estate Historic Dist,New York,08/01/1986,90NR00803,-73.9583437539,40.7625892998,POINT (-73.9583437539 40.7625892998)
"Brown, George McKesson, Estate-Coindre Hall",Suffolk,09/26/1985,90NR01926,-73.4363205082,40.8938773905,POINT (-73.4363205082 40.8938773905)
"Sage, Henry M., Estate",Albany,07/04/1980,90NR02839,-73.7325057976,42.6941029093,POINT (-73.7325057976 42.6941029093)
"Payne, Colonel Oliver H., Estate (boundary expansion)",Ulster,,14NR06567,-73.9682684032,41.8135044461,POINT (-73.9682684032 41.8135044461)
Caleb Bragg Estate,Suffolk,11/02/1987,90NR01793,-71.9335661557,41.072127962,POINT (-71.9335661557 41.072127962)
JOHN S PHIPPS ESTATE  (Boundary Increase) (Old Westbury Gardens),Nassau,01/10/2011,09NR06080,-73.5963984467,40.7738344434,POINT (-73.5963984467 40.7738344434)
Rockefeller Pocantico Hills Estate Historic District,Westchester,11/04/2019,18NR00097,-73.8372329646,41.1038081145,POINT (-73.8372329646 41.1038081145)
"Roosevelt, Isaac, Estate - Rosedale",Dutchess,09/02/1993,90NR02901,-73.9319788058,41.7380441765,POINT (-73.9319788058 41.7380441765)
Samuel Adams Warner Estate Cottage,Nassau,10/02/1986,90NR01737,-73.6437745823,40.7928171564,POINT (-73.6437745823 40.7928171564)
"Howard, Thomas H., Estate - The Craigs",Dutchess,08/19/1993,90NR02892,-73.9343527935,41.7985859044,POINT (-73.9343527935 41.7985859044)
Locust Lawn Estate,Ulster,05/17/1974,90NR01059,-74.1016290321,41.6955850177,POINT (-74.1016290321 41.6955850177)
Gould-Guggenheim Estate,Nassau,09/29/2006,05NR05548,-73.6956526969,40.8599184959,POINT (-73.6956526969 40.8599184959)
Rosenlund Estate Buildings,Dutchess,05/14/1991,90NR03291,-73.9326968921,41.722015732,POINT (-73.9326968921 41.722015732)
"Roosevelt, John Ellis, Estate (Meadowcroft)",Suffolk,11/05/1987,90NR01873,-73.0710850259,40.7394128428,POINT (-73.0710850259 40.7394128428)
Newcomb-Brown Estate,Dutchess,10/07/1988,90NR00312,-73.7838358976,41.7581808457,POINT (-73.7838358976 41.7581808457)
"Fried, Samson, Estate",Essex,02/27/1987,90NR00471,-73.7145186887,43.8753987641,POINT (-73.7145186887 43.8753987641)
Moore-Howland Estate,Greene,08/30/2010,10NR06129,-73.8563246958,42.2296254335,POINT (-73.8563246958 42.2296254335)
