Resource Name,County,National Register Date,National Register Number,Longitude,Latitude,Georeference
Cattaraugus Village Commerical Historic District,Cattaraugus,01/22/2014,13NR06467,-78.8685412037,42.329680894,POINT (-78.8685412037 42.329680894)
Knox Street Historic District,Albany,03/05/2008,07NR05721,-73.7708916658,42.6528844029,POINT (-73.7708916658 42.6528844029)
Longwood Historic District,Bronx,09/26/1983,90NR00060,-73.8996238168,40.8167729193,POINT (-73.8996238168 40.8167729193)
Slingerlands Historic District,Albany,02/14/2012,11NR06251,-73.8652894961,42.6296029755,POINT (-73.8652894961 42.6296029755)
Fredonia Commons Historic District,Chautauqua,10/19/1978,90NR00115,-79.3319424915,42.4404316197,POINT (-79.3319424915 42.4404316197)
Gregory Tract Historic District,Monroe,01/19/2022,21NR00055,-77.6009296372,43.139642454,POINT (-77.6009296372 43.139642454)
Churchill Park Historic District,Delaware,11/17/1980,90NR00291,-74.6253622919,42.4140166425,POINT (-74.6253622919 42.4140166425)
Buells Lane Historic District,Suffolk,07/21/1988,90NR01935,-72.1983234538,40.9589780607,POINT (-72.1983234538 40.9589780607)
Katonah Village Historic District,Westchester,09/15/1983,90NR02427,-73.6857635051,41.2579998293,POINT (-73.6857635051 41.2579998293)
Sag Harbor Village Historic District (Boundary Increase),Suffolk,05/10/1994,94NR00635,-72.2923655458,40.9940548736,POINT (-72.2923655458 40.9940548736)
Court Street Historic District,Clinton,02/24/1983,90NR00175,-73.4610346286,44.6978592684,POINT (-73.4610346286 44.6978592684)
Ditmas Park Historic District,Kings,09/30/1983,90NR01320,-73.9611477499,40.6386654556,POINT (-73.9611477499 40.6386654556)
Charlton-King-Vandam Historic District,New York,07/20/1973,90NR00784,-74.0041532574,40.7274227495,POINT (-74.0041532574 40.7274227495)
Village Park Historic District (Boundary Increase #2),St. Lawrence,02/29/2008,07NR05785,-75.1666419211,44.5962010076,POINT (-75.1666419211 44.5962010076)
Alligerville Historic District,Ulster,06/30/2015,15NR00004,-74.1768688804,41.7964490614,POINT (-74.1768688804 41.7964490614)
Broadway Historic District Expansion,Saratoga,02/25/1994,93NR00472,-73.7864580314,43.0913368683,POINT (-73.7864580314 43.0913368683)
Clinton Hill South Historic District,Kings,07/17/1986,90NR01290,-73.9601011155,40.681154751,POINT (-73.9601011155 40.681154751)
"Point, The, Historic District",Clinton,11/12/1982,90NR00189,-73.4470598521,44.6954356438,POINT (-73.4470598521 44.6954356438)
Jerusalem District No. 5 Schoolhouse,Nassau,03/01/1996,95NR00860,-73.5070937819,40.7020123856,POINT (-73.5070937819 40.7020123856)
Somers Hamlet Historic District,Westchester,04/21/2004,90NR03271,-73.6820464929,41.3302962173,POINT (-73.6820464929 41.3302962173)
North Salina Street Historic District,Onondaga,09/19/1985,90NR02125,-76.1534310163,43.0609256062,POINT (-76.1534310163 43.0609256062)
District No. 10 Schoolhouse,Niagara,12/01/2000,00NR01684,-78.4885524084,43.2815577286,POINT (-78.4885524084 43.2815577286)
Elmira Civic Historic District,Chemung,07/30/1980,90NR00141,-76.8025849658,42.0906421549,POINT (-76.8025849658 42.0906421549)
Stuyvesant Heights Historic District,Kings,12/04/1975,90NR01342,-73.9358981132,40.6814105698,POINT (-73.9358981132 40.6814105698)
Lancaster District School No. 6,Erie,11/18/2008,08NR05898,-78.6401865605,42.8814348216,POINT (-78.6401865605 42.8814348216)
Union Street Historic District,Schenectady,11/17/1982,90NR02661,-73.9280838769,42.8130991641,POINT (-73.9280838769 42.8130991641)
Pine Hill Historic District,Ulster,08/14/2012,11NR06297,-74.4809569628,42.1327907983,POINT (-74.4809569628 42.1327907983)
Hamilton Heights Historic District,New York,09/30/1983,90NR00859,-73.9472448647,40.8231269605,POINT (-73.9472448647 40.8231269605)
Bedford Road Historic District,Westchester,11/21/1985,90NR02453,-73.7121927834,41.1253018733,POINT (-73.7121927834 41.1253018733)
State Street Historic District,Monroe,10/11/1984,90NR01517,-77.6148861213,43.1576716622,POINT (-77.6148861213 43.1576716622)
St. Mark's Historic District (Boundary increase),New York,09/05/1985,90NR00822,-73.9887067449,40.7304207598,POINT (-73.9887067449 40.7304207598)
Amherst Avenue Historic District,Essex,06/16/1989,90NR02938,-73.4255657096,43.8439407999,POINT (-73.4255657096 43.8439407999)
Lefferts Manor Historic District,Kings,05/18/1992,91NR00014,-73.9568034486,40.6597468571,POINT (-73.9568034486 40.6597468571)
St. Nicholas Historic District,New York,10/29/1975,90NR00899,-73.9434761922,40.8181645047,POINT (-73.9434761922 40.8181645047)
Bedford Corners Historic District,Cattaraugus,07/05/2003,02NR04938,-78.3099602844,42.0559536229,POINT (-78.3099602844 42.0559536229)
Cincinnatus Historic District,Cortland,09/07/1984,90NR00261,-75.9022056209,42.5422176167,POINT (-75.9022056209 42.5422176167)
Arvine Heights Historic District,Monroe,06/01/2015,15NR00005,-77.6368807314,43.126122612,POINT (-77.6368807314 43.126122612)
Douglaston Hill Historic District,Queens,08/31/2000,00NR01658,-73.7449594065,40.7673819991,POINT (-73.7449594065 40.7673819991)
Washington Park Historic District,Albany,06/19/1972,90NR02822,-73.7713301065,42.656848615,POINT (-73.7713301065 42.656848615)
Roseboom Historic District,Otsego,11/19/1998,98NR01411,-74.7716548556,42.7400484273,POINT (-74.7716548556 42.7400484273)
Main Street Historic District,Dutchess,01/27/2010,09NR06028,-73.5101967354,41.9536625812,POINT (-73.5101967354 41.9536625812)
Bloomvale Historic District,Dutchess,12/30/1991,91NR00290,-73.7568912541,41.8007164817,POINT (-73.7568912541 41.8007164817)
Canandaigua Historic District,Ontario,04/26/1984,90NR01998,-77.2818488792,42.8919544189,POINT (-77.2818488792 42.8919544189)
MAPLE AVENUE HISTORIC DISTRICT,Chemung,08/13/2013,13NR06449,-76.7934265696,42.0819720416,POINT (-76.7934265696 42.0819720416)
District School No. 20,Jefferson,10/18/1989,90NR01137,-76.1086289905,43.9263762735,POINT (-76.1086289905 43.9263762735)
Fort Independence Historic District,Bronx,08/23/2016,16NR00024,-73.8968462673,40.8820933438,POINT (-73.8968462673 40.8820933438)
West Village Historic District,Erie,05/06/1980,90NR01223,-78.8799615425,42.8920120694,POINT (-78.8799615425 42.8920120694)
Essex Village Historic District,Essex,05/28/1975,90NR00465,-73.3529044385,44.3124212893,POINT (-73.3529044385 44.3124212893)
Rochelle Park-Rochelle Heights Historic District,Westchester,07/06/2005,04NR05343,-73.7798833697,40.9226224173,POINT (-73.7798833697 40.9226224173)
East Main Street Commercial Historic District,Wayne,11/21/1974,90NR02287,-77.2297443685,43.0635813689,POINT (-77.2297443685 43.0635813689)
Point Chautauqua Historic District,Chautauqua,05/17/1996,96NR00982,-79.4596875917,42.2377125027,POINT (-79.4596875917 42.2377125027)
Bainbridge Historic District,Chenango,11/09/1982,90NR00160,-75.4782519317,42.2954426662,POINT (-75.4782519317 42.2954426662)
Saint James Historic District,Suffolk,07/20/1973,90NR01881,-73.1625840332,40.8843902415,POINT (-73.1625840332 40.8843902415)
Grand Concourse Historic District,Bronx,08/24/1987,90NR00048,-73.9183828615,40.833266546,POINT (-73.9183828615 40.833266546)
Adams Commercial Historic District,Jefferson,09/29/2006,06NR05567,-76.0241965301,43.808826376,POINT (-76.0241965301 43.808826376)
Lefferts Manor Historic District Boundary Increase,Kings,11/09/2017,17NR00067,-73.954972117,40.6582917616,POINT (-73.954972117 40.6582917616)
Manlius Village Historic District,Onondaga,11/06/1973,90NR02134,-75.9748550809,43.0029966201,POINT (-75.9748550809 43.0029966201)
Lower East Side Historic District (Boundary Increase),New York,05/02/2006,03NR05156,-73.9849477294,40.7131989147,POINT (-73.9849477294 40.7131989147)
Quaker Street Historic District,Schenectady,10/11/1984,90NR02638,-74.1883309333,42.7338248502,POINT (-74.1883309333 42.7338248502)
Central Troy Historic District (Boundary Expansion),Rensselaer,06/14/2016,15NR00044,-73.6901180624,42.7270726096,POINT (-73.6901180624 42.7270726096)
Fort Greene Historic District,Kings,09/26/1983,90NR01318,-73.9728848652,40.6894952557,POINT (-73.9728848652 40.6894952557)
Main Street Historic District,Broome,10/29/2021,21NR00010,-75.921462051,42.0996743727,POINT (-75.921462051 42.0996743727)
Bell Place-Locust Avenue Historic District,Westchester,08/29/1985,90NR02472,-73.8967980116,40.9361098506,POINT (-73.8967980116 40.9361098506)
Main Street Historic District,Monroe,04/02/2004,03NR05158,-77.9384887648,43.2156007844,POINT (-77.9384887648 43.2156007844)
Liberty Village Historic District,Sullivan,04/11/1978,90NR01053,-74.747375907,41.8016815882,POINT (-74.747375907 41.8016815882)
Southside Historic District,Steuben,02/20/1998,97NR01287,-77.0549899984,42.1385829799,POINT (-77.0549899984 42.1385829799)
Le Roy Downtown Historic District,Genesee,01/31/2017,16NR00075,-77.9939367026,42.9776977208,POINT (-77.9939367026 42.9776977208)
Pultneyville Historic District,Wayne,09/12/1985,90NR02281,-77.1822362344,43.2805746235,POINT (-77.1822362344 43.2805746235)
Parsonage Road Historic District,Sullivan,11/27/1992,92NR00360,-75.0610934568,41.7087935157,POINT (-75.0610934568 41.7087935157)
Central Ridgewood Historic District,Queens,09/30/1983,90NR01596,-73.8983811422,40.7030515002,POINT (-73.8983811422 40.7030515002)
Wickapogue Road Historic District,Suffolk,10/02/1986,90NR01919,-72.3664805803,40.8867666584,POINT (-72.3664805803 40.8867666584)
Mill St.-North Clover St. Historic District (Boundary Increase),Dutchess,05/21/1987,90NR00375,-73.9337139611,41.7060765984,POINT (-73.9337139611 41.7060765984)
South Street Area Historic District,Cayuga,03/09/1991,90NR03293,-76.5654629074,42.9240899418,POINT (-76.5654629074 42.9240899418)
West Main Street / James Street Historic District,Otsego,03/17/1994,93NR00443,-74.9881236351,42.8534183467,POINT (-74.9881236351 42.8534183467)
Franklin Square Historic District,Saratoga,10/09/1973,90NR02596,-73.7896113723,43.0822389969,POINT (-73.7896113723 43.0822389969)
Beaux Arts Park Historic District,Suffolk,09/26/1985,90NR01905,-73.408404731,40.9007568408,POINT (-73.408404731 40.9007568408)
Montgomery Street-Columbus Circle Historic District,Onondaga,02/19/1980,90NR02116,-76.1491129908,43.0473486235,POINT (-76.1491129908 43.0473486235)
Pittsford Village Historic District,Monroe,09/07/1984,90NR01532,-77.5175851148,43.0900227067,POINT (-77.5175851148 43.0900227067)
Breakabeen Historic District,Schoharie,12/31/1974,90NR02674,-74.4098331179,42.5250654823,POINT (-74.4098331179 42.5250654823)
Oxford Village Historic District,Chenango,09/17/1985,90NR00167,-75.5945059444,42.4408524885,POINT (-75.5945059444 42.4408524885)
Huguenot Schoolhouse (District School No. 3),Orange,08/21/1997,97NR01237,-74.6321537235,41.4197137072,POINT (-74.6321537235 41.4197137072)
Mott Haven Historic District,Bronx,03/25/1980,90NR00035,-73.9234063124,40.8104672069,POINT (-73.9234063124 40.8104672069)
High-Locust Streets Historic District,Niagara,11/19/2014,14NR06554,-78.6863470717,43.1646531925,POINT (-78.6863470717 43.1646531925)
Garrison Grist Mill Historic District,Putnam,12/23/1993,92NR00349,-73.9452833546,41.3749095574,POINT (-73.9452833546 41.3749095574)
Murray Hill Historic District (Boundary Expansion),New York,02/27/2013,12NR06394,-73.9795896758,40.7485268671,POINT (-73.9795896758 40.7485268671)
North Chatham Historic District,Columbia,09/04/2012,12NR06347,-73.6309154308,42.4691241706,POINT (-73.6309154308 42.4691241706)
Bellport Village Historic District,Suffolk,07/04/1980,96NR01015,-72.9382661198,40.7569206178,POINT (-72.9382661198 40.7569206178)
Van Houten's Landing Historic District,Rockland,08/20/2004,03NR05117,-73.9161949661,41.1007050962,POINT (-73.9161949661 41.1007050962)
Garfield Place Historic District,Dutchess,11/29/1972,90NR00431,-73.9297278361,41.6976188543,POINT (-73.9297278361 41.6976188543)
West 147th-149th Streets Historic District,New York,05/18/2003,02NR05048,-73.9389846023,40.8241649549,POINT (-73.9389846023 40.8241649549)
Gramercy Park Historic District,New York,01/23/1980,90NR00611,-73.9861182782,40.7375045784,POINT (-73.9861182782 40.7375045784)
Lockport Industrial District,Niagara,11/11/1975,90NR01975,-78.6910323329,43.1737901789,POINT (-78.6910323329 43.1737901789)
Aurora Village-Wells College Historic District,Cayuga,11/19/1980,90NR00105,-76.70096784,42.7513510498,POINT (-76.70096784 42.7513510498)
Glen Haven District No. 4 School and Public Library,Cortland,05/23/1997,97NR01181,-76.2673318572,42.7608473498,POINT (-76.2673318572 42.7608473498)
Crown Heights North Historic District (Boundary Increase),Kings,03/11/2016,15NR00111,-73.9418816619,40.6734081974,POINT (-73.9418816619 40.6734081974)
Alfred Village Historic District,Allegany,09/11/1985,90NR00027,-77.7892669396,42.2537093163,POINT (-77.7892669396 42.2537093163)
Wallabout Industrial Historic District,Kings,08/07/2012,11NR06290,-73.9666957945,40.6967165035,POINT (-73.9666957945 40.6967165035)
Cooperstown Historic District (Boundary Increase),Otsego,08/21/1997,97NR01251,-74.9285652195,42.7133421202,POINT (-74.9285652195 42.7133421202)
Hebron District School No. 16,Washington,04/16/2012,11NR06280,-73.2864376684,43.2624076439,POINT (-73.2864376684 43.2624076439)
Sniffen Court Historic District,New York,11/28/1973,90NR00920,-73.9779563221,40.7470970036,POINT (-73.9779563221 40.7470970036)
Cragsmoor Historic District,Ulster,08/08/1996,96NR01010,-74.3869586655,41.671232765,POINT (-74.3869586655 41.671232765)
Wappingers Falls Historic District,Dutchess,09/29/1984,90NR00446,-73.9214357644,41.5978967547,POINT (-73.9214357644 41.5978967547)
Nelliston Historic District,Montgomery,09/27/1980,90NR01557,-74.6161405744,42.9342709215,POINT (-74.6161405744 42.9342709215)
Kinderhook Village Historic District,Columbia,07/24/1974,90NR00258,-73.700088355,42.3917636433,POINT (-73.700088355 42.3917636433)
District School No. 14,Ulster,02/21/1997,97NR01152,-74.4793243054,42.1349320882,POINT (-74.4793243054 42.1349320882)
Jordan Village Historic District,Onondaga,09/15/1983,90NR02133,-76.4746163267,43.0670090042,POINT (-76.4746163267 43.0670090042)
Church Street-Congress Street Historic District,Cayuga,02/03/1993,92NR00357,-76.4186890973,42.7099995532,POINT (-76.4186890973 42.7099995532)
Owego Central Historic District (Boundary Increase),Tioga,04/08/1998,97NR01230,-76.2590684884,42.1038772508,POINT (-76.2590684884 42.1038772508)
Madison-Putnam-60th Place Historic District,Queens,09/30/1983,90NR01604,-73.9004751924,40.7058577504,POINT (-73.9004751924 40.7058577504)
Rensselaerville Historic District,Albany,09/15/1983,93NR00452,-74.1352252089,42.5169636511,POINT (-74.1352252089 42.5169636511)
Clermont Civic Historic District,Columbia,07/03/2003,01NR01810,-73.8257209374,42.0873612606,POINT (-73.8257209374 42.0873612606)
Brick Row Historic District,Greene,11/28/1980,90NR00556,-73.7983312281,42.2775032751,POINT (-73.7983312281 42.2775032751)
Dryden Village Historic District,Tompkins,06/15/1984,90NR02275,-76.296144427,42.4891067864,POINT (-76.296144427 42.4891067864)
Austerlitz Historic District,Columbia,05/25/2018,18NR00002,-73.4733878741,42.3080567305,POINT (-73.4733878741 42.3080567305)
East Williston Village Historic District,Nassau,07/18/1985,90NR01955,-73.6373222262,40.7580913175,POINT (-73.6373222262 40.7580913175)
Academy Street Historic District,Dutchess,11/26/1982,90NR00380,-73.9282292117,41.6967590876,POINT (-73.9282292117 41.6967590876)
Fly Creek Historic District,Otsego,11/08/2006,06NR05617,-74.9774844039,42.7218488673,POINT (-74.9774844039 42.7218488673)
Cornell Heights Historic District,Tompkins,09/14/1989,90NR02267,-76.4868588989,42.4552843667,POINT (-76.4868588989 42.4552843667)
Halcyon Place Historic District,Westchester,01/11/1991,91NR03354,-73.8962221016,40.9449758786,POINT (-73.8962221016 40.9449758786)
Morris Village Historic District,Otsego,02/20/2013,12NR06398,-75.2467483422,42.5466125654,POINT (-75.2467483422 42.5466125654)
Valley Road Historic District,Nassau,04/08/1977,90NR01946,-73.7037027724,40.7747209884,POINT (-73.7037027724 40.7747209884)
Jamestown Downtown Commercial Historic District,Chautauqua,11/18/2014,14NR06553,-79.2404635894,42.0963237989,POINT (-79.2404635894 42.0963237989)
Tompkins Street/Main Street Historic District,Cortland,11/17/1982,90NR00267,-76.1857814608,42.5961173824,POINT (-76.1857814608 42.5961173824)
Main Street Historic District,Nassau,01/21/1974,90NR01733,-73.6482946497,40.7968881336,POINT (-73.6482946497 40.7968881336)
"Row Historic District, The",Jefferson,09/06/1990,90NR03003,-76.2041793701,44.0805217854,POINT (-76.2041793701 44.0805217854)
Linden-South Historic District,Monroe,08/26/2009,08NR05838,-77.6096955065,43.1388556341,POINT (-77.6096955065 43.1388556341)
Park Avenue Historic District,New York,08/29/2010,10NR06107,-73.9563079694,40.7814363734,POINT (-73.9563079694 40.7814363734)
Lower Niagara River Spear Fishing Dock Historic District,Niagara,08/29/2012,11NR06288,-79.0442650797,43.1535840519,POINT (-79.0442650797 43.1535840519)
Grove-Linden-St. John's Historic District,Queens,09/30/1983,90NR01603,-73.9067796814,40.7065835935,POINT (-73.9067796814 40.7065835935)
Market Square Historic District,Erie,10/18/2011,11NR06238,-78.9004683691,42.9352419739,POINT (-78.9004683691 42.9352419739)
Fargo Estate Historic District,Erie,02/02/2016,15NR00066,-78.8871500895,42.9007783861,POINT (-78.8871500895 42.9007783861)
Gilbertsville Historic District,Otsego,05/17/1974,90NR02194,-75.3261366877,42.4712516907,POINT (-75.3261366877 42.4712516907)
Cedarmere-Clayton Estates Historic District,Nassau,09/29/1986,90NR01956,-73.6406798143,40.810294946,POINT (-73.6406798143 40.810294946)
Lowertown Historic District,Niagara,06/04/1973,90NR01973,-78.6762708155,43.1806905117,POINT (-78.6762708155 43.1806905117)
Main Street Historic District,Chenango,06/30/1983,90NR00159,-75.5264043474,42.2281413101,POINT (-75.5264043474 42.2281413101)
Main Street Historic District,Washington,04/24/1975,90NR02754,-73.401393523,43.5560323322,POINT (-73.401393523 43.5560323322)
St. Mark's Historic District,New York,11/13/1974,90NR00910,-73.9876766261,40.7302941053,POINT (-73.9876766261 40.7302941053)
Lafayette Park Historic District,Albany,11/15/1978,90NR02814,-73.7561808071,42.6530344107,POINT (-73.7561808071 42.6530344107)
Rondout-West Strand Historic District,Ulster,08/24/1979,90NR01103,-73.9869985347,41.9187111317,POINT (-73.9869985347 41.9187111317)
Sherburne Historic District,Chenango,10/29/1982,90NR00168,-75.4959209893,42.6774591803,POINT (-75.4959209893 42.6774591803)
Stuyvesant Falls Mill District,Columbia,09/15/1976,90NR00245,-73.7341686349,42.3560248223,POINT (-73.7341686349 42.3560248223)
Stuyvesant Square Historic District,New York,11/21/1980,90NR00918,-73.9845030498,40.7340470015,POINT (-73.9845030498 40.7340470015)
SOUTH WEDGE HISTORIC DISTRICT,Monroe,05/22/2013,12NR06418,-77.6058770143,43.1438513479,POINT (-77.6058770143 43.1438513479)
Yates County Courthouse Park District,Yates,06/19/1979,90NR00016,-77.0573471687,42.6649946524,POINT (-77.0573471687 42.6649946524)
Pittsford Village Historic District Boundary Increase,Monroe,04/12/2016,15NR00110,-77.5150120029,43.0902655357,POINT (-77.5150120029 43.0902655357)
University Heights-Summit Park-Berkshire Terrace Historic District,Erie,08/17/2020,20NR00017,-78.8202215531,42.9454342669,POINT (-78.8202215531 42.9454342669)
East Side Historic District,Greene,08/09/1982,90NR00548,-73.8625096352,42.2194019809,POINT (-73.8625096352 42.2194019809)
Camp Dudley Road Historic District,Essex,10/21/1993,93NR00505,-73.4179197035,44.1550273791,POINT (-73.4179197035 44.1550273791)
Market Street Historic District,St. Lawrence,11/16/1979,90NR02575,-74.987177471,44.669469176,POINT (-74.987177471 44.669469176)
CANASERAGA FOUR CORNERS HISTORIC DISTRICT,Allegany,03/06/2002,02NR01898,-77.7773063567,42.4613826923,POINT (-77.7773063567 42.4613826923)
Highland Park Historic District,Essex,11/06/1992,90NR02926,-74.1247197863,44.3347702419,POINT (-74.1247197863 44.3347702419)
Clayton Historic District (Boundary Increase),Jefferson,05/09/1997,97NR01187,-76.0870954281,44.2424603962,POINT (-76.0870954281 44.2424603962)
Downtown Genesee Street Historic District,Oneida,08/24/2018,17NR00091,-75.2326738824,43.1007502401,POINT (-75.2326738824 43.1007502401)
Prospect Heights Historic District,Kings,09/15/1983,90NR01309,-73.9713080119,40.679062258,POINT (-73.9713080119 40.679062258)
Cottage Row Historic District,Franklin,11/02/1987,90NR02961,-74.1329989698,44.333230952,POINT (-74.1329989698 44.333230952)
Southampton Village Historic District Boundary Expansion,Suffolk,04/12/1993,92NR00384,-72.3822766075,40.8864623203,POINT (-72.3822766075 40.8864623203)
Hudson Falls Historic District,Washington,09/15/1983,90NR02751,-73.5841590132,43.3011759179,POINT (-73.5841590132 43.3011759179)
East Hill Historic District,Erie,08/05/2015,15NR00031,-78.6585387887,42.5089055761,POINT (-78.6585387887 42.5089055761)
Wheeler Hill Historic District,Dutchess,06/14/1991,90NR03290,-73.9425279872,41.5774876795,POINT (-73.9425279872 41.5774876795)
Rossman-Prospect Avenue Historic District,Columbia,10/21/1985,90NR00254,-73.779036023,42.2444942924,POINT (-73.779036023 42.2444942924)
East 54th-55th Streets Historic District,New York,,00NR01622,-73.971023794,40.7598250759,POINT (-73.971023794 40.7598250759)
Lindesay Patent Rural Historic District,Otsego,08/18/1995,95NR00877,-74.7678019221,42.8001971434,POINT (-74.7678019221 42.8001971434)
Lenox District No. 4 Schoolhouse,Madison,02/23/1996,96NR00926,-75.7422291417,43.0420534418,POINT (-75.7422291417 43.0420534418)
Honeoye Falls Historic District,Monroe,11/24/1993,93NR00451,-77.5916008225,42.9519761834,POINT (-77.5916008225 42.9519761834)
Public Square Historic District (Boundary Expansion),Jefferson,04/15/2016,15NR00104,-75.9124436842,43.974860362,POINT (-75.9124436842 43.974860362)
Hand-Hale Historic District,Essex,03/05/1979,90NR00463,-73.5877532526,44.2158147717,POINT (-73.5877532526 44.2158147717)
New Lebanon District No. 8 School,Columbia,04/22/2021,20NR00128,-73.3949273221,42.464622399,POINT (-73.3949273221 42.464622399)
Kingsford Historic District,Oswego,01/22/2014,13NR06469,-76.5133535817,43.454046129,POINT (-76.5133535817 43.454046129)
Hamilton Village Historic District,Madison,09/13/1984,90NR01441,-75.5427782653,42.824626499,POINT (-75.5427782653 42.824626499)
Glimmerglass Historic District,Otsego,09/24/1999,99NR01506,-74.9028959096,42.7566836389,POINT (-74.9028959096 42.7566836389)
Kingsboro Historic District,Fulton,02/24/1975,90NR00514,-74.3361536334,43.0669232428,POINT (-74.3361536334 43.0669232428)
Waccabuc Historic District,Westchester,07/28/2015,14NR06612,-73.5941440346,41.2893506582,POINT (-73.5941440346 41.2893506582)
East Hampton Village District,Suffolk,05/02/1974,90NR01930,-72.1913707243,40.9548731116,POINT (-72.1913707243 40.9548731116)
