Resource Name,County,National Register Date,National Register Number,Longitude,Latitude,Georeference
Saratoga Spa State Park District,Saratoga,09/12/1985,90NR02846,-73.7981812579,43.0553918735,POINT (-73.7981812579 43.0553918735)
Boathouse on the Lullwater of the Lake in Prospect Park,Kings,01/07/1972,90NR01258,-73.9653276639,40.6608484944,POINT (-73.9653276639 40.6608484944)
Guy Park Manor,Montgomery,02/06/1973,90NR01543,-74.2095400161,42.9470341478,POINT (-74.2095400161 42.9470341478)
"Jones Beach State Park, Causeway and Parkway System",Nassau,04/28/2005,04NR05404,-73.5240685685,40.6010562376,POINT (-73.5240685685 40.6010562376)
Mount Morris Park Historic District (Boundary Increase),New York,05/24/1996,94NR00708,-73.9484310379,40.8054088735,POINT (-73.9484310379 40.8054088735)
Parker Farmhouse,Madison,11/02/1987,90NR01412,-75.8512546099,42.9158661503,POINT (-75.8512546099 42.9158661503)
Lake George Battlefield Park Historic District,Warren,12/30/2011,11NR06215,-73.7058027496,43.4160321174,POINT (-73.7058027496 43.4160321174)
Tifereth Israel Anshei Parksville Synagogue,Sullivan,08/12/1999,99NR01524,-74.7624255617,41.8580647595,POINT (-74.7624255617 41.8580647595)
Highland Park Carousel (Ideal Park Carousel),Broome,01/25/1992,95NR00829,-76.0288066114,42.1253200309,POINT (-76.0288066114 42.1253200309)
Ocean Parkway Subway Station (BMT),Kings,07/29/2005,04NR05366,-73.9682962905,40.5763668908,POINT (-73.9682962905 40.5763668908)
First Methodist Episcopal Church of Parksville,Sullivan,05/30/2001,01NR01775,-74.7585635534,41.8553221891,POINT (-74.7585635534 41.8553221891)
Riverside Park and Drive,New York,09/02/1983,90NR00819,-73.9740514506,40.7996786266,POINT (-73.9740514506 40.7996786266)
Franklinville Park Square Historic District,Cattaraugus,09/22/1986,90NR00097,-78.457547863,42.3374164338,POINT (-78.457547863 42.3374164338)
Alton B. Parker House,Ulster,08/23/2016,16NR00055,-73.959276693,41.8290268145,POINT (-73.959276693 41.8290268145)
Sunset Park Historic District,Kings,09/15/1988,90NR01310,-74.009551931,40.6443007072,POINT (-74.009551931 40.6443007072)
Heckscher Park (Huntington),Suffolk,09/26/1985,90NR01825,-73.4207077517,40.875470948,POINT (-73.4207077517 40.875470948)
Bronx River Parkway Reservation,Westchester,01/11/1991,91NR03356,-73.8000172868,41.0062272324,POINT (-73.8000172868 41.0062272324)
Long Island Motor Parkway,Queens,04/01/2002,01NR01880,-73.7541870331,40.7373807301,POINT (-73.7541870331 40.7373807301)
Palisades Interstate Parkway,Orange,08/02/1999,98NR01343,-73.9816223872,41.0937654771,POINT (-73.9816223872 41.0937654771)
Berkeley Park Subdivision Historic District,Onondaga,02/20/2002,01NR01881,-76.1269232415,43.0320242472,POINT (-76.1269232415 43.0320242472)
Central Park West Historic District,New York,11/09/1982,90NR00905,-73.973544773,40.780948284,POINT (-73.973544773 40.780948284)
Strathmore 'By the Park' Historic District,Onondaga,07/12/2006,04NR05327,-76.1714817556,43.021545706,POINT (-76.1714817556 43.021545706)
"Park East Synagogue, Congregation Zichron Ephraim",New York,08/18/1983,90NR00810,-73.9633795549,40.7669996429,POINT (-73.9633795549 40.7669996429)
Fosdick-Masten Park High School,Erie,06/30/1983,90NR01227,-78.8606115537,42.903043877,POINT (-78.8606115537 42.903043877)
Playland Amusement Park,Westchester,07/04/1980,90NR02514,-73.6706518433,40.9691266999,POINT (-73.6706518433 40.9691266999)
C. Fred Johnson Park Carousel,Broome,01/25/1992,91NR00079,-75.9500592982,42.1175208806,POINT (-75.9500592982 42.1175208806)
Lawrence Park Historic District,Westchester,01/23/1980,90NR02527,-73.8304697024,40.9421477007,POINT (-73.8304697024 40.9421477007)
Park Slope Historic District,Kings,11/21/1980,90NR01341,-73.9756221217,40.6707882808,POINT (-73.9756221217 40.6707882808)
Mamakating Park Historic District,Sullivan,11/19/1998,98NR01421,-74.5357142884,41.61243775,POINT (-74.5357142884 41.61243775)
Temple Beth El of Borough Park,Kings,04/27/2010,09NR06084,-73.9875892515,40.6329310869,POINT (-73.9875892515 40.6329310869)
Clifton Park Center Baptist Church and Cemetery,Saratoga,09/24/2004,02NR04968,-73.8306617011,42.8588639903,POINT (-73.8306617011 42.8588639903)
Tuxedo Park,Orange,03/13/1980,90NR02356,-74.2054228494,41.2004852394,POINT (-74.2054228494 41.2004852394)
Onondaga Park,Onondaga,12/31/2002,01NR01882,-76.1655220885,43.0263468627,POINT (-76.1655220885 43.0263468627)
"King, Martin Luther Jr., Park",Erie,03/30/1982,90NR01218,-78.8405341873,42.9052311764,POINT (-78.8405341873 42.9052311764)
Riverside Park,Erie,03/30/1982,90NR01219,-78.9087390438,42.9557258775,POINT (-78.9087390438 42.9557258775)
Oak Hill Park Historic District,Cattaraugus,12/01/1997,95NR00906,-78.4343792815,42.0805426181,POINT (-78.4343792815 42.0805426181)
Park Row Building,New York,11/16/2005,04NR05320,-74.0077919104,40.7111836361,POINT (-74.0077919104 40.7111836361)
Sparkill Creek Drawbridge,Rockland,03/28/1985,90NR02421,-73.9159698078,41.0374806315,POINT (-73.9159698078 41.0374806315)
University Park Historic District,Erie,05/11/2011,10NR06175,-78.8241386694,42.9563286373,POINT (-78.8241386694 42.9563286373)
Bowling Green Fence and Park,New York,04/09/1980,90NR00651,-74.0136411628,40.705006928,POINT (-74.0136411628 40.705006928)
Clifton Park Hotel,Saratoga,06/18/1998,98NR01328,-73.7704282653,42.8661695055,POINT (-73.7704282653 42.8661695055)
Thousand Island Park Historic District,Jefferson,11/14/1982,90NR01149,-76.0257023311,44.2886415363,POINT (-76.0257023311 44.2886415363)
United States Post Office-Parkville Station,Kings,11/17/1988,90NR01340,-73.9870267885,40.6157981874,POINT (-73.9870267885 40.6157981874)
"Parke Apartments, 799 Lafayette Avenue, (aka mailing address 33 Gates Circle)",Erie,05/30/2007,06NR05636,-78.8696256274,42.9200945447,POINT (-78.8696256274 42.9200945447)
